Logging started at 20250426-0826
NVIDIA RTX A6000
Process ID: 1779006
Env: StickInsect-v4, experts/StickInsect_states.pt, experts/StickInsect_actions.pt, Seed: 0
Rollout length: 1000
Num steps: 2000000, Eval interval: 10000
Gamma: 0.995, Mix buffer: 1, Batch size: 64
lr_actor: 2e-06, lr_critic: 2e-06, lr_disc: 2e-06
Units Actor: (64, 64), Units Critic: (64, 64)
Units Disc R: (100, 100), Units Disc V: (100, 100)
Epoch ppo: 50, Epoch disc: 10
Clip Epsc: 0.2, Lambda: 0.97, Coef Ent: 0.01, Max Grad Norm: 10.0
Load data states: (5208, 47), actions: (5208, 18)
Expert data states: (5207, 47), actions: (5207, 18)
Expert buffer size: 5207
Initial state shape: (47,)
Num steps: 10000    Return: -319.1   Time: 0:00:18
Num steps: 1310000   Return: 644.5   Time: 0:38:47
Num steps: 1320000   Return: 722.9   Time: 0:39:04
Num steps: 1330000   Return: 685.2   Time: 0:39:22
Num steps: 1340000   Return: 605.4   Time: 0:39:39
Num steps: 1350000   Return: 542.6   Time: 0:39:56
Num steps: 1360000   Return: 647.2   Time: 0:40:14
Num steps: 1370000   Return: 604.6   Time: 0:40:31
Num steps: 1380000   Return: 622.0   Time: 0:40:49
Num steps: 1390000   Return: 610.8   Time: 0:41:06
Num steps: 1400000   Return: 589.0   Time: 0:41:24
Num steps: 1410000   Return: 587.5   Time: 0:41:42
Num steps: 1420000   Return: 623.6   Time: 0:41:59
Num steps: 1430000   Return: 532.5   Time: 0:42:17
Num steps: 1440000   Return: 541.2   Time: 0:42:35
Num steps: 1450000   Return: 510.3   Time: 0:42:53
Num steps: 1460000   Return: 489.0   Time: 0:43:10
Num steps: 1470000   Return: 586.3   Time: 0:43:28
Num steps: 1480000   Return: 462.5   Time: 0:43:46
Num steps: 1490000   Return: 496.1   Time: 0:44:03
Num steps: 1500000   Return: 571.3   Time: 0:44:22
Num steps: 1510000   Return: 438.8   Time: 0:44:39
Num steps: 1520000   Return: 378.2   Time: 0:44:57
Num steps: 1530000   Return: 396.8   Time: 0:45:14
Num steps: 1540000   Return: 402.9   Time: 0:45:32
Num steps: 1550000   Return: 449.4   Time: 0:45:50
Num steps: 1560000   Return: 370.6   Time: 0:46:08
Num steps: 1570000   Return: 394.1   Time: 0:46:26
Num steps: 1580000   Return: 326.0   Time: 0:46:45
Num steps: 1590000   Return: 293.7   Time: 0:47:03
Num steps: 1600000   Return: 284.4   Time: 0:47:21
Num steps: 1610000   Return: 263.1   Time: 0:47:39
Num steps: 1620000   Return: 313.6   Time: 0:47:56
Num steps: 1630000   Return: 208.0   Time: 0:48:15
Num steps: 1640000   Return: 236.1   Time: 0:48:32
Num steps: 1650000   Return: 164.4   Time: 0:48:49
Num steps: 1660000   Return: 196.8   Time: 0:49:07
Num steps: 1670000   Return: 254.0   Time: 0:49:25
Num steps: 1680000   Return: 192.5   Time: 0:49:42
Num steps: 1690000   Return: 178.1   Time: 0:50:01
Num steps: 1700000   Return: 220.4   Time: 0:50:18
Num steps: 1710000   Return: 251.8   Time: 0:50:36
Num steps: 1720000   Return: 192.3   Time: 0:50:54
Num steps: 1730000   Return: 114.4   Time: 0:51:12
Num steps: 1740000   Return: 99.7    Time: 0:51:29
Num steps: 1750000   Return: 82.9    Time: 0:51:47
Num steps: 1760000   Return: 69.1    Time: 0:52:05
Num steps: 1770000   Return: 85.7    Time: 0:52:23
Num steps: 1780000   Return: 35.7    Time: 0:52:40
Num steps: 1790000   Return: 3.8     Time: 0:52:58
Num steps: 1800000   Return: -5.7    Time: 0:53:16
Num steps: 1810000   Return: 19.1    Time: 0:53:33
Num steps: 1820000   Return: -20.2   Time: 0:53:50
Num steps: 1830000   Return: -49.3   Time: 0:54:08
Num steps: 1840000   Return: -135.5   Time: 0:54:26
Num steps: 1850000   Return: -105.8   Time: 0:54:44
Num steps: 1860000   Return: -76.3   Time: 0:55:01
Num steps: 1870000   Return: -209.0   Time: 0:55:18
Num steps: 1880000   Return: -191.5   Time: 0:55:36
Num steps: 1890000   Return: -253.2   Time: 0:55:54
Num steps: 1900000   Return: -228.9   Time: 0:56:12
Num steps: 1910000   Return: -300.9   Time: 0:56:30
Num steps: 1920000   Return: -277.2   Time: 0:56:47
Num steps: 1930000   Return: -391.6   Time: 0:57:05
Num steps: 1940000   Return: -424.9   Time: 0:57:22
Num steps: 1950000   Return: -477.6   Time: 0:57:40
Num steps: 1960000   Return: -631.9   Time: 0:57:58
Num steps: 1970000   Return: -679.3   Time: 0:58:16
Num steps: 1980000   Return: -528.6   Time: 0:58:33
Num steps: 1990000   Return: -593.7   Time: 0:58:51
Num steps: 2000000   Return: -590.7   Time: 0:59:09
Models saved to logs/StickInsect-v4/airl/20250426-0826/model
