action1,action2,action3,action4,action5,action6,action7,action8
-1.325143575668334961e-01,-4.326546192169189453e-01,-2.625477910041809082e-01,-5.727804899215698242e-01,1.115085482597351074e-01,6.064730882644653320e-01,4.185747802257537842e-01,2.447814792394638062e-01
7.438612729310989380e-02,-9.865589439868927002e-02,2.372927516698837280e-01,-5.040700435638427734e-01,-7.652041316032409668e-01,6.615422964096069336e-01,5.477750301361083984e-01,6.334640979766845703e-01
1.568143963813781738e-01,-6.002439185976982117e-02,-1.494687199592590332e-01,-5.702954530715942383e-01,-2.088612169027328491e-01,4.293114840984344482e-01,6.494817733764648438e-01,5.825710296630859375e-01
2.495977580547332764e-01,2.266015624627470970e-03,5.909345149993896484e-01,-6.692425012588500977e-01,-1.342665553092956543e-01,3.263444304466247559e-01,7.546664476394653320e-01,6.028126478195190430e-01
-3.228935003280639648e-01,7.320749759674072266e-02,6.345100402832031250e-01,-7.269670963287353516e-01,4.739201664924621582e-01,2.306667417287826538e-01,7.769079208374023438e-01,6.396443843841552734e-01
-9.806519746780395508e-01,7.258174419403076172e-01,7.002261281013488770e-02,-8.483068943023681641e-01,9.472121596336364746e-01,-4.711112380027770996e-02,3.967044055461883545e-01,3.511621952056884766e-01
-1.919801086187362671e-01,-5.975226759910583496e-01,-5.059047937393188477e-01,-3.121439814567565918e-01,-4.998078942298889160e-01,5.438225865364074707e-01,-2.006190419197082520e-01,2.114502936601638794e-01
-2.314163148403167725e-01,-7.049143314361572266e-01,-2.765312492847442627e-01,-1.644699252210557461e-03,-9.740765392780303955e-02,-6.840529292821884155e-02,5.662016198039054871e-02,1.077410057187080383e-01
5.829724073410034180e-01,4.983798786997795105e-02,8.043341636657714844e-01,-6.784231066703796387e-01,-9.941474199295043945e-01,3.043961524963378906e-01,4.954458475112915039e-01,3.613910079002380371e-01
4.896564483642578125e-01,-1.705574691295623779e-01,-2.809474989771842957e-02,-3.363818228244781494e-01,-7.717302441596984863e-01,7.614699602127075195e-01,1.737906783819198608e-02,7.126110047101974487e-02
-4.748962521553039551e-01,-5.280366539955139160e-01,1.649719923734664917e-01,-6.871383786201477051e-01,7.749763131141662598e-01,3.878256678581237793e-01,6.254780292510986328e-01,1.531786769628524780e-01
5.897279083728790283e-02,-1.625015437602996826e-01,3.776861354708671570e-02,-3.997531831264495850e-01,-3.796865642070770264e-01,5.478699207305908203e-01,2.490771412849426270e-01,4.379229545593261719e-01
-2.404094673693180084e-02,-2.489112913608551025e-01,-9.720764309167861938e-02,-6.143725514411926270e-01,3.081512451171875000e-01,4.754897654056549072e-01,2.383142560720443726e-01,2.814186811447143555e-01
-5.039942860603332520e-01,1.556162536144256592e-01,4.785157442092895508e-01,-6.325924992561340332e-01,6.112208962440490723e-01,4.215359687805175781e-01,6.642028093338012695e-01,6.655132174491882324e-01
-6.842237710952758789e-01,7.405623197555541992e-01,-6.819766163825988770e-01,-6.591470241546630859e-01,6.297796964645385742e-01,6.010441184043884277e-01,3.846765756607055664e-01,6.993780136108398438e-01
-8.486905097961425781e-01,-6.860873103141784668e-01,-1.994381397962570190e-01,-4.012155830860137939e-01,1.237791124731302261e-02,3.413360416889190674e-01,-3.860111907124519348e-02,2.838872075080871582e-01
4.315258264541625977e-01,-6.934469938278198242e-01,-6.199538707733154297e-01,-2.350813448429107666e-01,-5.516106486320495605e-01,6.676717102527618408e-02,-1.265378892421722412e-01,1.283058375120162964e-01
7.624886035919189453e-01,-2.531494796276092529e-01,9.533123970031738281e-01,-6.446162462234497070e-01,-9.577928781509399414e-01,2.328278273344039917e-01,8.679531812667846680e-01,7.246932983398437500e-01
-3.510774672031402588e-01,-1.916079521179199219e-01,-2.050780355930328369e-01,-7.032471895217895508e-01,5.894184112548828125e-01,7.984734177589416504e-01,6.346602439880371094e-01,1.688687652349472046e-01
1.321270614862442017e-01,-2.486704885959625244e-01,4.943662583827972412e-01,-2.918754220008850098e-01,-3.474648594856262207e-01,2.875747084617614746e-01,3.581095933914184570e-01,5.235105156898498535e-01
1.422169953584671021e-01,-2.283950448036193848e-01,-7.222674787044525146e-02,-5.169510245323181152e-01,-2.122154980897903442e-01,5.493330955505371094e-01,2.290530353784561157e-01,3.533766567707061768e-01
5.952148512005805969e-02,-2.450104802846908569e-01,-1.378769241273403168e-02,-6.925939321517944336e-01,2.273779213428497314e-01,4.857777059078216553e-01,3.252686262130737305e-01,2.696355581283569336e-01
-2.691139839589595795e-02,2.490201145410537720e-01,-8.268222957849502563e-02,-6.105734109878540039e-01,7.741288840770721436e-02,2.826500833034515381e-01,6.054106354713439941e-01,5.142136812210083008e-01
-5.279363393783569336e-01,1.608269475400447845e-02,6.181991100311279297e-02,-6.243665218353271484e-01,5.744543075561523438e-01,3.207294046878814697e-01,6.379550695419311523e-01,5.522422790527343750e-01
-9.811815619468688965e-01,5.766233429312705994e-02,-3.997136056423187256e-01,-8.106499910354614258e-01,8.289859294891357422e-01,8.598942309617996216e-02,1.745484173297882080e-01,2.639136314392089844e-01
-9.905929565429687500e-01,-5.636249780654907227e-01,-4.307755827903747559e-01,-7.624166011810302734e-01,8.325062990188598633e-01,5.330000817775726318e-02,-7.411463884636759758e-04,3.042398989200592041e-01
2.773364484310150146e-01,-3.890553712844848633e-01,8.034586906433105469e-01,-7.364816069602966309e-01,-5.641930103302001953e-01,-2.954258620738983154e-01,7.907490134239196777e-01,4.966627657413482666e-01
7.390950918197631836e-01,-1.799798756837844849e-01,-7.158858776092529297e-01,-8.218963146209716797e-01,-5.086258053779602051e-02,9.760113954544067383e-01,8.617144823074340820e-01,6.406602263450622559e-01
-4.703297019004821777e-01,-5.401339530944824219e-01,7.831116914749145508e-01,-3.027021586894989014e-01,4.023341238498687744e-01,-2.404167950153350830e-01,6.610280275344848633e-01,3.449040055274963379e-01
6.664959192276000977e-01,-2.834154069423675537e-01,-2.623783051967620850e-01,-5.141044855117797852e-01,-8.871170878410339355e-01,8.646334409713745117e-01,7.006530165672302246e-01,6.274673938751220703e-01
-4.981799125671386719e-01,-5.444517135620117188e-01,4.391840398311614990e-01,-7.886460423469543457e-01,7.794074416160583496e-01,5.392166376113891602e-01,8.226107358932495117e-01,2.309177815914154053e-01
3.360308110713958740e-01,-2.123337090015411377e-01,3.677983954548835754e-02,-7.546899318695068359e-01,3.547429144382476807e-01,5.825572013854980469e-01,6.235353946685791016e-01,7.174722552299499512e-01
-9.621474146842956543e-01,6.220436096191406250e-01,-2.036563903093338013e-01,-5.944446921348571777e-01,7.244930267333984375e-01,1.969026923179626465e-01,5.451725721359252930e-01,6.043697595596313477e-01
-1.203432157635688782e-01,4.246361926198005676e-02,-3.966799080371856689e-01,-5.292326211929321289e-01,-4.001628160476684570e-01,6.750941872596740723e-01,2.004045993089675903e-01,5.840201377868652344e-01
5.437038466334342957e-02,-4.319583177566528320e-01,3.769861161708831787e-01,6.666011810302734375e-01,5.384141951799392700e-02,1.698015183210372925e-01,1.858795434236526489e-01,5.135214328765869141e-01
9.871801733970642090e-01,-4.178192839026451111e-02,-4.322038888931274414e-01,-8.206065297126770020e-01,-8.072937130928039551e-01,8.227376937866210938e-01,1.722450703382492065e-01,5.353107452392578125e-01
8.355056047439575195e-01,-7.966559529304504395e-01,6.994663476943969727e-01,7.047514915466308594e-01,-9.197298288345336914e-01,2.118291854858398438e-01,7.151973843574523926e-01,6.144667863845825195e-01
9.453423023223876953e-01,-6.159152388572692871e-01,-7.133640050888061523e-01,-9.660189747810363770e-01,6.860628724098205566e-01,9.386132955551147461e-01,9.065935015678405762e-01,1.159432828426361084e-01
7.651712298393249512e-01,-2.052966803312301636e-01,3.548632562160491943e-01,-7.939454317092895508e-01,-9.964640736579895020e-01,9.667823314666748047e-01,8.941524624824523926e-01,5.193797945976257324e-01
-9.887613654136657715e-01,3.456211090087890625e-01,4.384954571723937988e-01,9.108369946479797363e-01,7.370421886444091797e-01,-5.568612813949584961e-01,2.301878929138183594e-01,4.319094717502593994e-01
8.856648206710815430e-01,1.591760665178298950e-01,-9.418653249740600586e-01,-9.694174528121948242e-01,1.077544391155242920e-01,8.836190104484558105e-01,8.558253943920135498e-02,4.598148763179779053e-01
-9.471990466117858887e-01,-3.936863318085670471e-02,9.280141592025756836e-01,3.525868952274322510e-01,-5.015094876289367676e-01,-3.720960915088653564e-01,6.622175127267837524e-02,4.478408396244049072e-01
6.422603130340576172e-01,-3.275468200445175171e-02,-5.507305860519409180e-01,-7.266227900981903076e-02,-4.989598691463470459e-02,3.364011645317077637e-01,4.476256370544433594e-01,6.808143854141235352e-01
7.649424672126770020e-01,-5.331900119781494141e-01,6.655715703964233398e-01,7.062936425209045410e-01,-8.583651781082153320e-01,3.032197356224060059e-01,4.537445008754730225e-01,5.827528238296508789e-01
9.964024424552917480e-01,-7.774244546890258789e-01,-7.388452887535095215e-01,-9.534254670143127441e-01,-6.553254723548889160e-01,9.253848791122436523e-01,8.080335855484008789e-01,2.226016968488693237e-01
-6.221181750297546387e-01,1.095853745937347412e-01,8.609929680824279785e-01,-6.860224008560180664e-01,1.287951618432998657e-01,8.303599357604980469e-01,9.702102541923522949e-01,7.962954044342041016e-01
-3.302870690822601318e-01,5.131158605217933655e-02,-6.146067380905151367e-01,3.482849597930908203e-01,-7.169079780578613281e-01,8.546271324157714844e-01,8.065899610519409180e-01,7.605243325233459473e-01
9.661382436752319336e-01,-3.634451031684875488e-01,3.349955081939697266e-01,-9.203949570655822754e-01,-6.214493513107299805e-01,8.517037630081176758e-01,8.497747778892517090e-01,6.583936214447021484e-01
-7.331072539091110229e-02,-5.376478284597396851e-02,5.801095440983772278e-02,-6.830923557281494141e-01,4.281804561614990234e-01,5.003738999366760254e-01,8.630747795104980469e-01,7.433067560195922852e-01
-9.843848943710327148e-01,7.746825218200683594e-01,-2.493866235017776489e-01,-7.078896164894104004e-01,5.870610475540161133e-01,2.634258270263671875e-01,5.129846334457397461e-01,6.812385320663452148e-01
-9.749680757522583008e-01,-6.511517763137817383e-01,-1.549946814775466919e-01,-7.092705965042114258e-01,5.810806751251220703e-01,3.795236945152282715e-01,3.605139255523681641e-01,4.807212352752685547e-01
2.919178009033203125e-01,-4.784210622310638428e-01,-5.247541666030883789e-01,-3.181744813919067383e-01,-6.795070767402648926e-01,-4.923207685351371765e-02,-8.160413801670074463e-02,3.243753612041473389e-01
8.124893307685852051e-01,-4.673278629779815674e-01,7.388331294059753418e-01,-5.298852920532226562e-01,-9.915180206298828125e-01,3.641646206378936768e-01,7.870107889175415039e-01,6.198440790176391602e-01
-3.392287194728851318e-01,-4.798927009105682373e-01,-5.324702858924865723e-01,-4.924209415912628174e-01,4.203073084354400635e-01,7.699936628341674805e-01,6.151276826858520508e-01,1.489424109458923340e-01
4.407495260238647461e-01,-4.738656282424926758e-01,5.538078546524047852e-01,-6.913917511701583862e-02,-6.825342178344726562e-01,3.177853226661682129e-01,4.592233598232269287e-01,4.657360017299652100e-01
-1.496639400720596313e-01,-5.801535844802856445e-01,-3.475099205970764160e-01,-6.649824380874633789e-01,5.956481099128723145e-01,5.811762213706970215e-01,6.132711172103881836e-01,1.424383670091629028e-01
-3.264836221933364868e-02,-3.099054992198944092e-01,2.344636023044586182e-01,-5.142598152160644531e-01,-3.177986145019531250e-01,4.327735900878906250e-01,4.974163770675659180e-01,4.459986090660095215e-01
9.456893801689147949e-01,-2.505818307399749756e-01,-8.856663852930068970e-02,-5.446035861968994141e-01,-6.809303164482116699e-01,6.875240802764892578e-01,1.888480782508850098e-01,5.215054154396057129e-01
8.002182245254516602e-01,-1.365411281585693359e-01,1.489196866750717163e-01,-5.268523693084716797e-01,-7.172628045082092285e-01,6.848114132881164551e-01,5.708885788917541504e-01,6.307419538497924805e-01
6.546787023544311523e-01,-1.433497369289398193e-01,6.506291776895523071e-02,-6.499720811843872070e-01,-3.610525727272033691e-01,6.830611228942871094e-01,5.688534975051879883e-01,6.434259414672851562e-01
4.101718962192535400e-01,-1.761135756969451904e-01,2.177572995424270630e-01,-6.407756805419921875e-01,-2.921321988105773926e-02,3.800810575485229492e-01,7.311797142028808594e-01,6.486209630966186523e-01
-1.964773833751678467e-01,-1.239962428808212280e-01,1.306569725275039673e-01,-6.935115456581115723e-01,5.863580703735351562e-01,3.147422075271606445e-01,7.310937643051147461e-01,6.679852008819580078e-01
-9.888508319854736328e-01,6.910818815231323242e-01,-3.761383593082427979e-01,-7.593432664871215820e-01,6.342535614967346191e-01,2.318396121263504028e-01,2.381060123443603516e-01,5.715674161911010742e-01
-9.930669665336608887e-01,-5.869370698928833008e-01,-3.242393434047698975e-01,-7.733438014984130859e-01,8.296406269073486328e-01,1.850922107696533203e-01,2.869126498699188232e-01,3.180622160434722900e-01
-6.648753881454467773e-01,-4.653130173683166504e-01,-2.028655707836151123e-01,-8.663823604583740234e-01,-1.729179471731185913e-01,9.412615746259689331e-02,1.652586758136749268e-01,3.999488949775695801e-01
3.754566907882690430e-01,-2.631444334983825684e-01,6.905209422111511230e-01,-6.596382856369018555e-01,-6.667077541351318359e-01,2.242441475391387939e-01,7.279884815216064453e-01,5.742042660713195801e-01
-5.614469051361083984e-01,-4.539132714271545410e-01,-3.363044261932373047e-01,-5.591554641723632812e-01,7.457004785537719727e-01,3.977615535259246826e-01,3.642925024032592773e-01,3.022944331169128418e-01
6.658633947372436523e-01,-4.213784933090209961e-01,4.059709608554840088e-01,-3.907356858253479004e-01,-4.838228225708007812e-01,3.989182114601135254e-01,5.096901059150695801e-01,5.422045588493347168e-01
-2.219277024269104004e-01,-2.863900959491729736e-01,-4.937499016523361206e-02,-5.171493291854858398e-01,1.049549207091331482e-01,3.622977733612060547e-01,3.814025223255157471e-01,4.141292572021484375e-01
3.598982095718383789e-01,-2.555057406425476074e-01,2.919873408973217010e-02,-5.805672407150268555e-01,-1.663856208324432373e-01,4.471817314624786377e-01,3.451886475086212158e-01,4.870000481605529785e-01
-2.242865264415740967e-01,-2.084362655878067017e-01,2.321606129407882690e-01,-6.634803414344787598e-01,2.817797660827636719e-01,2.138176560401916504e-01,4.436928331851959229e-01,3.349265158176422119e-01
-1.231806352734565735e-01,8.408007025718688965e-02,5.421991348266601562e-01,-7.223989367485046387e-01,-2.536638379096984863e-01,5.287167429924011230e-01,6.192606687545776367e-01,6.487408280372619629e-01
-2.194644510746002197e-01,2.322477996349334717e-01,5.622547864913940430e-01,-7.829771041870117188e-01,5.014721155166625977e-01,4.301853477954864502e-01,7.005491256713867188e-01,6.436496376991271973e-01
-9.228556156158447266e-01,5.909932851791381836e-01,1.339944750070571899e-01,-9.196220636367797852e-01,7.914482951164245605e-01,1.623204797506332397e-01,5.545874834060668945e-01,3.906358778476715088e-01
-3.880788385868072510e-02,-5.374370813369750977e-01,-4.338726401329040527e-01,-1.184174716472625732e-01,-7.301965951919555664e-01,7.012279033660888672e-01,-1.813941746950149536e-01,2.940391898155212402e-01
1.591636836528778076e-01,-4.943147301673889160e-01,-9.532400965690612793e-02,4.347598254680633545e-01,-2.746435701847076416e-01,-2.516781166195869446e-02,1.382547318935394287e-01,2.963880896568298340e-01
9.933239817619323730e-01,-4.226338565349578857e-01,2.756572067737579346e-01,-7.387917041778564453e-01,-9.486175775527954102e-01,7.217455506324768066e-01,5.114063024520874023e-01,4.128302037715911865e-01
4.105036556720733643e-01,-2.537994980812072754e-01,4.522976279258728027e-01,-8.898971136659383774e-04,-7.770631909370422363e-01,7.292177677154541016e-01,6.945695281028747559e-01,5.069600939750671387e-01
-5.959753990173339844e-01,-3.101621568202972412e-01,-4.271479845046997070e-01,-7.460768222808837891e-01,8.988267183303833008e-01,8.683997988700866699e-01,9.026870727539062500e-01,6.344171762466430664e-01
7.792429924011230469e-01,-4.136234521865844727e-01,4.542980790138244629e-01,-3.715982437133789062e-01,-7.832944989204406738e-01,6.323737502098083496e-01,5.419465303421020508e-01,6.068480014801025391e-01
-1.948665976524353027e-01,-7.087140111252665520e-04,1.762145012617111206e-01,-6.913799047470092773e-01,-9.002663493156433105e-01,9.139814972877502441e-01,7.692633867263793945e-01,6.555626392364501953e-01
-2.498117238283157349e-01,2.182686887681484222e-02,-7.602351251989603043e-03,-4.912826418876647949e-01,2.865181565284729004e-01,4.048164784908294678e-01,5.796115398406982422e-01,6.126314401626586914e-01
-9.407797455787658691e-01,7.604804039001464844e-01,-4.207937419414520264e-01,-6.809638738632202148e-01,9.041696786880493164e-01,8.167288452386856079e-02,2.619315683841705322e-01,4.128769338130950928e-01
-7.886298894882202148e-01,-7.654218673706054688e-01,-5.418988466262817383e-01,-7.388168573379516602e-01,4.691540300846099854e-01,6.109007000923156738e-01,-1.957967877388000488e-02,2.911870181560516357e-01
1.406082976609468460e-02,-7.601426243782043457e-01,-2.355074286460876465e-01,-2.225405424833297729e-01,-4.026800096035003662e-01,-1.066019088029861450e-01,-5.123838782310485840e-03,1.002953574061393738e-01
8.464386463165283203e-01,-1.755387783050537109e-01,7.426742911338806152e-01,-7.101683020591735840e-01,-9.708403944969177246e-01,4.330625534057617188e-01,7.782829999923706055e-01,5.325392484664916992e-01
-7.007840871810913086e-01,-2.755898833274841309e-01,3.277356624603271484e-01,-3.184899985790252686e-01,6.510798335075378418e-01,1.473195701837539673e-01,3.584745228290557861e-01,2.747521102428436279e-01
7.667452096939086914e-01,-2.044954150915145874e-01,-3.036258518695831299e-01,-1.707530617713928223e-01,-8.004503250122070312e-01,7.453371286392211914e-01,2.895491942763328552e-02,4.583767652511596680e-01
-4.336654841899871826e-01,-2.740177512168884277e-01,6.586884707212448120e-02,-6.145682930946350098e-01,5.936470031738281250e-01,3.130019903182983398e-01,3.474614024162292480e-01,1.624750792980194092e-01
2.171464413404464722e-01,-9.911403805017471313e-02,1.605335623025894165e-02,-4.319996535778045654e-01,-3.477865159511566162e-01,5.435985326766967773e-01,1.501441448926925659e-01,4.511708319187164307e-01
6.165926456451416016e-01,-8.789309114217758179e-02,1.386757045984268188e-01,-3.823181688785552979e-01,-4.495284557342529297e-01,5.839205980300903320e-01,3.448094725608825684e-01,5.367006063461303711e-01
2.544122338294982910e-01,-6.922855973243713379e-02,1.137969195842742920e-01,-4.984966218471527100e-01,4.641006886959075928e-02,5.136503577232360840e-01,3.767403364181518555e-01,5.351517200469970703e-01
-3.953406810760498047e-01,2.585019916296005249e-02,1.774993687868118286e-01,-6.156919598579406738e-01,5.475991964340209961e-01,4.346745908260345459e-01,4.516066014766693115e-01,5.662381052970886230e-01
-9.293378591537475586e-01,7.422077655792236328e-01,-6.059085130691528320e-01,-8.605271577835083008e-01,8.574381470680236816e-01,2.658443450927734375e-01,1.809819340705871582e-01,3.172812461853027344e-01
-7.504744529724121094e-01,-7.337160110473632812e-01,-2.939858734607696533e-01,-7.298787832260131836e-01,4.718361794948577881e-01,4.649133086204528809e-01,-1.407006680965423584e-01,2.363922744989395142e-01
-4.831685423851013184e-01,-8.170958161354064941e-01,-4.075098037719726562e-01,-3.894127309322357178e-01,-5.487193912267684937e-02,-1.382731497287750244e-01,-6.068999320268630981e-02,-3.927053511142730713e-02
7.649657726287841797e-01,-3.739279508590698242e-01,7.599821686744689941e-01,-7.413744926452636719e-01,-8.842802643775939941e-01,4.738633632659912109e-01,7.886049151420593262e-01,4.203216135501861572e-01
-7.046092748641967773e-01,-5.677500367164611816e-01,5.488874316215515137e-01,-1.444940268993377686e-01,7.608552575111389160e-01,1.036128401756286621e-01,9.549326449632644653e-02,3.442137837409973145e-01
5.743893384933471680e-01,-1.104951873421669006e-01,-3.886111080646514893e-01,-1.841862648725509644e-01,-5.778520107269287109e-01,7.018653154373168945e-01,-3.021692484617233276e-02,4.801881015300750732e-01
-4.306860268115997314e-01,-1.400534361600875854e-01,9.972039610147476196e-02,-4.997939467430114746e-01,6.399456262588500977e-01,2.371573150157928467e-01,2.208858281373977661e-01,2.818298041820526123e-01
2.892630994319915771e-01,-1.106853261590003967e-01,1.827371418476104736e-01,-2.825638651847839355e-01,-4.749419987201690674e-01,5.699830055236816406e-01,8.416641503572463989e-02,6.002451181411743164e-01
-3.147589415311813354e-02,3.557199612259864807e-02,-5.389444530010223389e-03,-4.764850735664367676e-01,-4.389481246471405029e-01,6.540929079055786133e-01,1.809002459049224854e-01,5.982243418693542480e-01
1.696929521858692169e-02,-5.525647103786468506e-02,5.536635965108871460e-02,-4.562376737594604492e-01,4.194426834583282471e-01,4.700653553009033203e-01,2.455226182937622070e-01,5.350850820541381836e-01
-7.957888245582580566e-01,4.743373692035675049e-01,-2.278989106416702271e-01,-7.545630335807800293e-01,6.962296962738037109e-01,3.014858961105346680e-01,4.067718386650085449e-01,4.179104268550872803e-01
-4.910342395305633545e-01,3.380445018410682678e-02,-6.924687623977661133e-01,-6.708103418350219727e-01,4.481582641601562500e-01,3.726304769515991211e-01,-4.645030945539474487e-03,3.770395815372467041e-01
-6.278861761093139648e-01,-6.498696208000183105e-01,-1.817344576120376587e-01,-7.528310418128967285e-01,1.583263874053955078e-01,1.812025010585784912e-01,-3.528412580490112305e-01,-8.062788844108581543e-02
5.718236565589904785e-01,-8.077809214591979980e-01,-2.731644315645098686e-03,-5.061879754066467285e-01,-3.884828388690948486e-01,-1.176843121647834778e-01,4.922133386135101318e-01,2.104947715997695923e-01
9.364372491836547852e-01,4.559787809848785400e-01,8.515039682388305664e-01,-8.868404626846313477e-01,-7.756211757659912109e-01,4.173404574394226074e-01,6.848711967468261719e-01,5.275646448135375977e-01
-4.956479966640472412e-01,-5.276154279708862305e-01,4.069868922233581543e-01,-4.063187837600708008e-01,6.361455917358398438e-01,5.534374713897705078e-01,6.202911138534545898e-01,2.438265234231948853e-01
-1.553657092154026031e-02,-7.085466384887695312e-02,-3.826185166835784912e-01,-2.227222621440887451e-01,-2.165168970823287964e-01,7.237273454666137695e-01,9.049246460199356079e-02,1.233334243297576904e-01
3.670331537723541260e-01,-3.508023619651794434e-01,-2.969886660575866699e-01,-5.957600474357604980e-01,5.387116670608520508e-01,5.362654924392700195e-01,3.020874559879302979e-01,3.847508430480957031e-01
-6.062220335006713867e-01,4.288802444934844971e-01,3.035428822040557861e-01,-6.062996387481689453e-01,5.700560212135314941e-01,7.893671095371246338e-02,7.945823669433593750e-01,6.697083115577697754e-01
-9.125860929489135742e-01,1.858831197023391724e-01,-4.883556365966796875e-01,-7.447098493576049805e-01,7.271962761878967285e-01,2.764210402965545654e-01,5.606209039688110352e-01,6.825808286666870117e-01
-8.986353874206542969e-01,-6.965290307998657227e-01,1.819351464509963989e-01,-5.446146726608276367e-01,-1.949063092470169067e-01,-4.789249971508979797e-02,1.488923281431198120e-01,4.350580871105194092e-01
-3.523371517658233643e-01,2.000096440315246582e-02,-3.339942395687103271e-01,-5.628643631935119629e-01,-8.753821849822998047e-01,-1.253676321357488632e-02,2.561854943633079529e-02,2.373160719871520996e-01
8.698269724845886230e-01,-6.043474674224853516e-01,-1.715050823986530304e-02,-2.205598801374435425e-01,-6.223518848419189453e-01,4.243040978908538818e-01,4.803956449031829834e-01,3.795909583568572998e-01
4.691674411296844482e-01,-9.230130910873413086e-02,8.088666200637817383e-02,-9.063581824302673340e-01,6.421862840652465820e-01,7.218271493911743164e-01,8.962950110435485840e-01,2.630285918712615967e-01
-5.795809030532836914e-01,-4.672966003417968750e-01,1.160023212432861328e-01,-5.354099273681640625e-01,2.998516857624053955e-01,6.292887926101684570e-01,7.934182882308959961e-01,3.052428960800170898e-01
-1.543423384428024292e-01,-1.798960566520690918e-01,-2.587630450725555420e-01,-6.991325616836547852e-01,-2.296701073646545410e-01,7.229681015014648438e-01,7.280857563018798828e-01,5.004492402076721191e-01
5.042941570281982422e-01,-1.856094598770141602e-01,3.664391040802001953e-01,-7.470430135726928711e-01,6.254944801330566406e-01,1.352372020483016968e-01,6.583309173583984375e-01,6.205357313156127930e-01
-8.873026371002197266e-01,4.507183730602264404e-01,-2.519050240516662598e-01,-8.592379093170166016e-01,8.036824464797973633e-01,2.870705723762512207e-01,7.707517147064208984e-01,6.222462654113769531e-01
-9.844846129417419434e-01,-7.738658040761947632e-02,2.273891568183898926e-01,-7.887250185012817383e-01,6.139623522758483887e-01,-1.897957623004913330e-01,4.265937507152557373e-01,5.363624691963195801e-01
-6.987022757530212402e-01,-3.865061998367309570e-01,-4.903542399406433105e-01,-7.290353775024414062e-01,-2.017804831266403198e-01,-3.262597601860761642e-03,2.567414045333862305e-01,5.007591843605041504e-01
9.228268861770629883e-01,-4.705407917499542236e-01,-4.749186933040618896e-01,-4.880508184432983398e-01,-8.298225998878479004e-01,6.424573659896850586e-01,5.005707740783691406e-01,3.983725607395172119e-01
-9.214533120393753052e-02,-4.639357924461364746e-01,-2.708307206630706787e-01,-6.073036193847656250e-01,4.531061947345733643e-01,4.029090404510498047e-01,5.440002679824829102e-01,1.546113658696413040e-02
-1.968832015991210938e-01,-4.709518551826477051e-01,-3.650235533714294434e-01,-5.207720994949340820e-01,3.893843889236450195e-01,2.566289305686950684e-01,5.070570111274719238e-01,2.605387568473815918e-01
2.576943635940551758e-01,-3.468552529811859131e-01,-3.767237365245819092e-01,-6.494926214218139648e-01,-4.953558444976806641e-01,6.249471306800842285e-01,5.673606395721435547e-01,5.104297995567321777e-01
-3.126798868179321289e-01,-3.129038512706756592e-01,-3.130786418914794922e-01,-6.562982201576232910e-01,4.690307676792144775e-01,2.122220844030380249e-01,4.650316238403320312e-01,1.911461353302001953e-01
5.439447164535522461e-01,-7.253883779048919678e-02,2.121935188770294189e-01,-7.524586915969848633e-01,1.707370020449161530e-02,3.446799516677856445e-01,6.594822406768798828e-01,5.773051977157592773e-01
7.584469020366668701e-02,-1.962455958127975464e-01,6.332265585660934448e-02,-7.739088535308837891e-01,5.384699106216430664e-01,2.045648694038391113e-01,7.783067226409912109e-01,6.509314775466918945e-01
-8.915840387344360352e-01,4.064697027206420898e-01,-1.295278072357177734e-01,-8.830904960632324219e-01,6.044872999191284180e-01,2.903019487857818604e-01,7.929745912551879883e-01,6.323883533477783203e-01
-9.949352145195007324e-01,-1.424396187067031860e-01,-4.903872683644294739e-02,-8.317335844039916992e-01,7.635185718536376953e-01,-3.235444426536560059e-02,3.784776329994201660e-01,4.851622581481933594e-01
-9.436715245246887207e-01,-5.360850095748901367e-01,-1.067262887954711914e-01,-8.211306929588317871e-01,3.271284699440002441e-01,-2.767454087734222412e-01,3.067272007465362549e-01,4.282468855381011963e-01
8.783704638481140137e-01,-5.371788889169692993e-02,-6.647303104400634766e-01,-7.907945513725280762e-01,-7.355489730834960938e-01,7.850568294525146484e-01,6.228131651878356934e-01,5.415828824043273926e-01
-3.577761948108673096e-01,-3.906445801258087158e-01,6.381145715713500977e-01,-3.139439523220062256e-01,3.829786479473114014e-01,-1.287307143211364746e-01,4.338816106319427490e-01,2.142584770917892456e-01
-1.085733920335769653e-01,-2.838288247585296631e-01,-2.273488342761993408e-01,-5.524109601974487305e-01,2.783009111881256104e-01,2.912181615829467773e-01,3.673876523971557617e-01,3.971372544765472412e-01
3.696393594145774841e-02,-1.393063813447952271e-01,2.771510481834411621e-01,-5.090708136558532715e-01,-2.181264609098434448e-01,2.672327458858489990e-01,4.398198127746582031e-01,5.399065017700195312e-01
-1.200896725058555603e-01,-1.233035176992416382e-01,-8.725278824567794800e-02,-5.934022665023803711e-01,3.020870685577392578e-01,2.109935283660888672e-01,3.405236303806304932e-01,4.692013263702392578e-01
-1.141354441642761230e-04,-2.839593291282653809e-01,3.973168134689331055e-01,-6.096234917640686035e-01,-5.992407202720642090e-01,2.764176428318023682e-01,7.215946912765502930e-01,6.774380803108215332e-01
3.730604350566864014e-01,-3.804686367511749268e-01,-1.916712522506713867e-01,-7.636634707450866699e-01,2.889167964458465576e-01,4.509654939174652100e-01,4.256384074687957764e-01,4.501968324184417725e-01
