action1,action2,action3,action4,action5,action6,action7,action8
-4.248776137828826904e-01,-4.962478578090667725e-01,1.325223743915557861e-01,-4.386979341506958008e-01,5.045871138572692871e-01,1.987727731466293335e-01,4.583179056644439697e-01,1.148264631628990173e-01
1.929750740528106689e-01,-2.927498817443847656e-01,4.862308502197265625e-02,-3.654525279998779297e-01,-3.807483911514282227e-01,3.701552152633666992e-01,3.259175419807434082e-01,4.448023140430450439e-01
-4.452363774180412292e-02,-3.064227402210235596e-01,-1.752651184797286987e-01,-5.969704389572143555e-01,2.645248770713806152e-01,3.069305717945098877e-01,2.916577756404876709e-01,2.086498439311981201e-01
-1.869048736989498138e-02,-1.603414565324783325e-01,2.943553924560546875e-01,-5.697325468063354492e-01,-8.237189799547195435e-02,3.098121583461761475e-01,3.852817118167877197e-01,4.096464216709136963e-01
-1.882604956626892090e-01,-1.900588534772396088e-02,-4.654226824641227722e-02,-6.549135446548461914e-01,3.783484995365142822e-01,3.307310640811920166e-01,3.169890642166137695e-01,3.990997076034545898e-01
-2.788299024105072021e-01,-1.388925760984420776e-01,2.325114309787750244e-01,-7.534911632537841797e-01,7.030099630355834961e-01,-1.058791354298591614e-01,7.845045328140258789e-01,5.705785155296325684e-01
-9.927625060081481934e-01,7.505221962928771973e-01,-1.693896949291229248e-01,-7.839372158050537109e-01,8.454328775405883789e-01,1.647154986858367920e-02,3.809534907341003418e-01,6.783409714698791504e-01
-7.769696116447448730e-01,-6.504368782043457031e-01,-2.355071753263473511e-01,-5.092568993568420410e-01,-2.544174492359161377e-01,2.604211270809173584e-01,8.960472792387008667e-02,3.851848840713500977e-01
1.244151517748832703e-01,-6.656855940818786621e-01,-7.147363424301147461e-01,-4.734036624431610107e-01,-3.153931200504302979e-01,-1.548912078142166138e-01,-1.852320581674575806e-01,2.429976016283035278e-01
9.600675106048583984e-01,-1.980882436037063599e-01,-5.767282247543334961e-01,-8.389919400215148926e-01,-9.890846610069274902e-01,7.943860292434692383e-01,8.087407946586608887e-01,4.557519555091857910e-01
-2.929680943489074707e-01,-6.659023761749267578e-01,-3.871098458766937256e-01,-5.919106602668762207e-01,6.318747997283935547e-01,6.662045717239379883e-01,6.907739639282226562e-01,1.033649314194917679e-02
-1.751771718263626099e-01,-3.203360736370086670e-01,-3.377702534198760986e-01,-5.678106546401977539e-01,6.054668128490447998e-02,4.800960421562194824e-01,5.841649174690246582e-01,2.699064016342163086e-01
-1.303232908248901367e-01,-1.916201561689376831e-01,-1.971267163753509521e-01,-6.226918697357177734e-01,5.117544904351234436e-02,4.473150968551635742e-01,5.781732201576232910e-01,3.863725662231445312e-01
-1.789311468601226807e-01,-8.423382788896560669e-02,4.468400403857231140e-02,-6.885150671005249023e-01,4.179794788360595703e-01,3.898267149925231934e-01,6.203833818435668945e-01,5.209788084030151367e-01
-8.540044426918029785e-01,4.570876955986022949e-01,-2.215870320796966553e-01,-8.282775878906250000e-01,7.395477294921875000e-01,-8.309658616781234741e-02,6.890007853507995605e-01,4.432897865772247314e-01
-9.008291959762573242e-01,-8.717601001262664795e-02,-1.257405132055282593e-01,-7.881702780723571777e-01,5.607112646102905273e-01,9.882079809904098511e-02,4.372385740280151367e-01,5.283203125000000000e-01
-5.592079758644104004e-01,-6.529523134231567383e-01,-4.134454131126403809e-01,-6.625976562500000000e-01,-2.546623945236206055e-01,-1.578886955976486206e-01,5.586918815970420837e-02,2.838536798954010010e-01
9.269597530364990234e-01,-1.293650567531585693e-01,-5.946669578552246094e-01,-6.744841337203979492e-01,-8.930293321609497070e-01,7.554752826690673828e-01,4.482274949550628662e-01,4.457921683788299561e-01
-3.038741350173950195e-01,-3.946119546890258789e-01,-5.251544713973999023e-01,-7.731152772903442383e-01,7.282214164733886719e-01,6.990083456039428711e-01,6.615909337997436523e-01,8.456570655107498169e-02
-1.263781040906906128e-01,-2.117980271577835083e-01,2.419506013393402100e-02,-4.831730425357818604e-01,-1.738783121109008789e-01,3.023430407047271729e-01,4.555236399173736572e-01,4.953831136226654053e-01
9.219422936439514160e-03,-1.945182979106903076e-01,-8.105629682540893555e-02,-5.630873441696166992e-01,8.752878010272979736e-02,2.643687427043914795e-01,3.616524040699005127e-01,4.122956991195678711e-01
-6.468495726585388184e-02,-8.781962096691131592e-02,1.077823191881179810e-01,-6.022673249244689941e-01,7.400334626436233521e-02,2.857549488544464111e-01,4.409035742282867432e-01,4.847887754440307617e-01
-1.723175495862960815e-01,-3.724525272846221924e-01,2.088493406772613525e-01,-5.430828332901000977e-01,-2.880209684371948242e-01,2.715742290019989014e-01,7.002918720245361328e-01,6.106995344161987305e-01
-5.078181028366088867e-01,-5.288885235786437988e-01,-1.023811325430870056e-01,-7.161548137664794922e-01,9.001159667968750000e-01,4.208122566342353821e-02,7.080620527267456055e-01,7.161145806312561035e-01
-9.895324707031250000e-01,6.246281862258911133e-01,-3.778258860111236572e-01,-8.091274499893188477e-01,9.735043048858642578e-01,-2.847599983215332031e-01,5.066974163055419922e-01,5.276907086372375488e-01
-6.008532643318176270e-01,-6.346391439437866211e-01,-1.998978704214096069e-01,-4.808562397956848145e-01,-4.998351931571960449e-01,3.103045523166656494e-01,8.648557960987091064e-02,3.591283261775970459e-01
-6.890407949686050415e-02,-5.052671432495117188e-01,-5.238111019134521484e-01,-3.547856807708740234e-01,-4.387477785348892212e-02,-2.429662197828292847e-01,-7.481703534722328186e-03,1.555048227310180664e-01
3.214350715279579163e-02,3.309789299964904785e-01,-7.661876082420349121e-02,-6.446434855461120605e-01,-9.644761681556701660e-01,6.712378263473510742e-01,6.280905008316040039e-01,5.338585972785949707e-01
2.623720169067382812e-01,-4.720503985881805420e-01,2.412023991346359253e-01,2.672271430492401123e-02,2.926293611526489258e-01,-3.400326967239379883e-01,2.021638453006744385e-01,3.375591337680816650e-01
9.031385779380798340e-01,-4.398050606250762939e-01,-8.868902921676635742e-01,-6.936080455780029297e-01,-8.813810348510742188e-01,9.268037676811218262e-01,6.705393791198730469e-01,3.295185267925262451e-01
-2.062667608261108398e-01,-6.728816032409667969e-01,1.276026219129562378e-01,-6.668366193771362305e-01,4.547607898712158203e-01,3.549494147300720215e-01,6.950771808624267578e-01,-7.413738220930099487e-02
-1.785283386707305908e-01,-2.208318114280700684e-01,-3.449093103408813477e-01,-7.227225303649902344e-01,1.848168075084686279e-01,6.780226230621337891e-01,6.638499498367309570e-01,1.860758662223815918e-01
1.004913076758384705e-01,-1.611203253269195557e-01,4.209572821855545044e-02,-8.491152524948120117e-01,7.113388776779174805e-01,-1.176511589437723160e-02,7.507221102714538574e-01,5.654237270355224609e-01
-9.756343364715576172e-01,6.627346277236938477e-01,1.246275305747985840e-01,-8.758830428123474121e-01,6.282154321670532227e-01,1.383957415819168091e-01,5.193552970886230469e-01,4.864055514335632324e-01
-9.013674855232238770e-01,-1.298166662454605103e-01,-7.378250360488891602e-03,-6.566823720932006836e-01,2.922039330005645752e-01,2.230920642614364624e-02,3.908375501632690430e-01,5.144476890563964844e-01
5.626607313752174377e-02,-3.447217047214508057e-01,-4.752769470214843750e-01,-3.891927897930145264e-01,7.218670248985290527e-01,-2.742593586444854736e-01,3.170832097530364990e-01,5.078426599502563477e-01
9.378952980041503906e-01,-5.649613738059997559e-01,-2.592278122901916504e-01,-3.670550584793090820e-01,-9.364627599716186523e-01,7.964053153991699219e-01,6.550983190536499023e-01,5.005087256431579590e-01
-3.998022973537445068e-01,-4.762574434280395508e-01,8.057524450123310089e-03,-5.188708901405334473e-01,4.880002439022064209e-01,3.008558154106140137e-01,5.828460454940795898e-01,1.800442934036254883e-01
6.706161499023437500e-01,2.465401887893676758e-01,-6.099233627319335938e-01,-8.756685853004455566e-01,-5.701310634613037109e-01,8.222014904022216797e-01,7.907001376152038574e-01,6.509702801704406738e-01
-5.143321752548217773e-01,-5.841801166534423828e-01,-3.841886669397354126e-02,-6.485717892646789551e-01,7.927303314208984375e-01,2.580229640007019043e-01,6.631644368171691895e-01,1.526560932397842407e-01
-2.588019967079162598e-01,-8.634456247091293335e-02,1.240597143769264221e-01,-6.695148944854736328e-01,4.892879724502563477e-02,4.173633456230163574e-01,6.444520950317382812e-01,5.679144859313964844e-01
9.019000828266143799e-02,-5.238406732678413391e-02,2.847776710987091064e-01,-8.148004412651062012e-01,6.855609416961669922e-01,1.807485073804855347e-01,7.393063306808471680e-01,6.563230156898498535e-01
-9.750533103942871094e-01,6.582779884338378906e-01,-1.191343963146209717e-01,-8.426166772842407227e-01,5.480860471725463867e-01,3.044229149818420410e-01,5.929393768310546875e-01,6.996115446090698242e-01
-9.471157789230346680e-01,-3.646813035011291504e-01,-3.527897894382476807e-01,-8.093701601028442383e-01,7.428786158561706543e-01,3.326513469219207764e-01,5.808478593826293945e-01,6.509767770767211914e-01
-8.294785022735595703e-01,-7.144659757614135742e-01,-2.845240235328674316e-01,-6.817495822906494141e-01,-5.712330713868141174e-02,-2.628087103366851807e-01,1.191896572709083557e-01,2.277363389730453491e-01
9.294255971908569336e-01,-2.573268115520477295e-01,-6.951205730438232422e-01,-7.297508716583251953e-01,-9.074246287345886230e-01,7.935538291931152344e-01,5.853529572486877441e-01,3.921484053134918213e-01
-4.499105215072631836e-01,-3.748965859413146973e-01,9.456194937229156494e-02,-3.801174759864807129e-01,6.761310696601867676e-01,2.094579301774501801e-02,3.135355412960052490e-01,7.863950729370117188e-02
1.838734894990921021e-01,-2.229519188404083252e-01,-4.989778101444244385e-01,-5.060799717903137207e-01,-2.065215855836868286e-01,4.784891605377197266e-01,2.087310701608657837e-01,3.660137057304382324e-01
-2.431655377149581909e-01,-2.366904765367507935e-01,-2.707616686820983887e-01,-5.185000896453857422e-01,1.942507624626159668e-01,2.458570301532745361e-01,1.897644102573394775e-01,2.687709629535675049e-01
2.009324431419372559e-01,-1.396229565143585205e-01,-1.702865958213806152e-01,-5.508220195770263672e-01,-1.745863258838653564e-01,4.162848293781280518e-01,1.852568686008453369e-01,4.049946367740631104e-01
-5.925954133272171021e-02,-1.074838787317276001e-01,-1.077292710542678833e-01,-5.980341434478759766e-01,2.349513024091720581e-01,2.683181464672088623e-01,1.668786257505416870e-01,3.552881777286529541e-01
1.514587551355361938e-01,-3.079682961106300354e-02,1.283939331769943237e-01,-6.970660686492919922e-01,1.365111321210861206e-01,3.437921106815338135e-01,5.158903002738952637e-01,4.416139721870422363e-01
-4.894649386405944824e-01,-2.287802100181579590e-02,9.846320748329162598e-02,-7.724889516830444336e-01,4.442310631275177002e-01,3.056673407554626465e-01,6.216390132904052734e-01,4.914041757583618164e-01
-8.240382671356201172e-01,7.174323797225952148e-01,-5.735112428665161133e-01,-8.412313461303710938e-01,8.718492388725280762e-01,1.443251594901084900e-02,4.618653655052185059e-01,3.999809324741363525e-01
-8.437314629554748535e-01,-7.444438934326171875e-01,-2.859297990798950195e-01,-7.607902288436889648e-01,3.978699073195457458e-02,2.334056198596954346e-01,-1.743592470884323120e-01,1.186305209994316101e-01
-9.097830653190612793e-01,-4.633775353431701660e-01,-7.471218109130859375e-01,-7.920706868171691895e-01,8.143880367279052734e-01,-4.928579926490783691e-02,1.927589476108551025e-01,2.342598885297775269e-01
7.610139846801757812e-01,2.100777775049209595e-01,-5.767860412597656250e-01,-6.945302486419677734e-01,-7.905501127243041992e-01,6.527187824249267578e-01,2.123765498399734497e-01,3.234699368476867676e-01
-6.008803844451904297e-01,-2.627900540828704834e-01,-2.544945664703845978e-02,-4.738640487194061279e-01,5.114727616310119629e-01,1.061966195702552795e-01,1.883641928434371948e-01,2.525021135807037354e-01
2.341206073760986328e-01,-8.165800571441650391e-02,-1.090737134218215942e-01,-5.273905992507934570e-01,1.723993867635726929e-01,3.312284052371978760e-01,1.099448278546333313e-01,3.974490761756896973e-01
-9.082008898258209229e-02,-1.656049638986587524e-01,2.959490120410919189e-01,-3.523637652397155762e-01,-5.609374046325683594e-01,4.179535210132598877e-01,4.695185124874114990e-01,6.327455639839172363e-01
-4.537108168005943298e-02,-3.194301128387451172e-01,-2.261491417884826660e-01,-5.357053279876708984e-01,4.230498075485229492e-01,3.134857714176177979e-01,2.021245062351226807e-01,3.990041315555572510e-01
3.689667582511901855e-02,-1.182846873998641968e-01,2.693680226802825928e-01,-5.175219178199768066e-01,-1.306945979595184326e-01,3.718034029006958008e-01,4.131395518779754639e-01,5.810416340827941895e-01
3.520166873931884766e-02,-2.609326504170894623e-02,-2.616222575306892395e-02,-6.418330073356628418e-01,4.170413613319396973e-01,4.191100597381591797e-01,2.946226298809051514e-01,5.501132607460021973e-01
-2.394479960203170776e-01,5.630597844719886780e-02,4.137443006038665771e-02,-7.671750187873840332e-01,7.042652368545532227e-01,4.007115960121154785e-01,6.512969732284545898e-01,6.808787584304809570e-01
-9.938904643058776855e-01,6.738148331642150879e-01,5.078343674540519714e-02,-7.700073122978210449e-01,7.502566576004028320e-01,-9.922422468662261963e-02,3.015143573284149170e-01,5.765023231506347656e-01
-7.296530604362487793e-01,-5.311270356178283691e-01,-5.948773622512817383e-01,-7.218292951583862305e-01,-2.859262935817241669e-02,6.083062887191772461e-01,4.004066884517669678e-01,6.221420764923095703e-01
1.348017156124114990e-01,-5.932053327560424805e-01,-6.908638477325439453e-01,-1.000437289476394653e-01,1.887758672237396240e-01,-2.008821070194244385e-01,-1.369083765894174576e-02,1.260775625705718994e-01
7.812713980674743652e-01,-5.612153410911560059e-01,8.115504980087280273e-01,-6.831472516059875488e-01,-9.761111736297607422e-01,5.730915069580078125e-01,8.690919876098632812e-01,6.997215747833251953e-01
-5.104318857192993164e-01,-4.159550368785858154e-01,-1.025216579437255859e-01,-4.856559336185455322e-01,6.736702919006347656e-01,2.222230434417724609e-01,4.513339400291442871e-01,8.270519971847534180e-02
3.640939593315124512e-01,-3.974515497684478760e-01,1.657183319330215454e-01,-2.972944974899291992e-01,-4.982834756374359131e-01,3.883646726608276367e-01,4.098956882953643799e-01,4.744881093502044678e-01
-3.405946791172027588e-01,-4.045702815055847168e-01,-2.659181654453277588e-01,-5.789037942886352539e-01,5.201377868652343750e-01,2.259657531976699829e-01,3.756052851676940918e-01,2.049382925033569336e-01
2.849127352237701416e-01,-1.850237697362899780e-01,2.929522655904293060e-02,-5.244777202606201172e-01,-3.785990178585052490e-01,4.563491642475128174e-01,4.569061398506164551e-01,5.388703346252441406e-01
-2.682097256183624268e-01,-1.823441237211227417e-01,-1.083878576755523682e-01,-6.228131055831909180e-01,3.940153121948242188e-01,1.971689760684967041e-01,3.573672175407409668e-01,3.464372456073760986e-01
-9.581968933343887329e-02,1.479601860046386719e-01,2.719946801662445068e-01,-7.848869562149047852e-01,2.908403873443603516e-01,1.334100216627120972e-01,7.525546550750732422e-01,5.163651704788208008e-01
-9.390160441398620605e-01,3.475599288940429688e-01,-1.521674394607543945e-01,-8.492611050605773926e-01,6.269184350967407227e-01,2.355838380753993988e-02,5.528650283813476562e-01,4.365591108798980713e-01
-9.441234469413757324e-01,-4.875001311302185059e-01,-3.387235403060913086e-01,-9.091527462005615234e-01,7.353973388671875000e-01,1.762607544660568237e-01,3.873342871665954590e-01,3.782495558261871338e-01
-7.205774784088134766e-01,-2.647876739501953125e-01,-3.708561658859252930e-01,-9.260172843933105469e-01,3.792493045330047607e-01,1.276132762432098389e-01,1.626625806093215942e-01,5.840048789978027344e-01
6.024975180625915527e-01,-2.544537186622619629e-01,-4.106757640838623047e-01,-6.489865183830261230e-01,-2.448097616434097290e-01,5.748448371887207031e-01,6.520085334777832031e-01,3.065376281738281250e-01
-2.935399413108825684e-01,-5.841711759567260742e-01,2.319295555353164673e-01,-5.428894162178039551e-01,-5.771514177322387695e-01,8.825615048408508301e-01,9.533705115318298340e-01,6.449135541915893555e-01
-6.069592386484146118e-02,-9.022116065025329590e-01,-4.483929276466369629e-02,-6.286362409591674805e-01,7.422727346420288086e-01,8.111696243286132812e-01,9.415823221206665039e-01,4.775837063789367676e-01
2.829591035842895508e-01,-5.879154205322265625e-01,-1.744203120470046997e-01,-5.585325956344604492e-01,-2.149724364280700684e-01,8.201422095298767090e-01,9.397632479667663574e-01,6.756749153137207031e-01
-3.547953367233276367e-01,-4.795798361301422119e-01,3.195002675056457520e-01,-7.440074682235717773e-01,5.568741559982299805e-01,7.008735537528991699e-01,9.464188814163208008e-01,5.488102436065673828e-01
-4.948580563068389893e-01,2.021669000387191772e-01,3.911246731877326965e-02,-7.914746403694152832e-01,1.868040412664413452e-01,8.222546577453613281e-01,9.506473541259765625e-01,8.601086139678955078e-01
-8.343129754066467285e-01,5.737453699111938477e-01,9.503513574600219727e-02,-3.438158929347991943e-01,3.355124294757843018e-01,5.386698246002197266e-01,8.454228639602661133e-01,8.508058786392211914e-01
-6.873943805694580078e-01,4.320173338055610657e-02,-5.394360423088073730e-01,-2.689255475997924805e-01,5.284430980682373047e-01,5.412930250167846680e-01,5.715796947479248047e-01,7.804006338119506836e-01
-6.131799221038818359e-01,-6.864550709724426270e-01,-1.057853475213050842e-01,-1.168851479887962341e-01,-3.337461948394775391e-01,1.975709497928619385e-01,5.836584046483039856e-02,5.278066396713256836e-01
9.529293775558471680e-01,-7.461068034172058105e-01,5.609522461891174316e-01,4.412967562675476074e-01,-9.600180387496948242e-01,4.545165300369262695e-01,7.804866433143615723e-01,6.716115474700927734e-01
8.861239552497863770e-01,-6.022402048110961914e-01,-6.262922286987304688e-01,-9.431330561637878418e-01,6.491366624832153320e-01,9.522389173507690430e-01,9.222169518470764160e-01,3.148827254772186279e-01
-4.804579913616180420e-02,3.881134092807769775e-01,6.721166968345642090e-01,-5.709854364395141602e-01,-8.893246650695800781e-01,8.254217505455017090e-01,9.326597452163696289e-01,6.759748458862304688e-01
3.713667392730712891e-01,-7.868394851684570312e-01,1.836325973272323608e-02,-8.198147416114807129e-01,7.218381166458129883e-01,7.294908761978149414e-01,8.386647701263427734e-01,3.731631040573120117e-01
2.953163087368011475e-01,-3.497956693172454834e-02,-3.900620713829994202e-02,-6.704512238502502441e-01,3.645161688327789307e-01,5.928017497062683105e-01,8.328953385353088379e-01,8.066601753234863281e-01
-8.339782953262329102e-01,7.477428317070007324e-01,5.137019976973533630e-02,-7.992849946022033691e-01,3.445752859115600586e-01,6.211005449295043945e-01,7.872086763381958008e-01,8.075829148292541504e-01
-8.239138126373291016e-01,-3.538146317005157471e-01,-5.579583644866943359e-01,-5.522307753562927246e-01,6.102816462516784668e-01,5.498111248016357422e-01,2.820160984992980957e-01,5.253909826278686523e-01
1.452710479497909546e-01,-4.268302917480468750e-01,-4.568910598754882812e-01,-3.686212003231048584e-01,-5.171020627021789551e-01,2.120299339294433594e-01,-1.157572418451309204e-01,2.995010316371917725e-01
2.216731905937194824e-01,-2.789584100246429443e-01,5.711821317672729492e-01,-1.381956487894058228e-01,-7.851029634475708008e-01,-2.453841418027877808e-01,3.856043219566345215e-01,2.273025214672088623e-01
9.673463106155395508e-01,-1.504279226064682007e-01,-6.321037411689758301e-01,-3.912670612335205078e-01,-9.593585729598999023e-01,9.404675960540771484e-01,4.866219162940979004e-01,4.753749370574951172e-01
1.098723933100700378e-01,-2.527531422674655914e-02,8.564252853393554688e-01,-7.065553665161132812e-01,3.638298809528350830e-01,1.825031936168670654e-01,8.499615788459777832e-01,3.451153635978698730e-01
-3.758388459682464600e-01,-3.540150523185729980e-01,-1.316325515508651733e-01,-4.904893636703491211e-01,6.451012939214706421e-02,7.234526872634887695e-01,6.210956573486328125e-01,2.248137891292572021e-01
4.630679637193679810e-02,-2.610151171684265137e-01,-2.253463864326477051e-02,-6.079283356666564941e-01,1.389285326004028320e-01,4.761643111705780029e-01,4.003118574619293213e-01,3.435509502887725830e-01
5.169192552566528320e-01,2.225325070321559906e-02,2.499884217977523804e-01,-5.453681945800781250e-01,-2.375202625989913940e-01,5.191625952720642090e-01,6.699508428573608398e-01,6.477186679840087891e-01
1.964693069458007812e-01,-1.462968289852142334e-01,9.743390977382659912e-02,-6.196914911270141602e-01,2.302730828523635864e-01,5.973072052001953125e-01,6.255886554718017578e-01,6.857761144638061523e-01
-7.139241695404052734e-01,3.471305072307586670e-01,4.248630255460739136e-02,-7.467424869537353516e-01,5.929600000381469727e-01,4.830664694309234619e-01,7.047832012176513672e-01,6.805375218391418457e-01
-9.901819229125976562e-01,-3.860946279019117355e-03,-4.677578806877136230e-01,-7.266809940338134766e-01,8.065088391304016113e-01,1.750556081533432007e-01,1.649959683418273926e-01,3.618580996990203857e-01
-9.111235141754150391e-01,-6.418560743331909180e-01,-2.728567123413085938e-01,-8.021901845932006836e-01,5.010600686073303223e-01,1.573918461799621582e-01,1.698379814624786377e-01,3.987173438072204590e-01
3.725397288799285889e-01,-6.465132534503936768e-02,-8.503078669309616089e-02,-6.534339189529418945e-01,-4.923910796642303467e-01,-1.091924756765365601e-01,4.703701436519622803e-01,2.654250860214233398e-01
2.858900725841522217e-01,-3.602111935615539551e-01,5.297003388404846191e-01,-2.773013710975646973e-01,-3.953136205673217773e-01,5.272856950759887695e-01,3.999567627906799316e-01,4.407570660114288330e-01
-5.746781826019287109e-01,-2.744368612766265869e-01,1.529256254434585571e-01,-4.207106530666351318e-01,5.809686183929443359e-01,1.719031929969787598e-01,2.759823799133300781e-01,3.510359823703765869e-01
7.681230902671813965e-01,-2.525966465473175049e-01,-1.364664435386657715e-01,-3.296939730644226074e-01,-7.164227962493896484e-01,6.815009713172912598e-01,1.848469078540802002e-01,5.375180840492248535e-01
-5.203363895416259766e-01,-2.250976264476776123e-01,9.341066330671310425e-02,-5.828347206115722656e-01,5.102228522300720215e-01,2.142306566238403320e-01,2.842829227447509766e-01,2.822996973991394043e-01
3.936083614826202393e-01,-1.492922157049179077e-01,1.205574870109558105e-01,-4.698154032230377197e-01,-3.519414067268371582e-01,5.190691947937011719e-01,2.152068465948104858e-01,5.301826596260070801e-01
7.927253842353820801e-02,-4.221532121300697327e-02,2.304833978414535522e-01,-4.579966664314270020e-01,-6.204016208648681641e-01,6.384041309356689453e-01,4.808868467807769775e-01,6.513179540634155273e-01
1.381040960550308228e-01,1.270528733730316162e-01,5.828913450241088867e-01,-6.332324743270874023e-01,1.343181729316711426e-01,3.780769407749176025e-01,5.345199704170227051e-01,5.385018587112426758e-01
-5.867511630058288574e-01,1.552442610263824463e-01,6.632040143013000488e-01,-6.895359158515930176e-01,5.519106388092041016e-01,3.517819941043853760e-01,6.514240503311157227e-01,5.960713624954223633e-01
-4.729677736759185791e-01,5.687348246574401855e-01,-3.083020448684692383e-01,-5.125087499618530273e-01,6.307398080825805664e-01,3.395960032939910889e-01,2.288918048143386841e-01,5.050714015960693359e-01
-3.467184603214263916e-01,-6.539647579193115234e-01,6.096524000167846680e-02,3.127225488424301147e-02,-6.732551455497741699e-01,4.097718298435211182e-01,-3.567969799041748047e-01,-1.668645418249070644e-03
4.488712251186370850e-01,-4.194660186767578125e-01,-6.296448111534118652e-01,1.329300701618194580e-01,-4.808996915817260742e-01,-4.813074774574488401e-04,-1.779825799167156219e-02,1.237404495477676392e-01
9.456102848052978516e-01,-6.657298803329467773e-01,8.686307072639465332e-01,-6.828914880752563477e-01,-9.925153255462646484e-01,6.040756702423095703e-01,8.183550834655761719e-01,5.998018980026245117e-01
4.753555655479431152e-01,6.291189789772033691e-02,-4.401497244834899902e-01,-5.110963582992553711e-01,3.514315187931060791e-02,8.690871000289916992e-01,4.153849482536315918e-01,-4.048646986484527588e-02
-5.889350175857543945e-01,-5.701967477798461914e-01,7.615944147109985352e-01,-3.793404102325439453e-01,3.548322916030883789e-01,2.832193076610565186e-01,6.482468843460083008e-01,4.213905036449432373e-01
-5.880420655012130737e-02,4.959665238857269287e-02,-8.137870579957962036e-02,-3.301270604133605957e-01,-5.776420831680297852e-01,6.463016271591186523e-01,1.987968385219573975e-01,3.914625048637390137e-01
7.314215898513793945e-01,-4.366733431816101074e-01,-3.011162281036376953e-01,-5.893840789794921875e-01,2.815856635570526123e-01,6.495115756988525391e-01,1.567942798137664795e-01,4.347841143608093262e-01
6.925649195909500122e-02,1.712243407964706421e-01,4.411571323871612549e-01,-5.264985561370849609e-01,-1.883623152971267700e-01,4.174972772598266602e-01,5.686318278312683105e-01,5.593948364257812500e-01
-3.470472097396850586e-01,-1.810817420482635498e-01,1.118228137493133545e-01,-4.904649555683135986e-01,5.799943208694458008e-01,3.671806454658508301e-01,5.146120786666870117e-01,5.992500782012939453e-01
-9.660915136337280273e-01,8.092737197875976562e-01,-5.153944492340087891e-01,-7.410352230072021484e-01,8.543329238891601562e-01,2.031149715185165405e-01,7.726433873176574707e-02,3.412326276302337646e-01
-5.139959454536437988e-01,-6.943844556808471680e-01,-6.122550964355468750e-01,-6.653936505317687988e-01,9.507720917463302612e-02,5.370668172836303711e-01,-6.768506020307540894e-02,3.250458538532257080e-01
-4.114657640457153320e-01,-7.864974737167358398e-01,-2.070929706096649170e-01,-3.373724818229675293e-01,-1.199594438076019287e-01,-1.499040573835372925e-01,3.049957752227783203e-02,6.508812308311462402e-02
8.808651566505432129e-01,-2.160737216472625732e-01,6.954357624053955078e-01,-7.525484561920166016e-01,-9.171382188796997070e-01,4.987581968307495117e-01,7.717218399047851562e-01,4.231703877449035645e-01
-6.681479215621948242e-01,-3.036783933639526367e-01,3.727312088012695312e-01,-3.391627073287963867e-01,7.155397534370422363e-01,7.816811092197895050e-03,2.506701350212097168e-01,1.837740987539291382e-01
4.861548244953155518e-01,-1.634956747293472290e-01,-3.379540145397186279e-01,-2.798323929309844971e-01,-5.393453836441040039e-01,6.456923484802246094e-01,6.453111767768859863e-03,3.617953956127166748e-01
-3.309989571571350098e-01,-2.172368615865707397e-01,2.279091067612171173e-02,-5.524954795837402344e-01,4.307317733764648438e-01,3.253609836101531982e-01,1.615855097770690918e-01,1.916765272617340088e-01
1.077554523944854736e-01,-1.150771528482437134e-01,1.886865496635437012e-01,-4.533858895301818848e-01,-9.632632881402969360e-02,4.607855677604675293e-01,1.685282438993453979e-01,4.530835449695587158e-01
1.081535499542951584e-02,9.538416564464569092e-02,-4.786819219589233398e-02,-5.522795319557189941e-01,3.888273835182189941e-01,6.156122684478759766e-01,2.551045417785644531e-01,5.797364711761474609e-01
5.209118127822875977e-02,-5.505104083567857742e-03,-1.224291101098060608e-01,-4.569222033023834229e-01,4.521017074584960938e-01,6.765815019607543945e-01,4.560646116733551025e-01,6.892331838607788086e-01
-3.923574388027191162e-01,1.272258907556533813e-01,-1.352455615997314453e-01,-6.439798474311828613e-01,-5.348660983145236969e-03,6.172484159469604492e-01,5.265807509422302246e-01,5.672786235809326172e-01
-9.832295775413513184e-01,3.496164977550506592e-01,2.329061478376388550e-01,-7.219617366790771484e-01,7.801265120506286621e-01,-2.698546350002288818e-01,2.492664903402328491e-01,2.579156160354614258e-01
-7.756958007812500000e-01,-6.194097995758056641e-01,-4.923502206802368164e-01,-7.064787149429321289e-01,7.201480120420455933e-02,5.135361552238464355e-01,2.081410735845565796e-01,4.842684268951416016e-01
-2.747067250311374664e-02,-6.534620523452758789e-01,-4.282236099243164062e-01,1.553863380104303360e-02,7.968032360076904297e-01,-6.224397420883178711e-01,-5.648573637008666992e-01,3.789711743593215942e-02
9.713417887687683105e-01,-2.645461857318878174e-01,3.931742608547210693e-01,-8.912503123283386230e-01,-9.984474778175354004e-01,7.285541296005249023e-01,8.826041817665100098e-01,4.773138463497161865e-01
-5.951109528541564941e-01,-6.193421483039855957e-01,6.865736246109008789e-01,-1.379333585500717163e-01,6.148254275321960449e-01,-9.330174326896667480e-02,3.779181540012359619e-01,3.541543781757354736e-01
1.042520403861999512e-01,-1.523266583681106567e-01,-1.014245301485061646e-01,-3.872826695442199707e-01,-5.202574133872985840e-01,5.571572184562683105e-01,2.342632114887237549e-01,4.551632404327392578e-01
