Logging started at 20250425-1208
NVIDIA RTX A6000
Process ID: 1625144
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: 688.8   Time: 0:00:18
Num steps: 20000    Return: -5220.2   Time: 0:03:24
Num steps: 30000    Return: -4170.5   Time: 0:06:30
Num steps: 40000    Return: -1693.4   Time: 0:09:40
Num steps: 50000    Return: -3744.2   Time: 0:12:46
Num steps: 60000    Return: -13145.1   Time: 0:16:07
Num steps: 70000    Return: -6342.0   Time: 0:19:18
Num steps: 80000    Return: -2396.4   Time: 0:22:40
Num steps: 90000    Return: -5474.4   Time: 0:25:57
Num steps: 100000   Return: -4273.5   Time: 0:29:15
Num steps: 110000   Return: -13789.2   Time: 0:32:27
Num steps: 120000   Return: -7449.1   Time: 0:35:34
Num steps: 130000   Return: -7857.1   Time: 0:38:48
Num steps: 140000   Return: -8039.7   Time: 0:41:55
Num steps: 150000   Return: -10494.5   Time: 0:45:03
Num steps: 160000   Return: -8687.3   Time: 0:48:11
Num steps: 170000   Return: -5362.1   Time: 0:51:17
Num steps: 180000   Return: -8865.4   Time: 0:54:24
Num steps: 190000   Return: -5175.1   Time: 0:57:32
Num steps: 200000   Return: -5066.7   Time: 1:00:42
Num steps: 210000   Return: -8610.9   Time: 1:03:44
Num steps: 220000   Return: -7787.9   Time: 1:06:56
Num steps: 230000   Return: -5684.8   Time: 1:10:02
Num steps: 240000   Return: -7642.9   Time: 1:13:06
Num steps: 250000   Return: -4080.8   Time: 1:16:05
Num steps: 260000   Return: -11723.0   Time: 1:19:03
Num steps: 270000   Return: -12070.1   Time: 1:21:56
Num steps: 280000   Return: -6709.8   Time: 1:24:58
Num steps: 290000   Return: -10427.4   Time: 1:27:51
Num steps: 300000   Return: -4713.9   Time: 1:30:50
Num steps: 310000   Return: -7086.4   Time: 1:33:38
Num steps: 320000   Return: -9347.5   Time: 1:36:42
Num steps: 330000   Return: -6899.0   Time: 1:39:41
Num steps: 340000   Return: -4795.9   Time: 1:43:51
Num steps: 350000   Return: -6731.1   Time: 1:48:14
Num steps: 360000   Return: -3829.3   Time: 1:53:39
Num steps: 370000   Return: -5607.0   Time: 1:57:19
Num steps: 380000   Return: -7153.8   Time: 2:01:01
Num steps: 390000   Return: -6189.1   Time: 2:04:44
Num steps: 400000   Return: -10932.1   Time: 2:08:09
Num steps: 410000   Return: -7401.4   Time: 2:11:29
Num steps: 420000   Return: -6440.9   Time: 2:14:59
Num steps: 430000   Return: -8832.9   Time: 2:18:22
Num steps: 440000   Return: -5446.3   Time: 2:21:39
Num steps: 450000   Return: -7896.6   Time: 2:25:03
Num steps: 460000   Return: -3604.3   Time: 2:28:24
Num steps: 470000   Return: -14872.0   Time: 2:31:56
Num steps: 480000   Return: -7532.8   Time: 2:35:32
Num steps: 490000   Return: -12318.9   Time: 2:38:54
Num steps: 500000   Return: -12494.3   Time: 2:42:22
Num steps: 510000   Return: -5565.8   Time: 2:45:48
Num steps: 520000   Return: -10452.5   Time: 2:49:12
Num steps: 530000   Return: -11549.8   Time: 2:52:45
Num steps: 540000   Return: -5570.0   Time: 2:56:14
Num steps: 550000   Return: -9448.9   Time: 2:59:40
Num steps: 560000   Return: -10273.7   Time: 3:03:15
Num steps: 570000   Return: -10415.0   Time: 3:06:40
Num steps: 580000   Return: -9801.8   Time: 3:10:04
Num steps: 590000   Return: -5557.5   Time: 3:13:33
Num steps: 600000   Return: -3998.0   Time: 3:17:06
Num steps: 610000   Return: -12301.3   Time: 3:20:28
Num steps: 620000   Return: -7145.9   Time: 3:24:05
Num steps: 630000   Return: -5072.8   Time: 3:27:33
Num steps: 640000   Return: -4124.8   Time: 3:31:03
Num steps: 650000   Return: -4382.9   Time: 3:34:24
Num steps: 660000   Return: -6669.0   Time: 3:37:58
Num steps: 670000   Return: -8410.8   Time: 3:41:19
Num steps: 680000   Return: -7343.0   Time: 3:44:44
Num steps: 690000   Return: -4853.0   Time: 3:48:09
