Logging started at 20250526-1132
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 1173957
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -7388.3   Time: 0:00:07
Num steps: 20000    Return: -16504.4   Time: 0:02:15
Num steps: 30000    Return: -6971.3   Time: 0:04:15
Num steps: 40000    Return: -1055.4   Time: 0:06:19
Num steps: 50000    Return: -592.4   Time: 0:08:23
Num steps: 60000    Return: -567.4   Time: 0:10:26
Num steps: 70000    Return: -435.0   Time: 0:12:32
Num steps: 80000    Return: -317.7   Time: 0:14:35
Num steps: 90000    Return: -332.1   Time: 0:16:39
Num steps: 100000   Return: -860.6   Time: 0:18:39
Num steps: 110000   Return: -311.6   Time: 0:20:45
Num steps: 120000   Return: -287.1   Time: 0:22:30
Num steps: 130000   Return: -323.3   Time: 0:24:13
Num steps: 140000   Return: -336.5   Time: 0:25:54
Num steps: 150000   Return: -916.8   Time: 0:27:37
Num steps: 160000   Return: -366.4   Time: 0:29:19
Num steps: 170000   Return: -237.5   Time: 0:31:06
Num steps: 180000   Return: -130.0   Time: 0:32:51
Num steps: 190000   Return: -357.9   Time: 0:34:36
Num steps: 200000   Return: -471.9   Time: 0:36:19
Num steps: 210000   Return: -709.1   Time: 0:38:02
Num steps: 220000   Return: -209.2   Time: 0:39:47
Num steps: 230000   Return: -495.0   Time: 0:41:31
Num steps: 240000   Return: -1330.7   Time: 0:43:17
Num steps: 250000   Return: -239.4   Time: 0:45:03
Num steps: 260000   Return: -240.6   Time: 0:46:48
Num steps: 270000   Return: -116.4   Time: 0:48:33
Num steps: 280000   Return: -79.7   Time: 0:50:17
Num steps: 290000   Return: -123.5   Time: 0:52:01
