Logging started at 20250426-2134
NVIDIA RTX A6000
Process ID: 1796689
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: 749.4   Time: 0:00:06
Num steps: 20000    Return: -1802.2   Time: 0:01:43
Num steps: 30000    Return: -3082.6   Time: 0:03:18
Num steps: 40000    Return: -3024.4   Time: 0:04:55
Num steps: 50000    Return: -13071.1   Time: 0:06:33
Num steps: 60000    Return: -4609.7   Time: 0:08:08
Num steps: 70000    Return: -5789.0   Time: 0:09:44
Num steps: 80000    Return: -4501.8   Time: 0:11:22
Num steps: 90000    Return: -12435.8   Time: 0:12:57
Num steps: 100000   Return: -3404.3   Time: 0:14:30
Num steps: 110000   Return: -10951.8   Time: 0:16:05
Num steps: 120000   Return: -8672.1   Time: 0:17:42
Num steps: 130000   Return: -8905.7   Time: 0:19:17
Num steps: 140000   Return: -7075.0   Time: 0:20:53
Num steps: 150000   Return: -8162.3   Time: 0:22:29
Num steps: 160000   Return: -7202.8   Time: 0:24:06
Num steps: 170000   Return: -7286.8   Time: 0:25:41
Num steps: 180000   Return: -8754.5   Time: 0:27:17
Num steps: 190000   Return: -7122.1   Time: 0:28:54
Num steps: 200000   Return: -13357.6   Time: 0:30:31
Num steps: 210000   Return: -3269.9   Time: 0:32:06
Num steps: 220000   Return: -9135.2   Time: 0:33:42
Num steps: 230000   Return: -16468.7   Time: 0:35:18
Num steps: 240000   Return: -18769.2   Time: 0:36:54
Num steps: 250000   Return: -9667.8   Time: 0:38:29
Num steps: 260000   Return: -6666.4   Time: 0:40:05
Num steps: 270000   Return: -12496.6   Time: 0:41:42
Num steps: 280000   Return: -6071.1   Time: 0:43:19
Num steps: 290000   Return: -12381.4   Time: 0:44:57
Num steps: 300000   Return: -8977.1   Time: 0:46:35
Num steps: 310000   Return: -10531.6   Time: 0:48:11
Num steps: 320000   Return: -5123.9   Time: 0:49:48
Num steps: 330000   Return: -11836.1   Time: 0:51:26
Num steps: 340000   Return: -11113.1   Time: 0:53:03
Num steps: 350000   Return: -4810.9   Time: 0:54:42
Num steps: 360000   Return: -4745.4   Time: 0:56:18
Num steps: 370000   Return: -8220.8   Time: 0:57:55
Num steps: 380000   Return: -7590.7   Time: 0:59:31
Num steps: 390000   Return: -8046.7   Time: 1:01:08
Num steps: 400000   Return: -9429.3   Time: 1:02:45
Num steps: 410000   Return: -9999.4   Time: 1:04:21
Num steps: 420000   Return: -9787.5   Time: 1:05:59
Num steps: 430000   Return: -8839.0   Time: 1:07:36
Num steps: 440000   Return: -5256.0   Time: 1:09:13
Num steps: 450000   Return: -8931.8   Time: 1:10:50
Num steps: 460000   Return: -12680.7   Time: 1:12:26
Num steps: 470000   Return: -7507.9   Time: 1:14:04
Num steps: 480000   Return: -5862.4   Time: 1:15:41
Num steps: 490000   Return: -13311.0   Time: 1:17:21
Num steps: 500000   Return: -6606.8   Time: 1:18:58
Num steps: 510000   Return: -6167.3   Time: 1:20:35
Num steps: 520000   Return: -5488.7   Time: 1:22:14
