Logging started at 20250427-1450
NVIDIA RTX A6000
Process ID: 1807616
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: 918.8   Time: 0:00:06
Num steps: 20000    Return: 648.3   Time: 0:01:44
Num steps: 30000    Return: 116.2   Time: 0:03:25
Num steps: 40000    Return: 580.1   Time: 0:05:04
Num steps: 50000    Return: 76.7    Time: 0:06:44
Num steps: 60000    Return: 115.6   Time: 0:08:24
Num steps: 70000    Return: 138.3   Time: 0:10:02
Num steps: 80000    Return: 228.8   Time: 0:11:43
Num steps: 90000    Return: 146.9   Time: 0:13:23
Num steps: 100000   Return: 1461.6   Time: 0:15:04
Num steps: 110000   Return: 74.8    Time: 0:16:42
Num steps: 120000   Return: 195.5   Time: 0:18:19
Num steps: 130000   Return: 487.9   Time: 0:19:56
Num steps: 140000   Return: 220.4   Time: 0:21:35
Num steps: 150000   Return: 552.5   Time: 0:23:13
Num steps: 160000   Return: 247.3   Time: 0:24:49
Num steps: 170000   Return: 347.5   Time: 0:26:29
Num steps: 180000   Return: 220.3   Time: 0:28:10
Num steps: 190000   Return: 584.4   Time: 0:29:50
Num steps: 200000   Return: 351.3   Time: 0:31:30
Num steps: 210000   Return: 339.8   Time: 0:33:08
Num steps: 220000   Return: 488.6   Time: 0:34:48
Num steps: 230000   Return: 431.5   Time: 0:36:31
Num steps: 240000   Return: 305.7   Time: 0:38:10
Num steps: 250000   Return: 731.9   Time: 0:39:49
Num steps: 260000   Return: 155.6   Time: 0:41:28
Num steps: 270000   Return: 486.2   Time: 0:43:09
Num steps: 280000   Return: 443.1   Time: 0:44:50
Num steps: 290000   Return: 1047.4   Time: 0:47:09
Num steps: 300000   Return: 247.0   Time: 0:49:43
Num steps: 310000   Return: 218.0   Time: 0:51:56
Num steps: 320000   Return: 894.7   Time: 0:54:04
Num steps: 330000   Return: 483.2   Time: 0:56:10
