Logging started at 20250522-1626
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 65104
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -15502.6   Time: 0:00:07
Num steps: 20000    Return: -19030.6   Time: 0:02:26
Num steps: 30000    Return: -20830.9   Time: 0:04:43
Num steps: 40000    Return: -11991.5   Time: 0:07:00
Num steps: 50000    Return: -12106.8   Time: 0:09:15
Num steps: 60000    Return: -26865.2   Time: 0:11:33
Num steps: 70000    Return: -22381.7   Time: 0:13:47
Num steps: 80000    Return: -6838.1   Time: 0:15:55
Num steps: 90000    Return: -3440.8   Time: 0:17:53
Num steps: 100000   Return: -11917.1   Time: 0:20:03
Num steps: 110000   Return: -20432.8   Time: 0:22:05
Num steps: 120000   Return: -13790.9   Time: 0:23:56
Num steps: 130000   Return: -11768.5   Time: 0:25:38
Num steps: 140000   Return: -18141.7   Time: 0:27:22
Num steps: 150000   Return: -15537.8   Time: 0:29:05
Num steps: 160000   Return: -11203.0   Time: 0:30:49
Num steps: 170000   Return: -9415.1   Time: 0:32:34
Num steps: 180000   Return: -9349.2   Time: 0:34:16
Num steps: 190000   Return: -22631.2   Time: 0:36:00
Num steps: 200000   Return: -15433.9   Time: 0:37:46
Num steps: 210000   Return: -17164.3   Time: 0:39:27
Num steps: 220000   Return: -2939.0   Time: 0:41:05
Num steps: 230000   Return: -7897.0   Time: 0:42:51
Num steps: 240000   Return: -9301.3   Time: 0:44:37
Num steps: 250000   Return: -6713.8   Time: 0:46:22
Num steps: 260000   Return: -5128.4   Time: 0:48:06
Num steps: 270000   Return: -17683.7   Time: 0:49:51
Num steps: 280000   Return: -15745.4   Time: 0:51:34
Num steps: 290000   Return: -3361.3   Time: 0:53:16
Num steps: 300000   Return: -12522.9   Time: 0:54:58
Num steps: 310000   Return: -3984.8   Time: 0:56:42
Num steps: 320000   Return: -12093.1   Time: 0:58:26
Num steps: 330000   Return: -19559.8   Time: 1:00:15
Num steps: 340000   Return: -2755.0   Time: 1:01:56
Num steps: 350000   Return: -7877.0   Time: 1:03:42
Num steps: 360000   Return: -3704.4   Time: 1:05:25
Num steps: 370000   Return: -17064.5   Time: 1:07:09
Num steps: 380000   Return: -11601.2   Time: 1:08:58
Num steps: 390000   Return: -15789.5   Time: 1:10:50
Num steps: 400000   Return: -5483.0   Time: 1:12:34
Num steps: 410000   Return: -3244.1   Time: 1:14:23
Num steps: 420000   Return: -544.6   Time: 1:16:11
Num steps: 430000   Return: -14230.1   Time: 1:18:05
Num steps: 440000   Return: -15933.6   Time: 1:20:05
Num steps: 450000   Return: -9233.9   Time: 1:22:10
Num steps: 460000   Return: -2904.2   Time: 1:24:07
Num steps: 470000   Return: -2048.4   Time: 1:26:07
Num steps: 480000   Return: -4521.6   Time: 1:28:04
Num steps: 490000   Return: -21957.1   Time: 1:29:51
Num steps: 500000   Return: -9629.7   Time: 1:31:31
Num steps: 510000   Return: -402.5   Time: 1:33:10
Num steps: 520000   Return: -14635.8   Time: 1:34:56
Num steps: 530000   Return: -435.9   Time: 1:36:43
Num steps: 540000   Return: -19253.7   Time: 1:38:34
Num steps: 550000   Return: 71.9    Time: 1:40:21
Num steps: 560000   Return: -1680.2   Time: 1:42:14
Num steps: 570000   Return: -5185.3   Time: 1:44:07
Num steps: 580000   Return: -9068.2   Time: 1:45:55
Num steps: 590000   Return: -652.8   Time: 1:47:44
Num steps: 600000   Return: 404.2   Time: 1:49:28
Num steps: 610000   Return: -6348.0   Time: 1:51:23
Num steps: 620000   Return: -17027.0   Time: 1:53:19
Num steps: 630000   Return: -4935.6   Time: 1:55:15
Num steps: 640000   Return: -7047.1   Time: 1:57:16
Num steps: 650000   Return: -486.0   Time: 1:59:11
Num steps: 660000   Return: -2500.3   Time: 2:01:11
Num steps: 670000   Return: -7230.8   Time: 2:03:07
Num steps: 680000   Return: 2815.9   Time: 2:05:07
Num steps: 690000   Return: -8582.0   Time: 2:07:05
Num steps: 700000   Return: -7982.7   Time: 2:09:01
Num steps: 710000   Return: 635.4   Time: 2:11:00
Num steps: 720000   Return: -6278.3   Time: 2:12:53
Num steps: 730000   Return: -9775.2   Time: 2:14:51
Num steps: 740000   Return: 2178.1   Time: 2:16:51
Num steps: 750000   Return: 13.7    Time: 2:18:47
Num steps: 760000   Return: -4207.0   Time: 2:20:40
Num steps: 770000   Return: -119.5   Time: 2:22:34
Num steps: 780000   Return: -8885.1   Time: 2:24:27
Num steps: 790000   Return: 4827.5   Time: 2:26:11
Num steps: 800000   Return: -6928.2   Time: 2:27:58
Num steps: 810000   Return: -2927.3   Time: 2:29:54
Num steps: 820000   Return: -6578.7   Time: 2:31:49
Num steps: 830000   Return: -4794.9   Time: 2:33:45
Num steps: 840000   Return: -3606.4   Time: 2:35:35
Num steps: 850000   Return: -3202.9   Time: 2:37:19
Num steps: 860000   Return: -22289.0   Time: 2:39:04
Num steps: 870000   Return: -19333.5   Time: 2:40:54
Num steps: 880000   Return: -9121.3   Time: 2:42:48
Num steps: 890000   Return: -2669.2   Time: 2:44:38
Num steps: 900000   Return: -4987.4   Time: 2:46:33
Num steps: 910000   Return: 5772.8   Time: 2:48:23
Num steps: 920000   Return: -5955.3   Time: 2:50:22
Num steps: 930000   Return: -3785.8   Time: 2:52:17
Num steps: 940000   Return: -9198.2   Time: 2:54:06
Num steps: 950000   Return: -5871.0   Time: 2:56:03
Num steps: 960000   Return: -23271.8   Time: 2:58:01
Num steps: 970000   Return: 1934.4   Time: 2:59:48
Num steps: 980000   Return: 9582.7   Time: 3:01:43
Num steps: 990000   Return: 6683.9   Time: 3:03:43
Num steps: 1000000   Return: -5820.6   Time: 3:05:32
