Logging started at 20250608-1230
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 33367
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -4532.1   Time: 0:00:04
Num steps: 20000    Return: -8880.8   Time: 0:02:13
Num steps: 30000    Return: -1247.2   Time: 0:04:22
Num steps: 40000    Return: -50470.1   Time: 0:06:34
Num steps: 50000    Return: -981.1   Time: 0:08:38
Num steps: 60000    Return: -530.3   Time: 0:10:46
Num steps: 70000    Return: -794.8   Time: 0:12:56
Num steps: 80000    Return: -1188.2   Time: 0:15:02
Num steps: 90000    Return: -11334.3   Time: 0:17:08
Num steps: 100000   Return: -432.6   Time: 0:19:12
Num steps: 110000   Return: -345.6   Time: 0:21:21
Num steps: 120000   Return: -822.9   Time: 0:23:26
Num steps: 130000   Return: -1258.1   Time: 0:25:29
Num steps: 140000   Return: -5952.1   Time: 0:27:37
Num steps: 150000   Return: 169.0   Time: 0:29:42
Num steps: 160000   Return: -8504.6   Time: 0:31:50
Num steps: 170000   Return: -977.9   Time: 0:33:59
Num steps: 180000   Return: -4210.7   Time: 0:35:58
Num steps: 190000   Return: -3453.8   Time: 0:37:57
Num steps: 200000   Return: 1407.5   Time: 0:40:08
Num steps: 210000   Return: -314.4   Time: 0:42:19
Num steps: 220000   Return: -1125.4   Time: 0:44:23
Num steps: 230000   Return: 829.8   Time: 0:46:29
Num steps: 240000   Return: 1330.1   Time: 0:48:30
Num steps: 250000   Return: 604.2   Time: 0:50:28
Num steps: 260000   Return: 787.1   Time: 0:52:30
Num steps: 270000   Return: 987.4   Time: 0:54:30
Num steps: 280000   Return: 6815.6   Time: 0:56:32
Num steps: 290000   Return: 1570.7   Time: 0:58:24
Num steps: 300000   Return: 6323.5   Time: 1:00:21
Num steps: 310000   Return: -8030.0   Time: 1:02:22
Num steps: 320000   Return: 3696.6   Time: 1:04:33
Num steps: 330000   Return: -1280.6   Time: 1:06:45
Num steps: 340000   Return: 6297.2   Time: 1:08:57
Num steps: 350000   Return: 3845.5   Time: 1:10:39
Num steps: 360000   Return: 382.9   Time: 1:12:49
Num steps: 370000   Return: 5112.2   Time: 1:14:45
Num steps: 380000   Return: 9154.0   Time: 1:16:45
Num steps: 390000   Return: 1809.2   Time: 1:18:53
Num steps: 400000   Return: 2719.1   Time: 1:20:53
Num steps: 410000   Return: 9889.3   Time: 1:22:57
Num steps: 420000   Return: 1494.1   Time: 1:24:59
Num steps: 430000   Return: 8426.6   Time: 1:27:05
Num steps: 440000   Return: -8487.6   Time: 1:29:18
Num steps: 450000   Return: 4236.1   Time: 1:31:30
Num steps: 460000   Return: 13010.9   Time: 1:33:43
Num steps: 470000   Return: 6625.6   Time: 1:35:54
Num steps: 480000   Return: 797.7   Time: 1:38:02
