1.853647759890954205e+01,4.700800720018131429e+00,-5.214133521672064120e-01,9.493242697233400307e+00,2.396140102453093945e+00,7.370386469825985998e+00,-6.740806377940707250e+00,7.278566300809758083e+00,-2.016790516351758100e+00,4.700776051618845486e+00,1.068004443848878937e-01,5.408148259954929093e-01,-4.688409120563213150e+01,-1.705879652921993284e-01,1.244291004602873585e+01,-4.856890089998368154e+01,-1.708204751105144581e+01,-2.481621553000508129e-01
1.226426666397196996e+01,2.985153139665019051e+00,-2.944407005813314826e-01,6.314774722078421831e+00,1.235071953821736068e+00,4.747348877533766220e+00,-4.478397201373407022e+00,4.493062556631686633e+00,-1.156752396823449880e+00,2.807943713267469388e+00,7.048257695399538780e-02,2.135160651972102253e-01,-2.679075548161558729e+01,-1.128138024058063793e-01,8.148113750119909682e+00,-2.816159728247653504e+01,-1.044150814338396138e+01,2.631242828830084313e-01
7.861991521007223760e+00,1.846290178092045320e+00,-1.738973557169510853e-01,4.070570845882512501e+00,5.500665819044049387e-01,3.020416576610281290e+00,-3.086070172896215880e+00,2.749829435061064142e+00,-5.954084682675575557e-01,1.527178020817385962e+00,5.729777022740914494e-02,9.955974539503628651e-03,-1.342136242651588063e+01,-4.650379190686542707e-01,5.307661415850851938e+00,-1.487945194586817443e+01,-5.926165682023318837e+00,5.207790479595242328e-01
4.793653069743269768e+00,1.081574536662210040e+00,-1.113661462425579174e-01,2.499268213593301091e+00,1.268801549288497976e-01,1.888456504627614940e+00,-2.199931156985222902e+00,1.673415259215696782e+00,-2.304037305175733741e-01,6.694303613191873170e-01,5.526190492651059105e-02,-1.119308250411435862e-01,-4.804700638307979332e+00,-7.544859985542748948e-01,3.402615885129539386e+00,-6.294105753105231571e+00,-3.048200479992919654e+00,6.134125742587264174e-01
2.672871585040532683e+00,5.652212838012355967e-01,-7.834689470328139171e-02,1.415835099423198296e+00,-1.539130382465617730e-01,1.151626907597301575e+00,-1.612186003294484360e+00,1.021020110699421002e+00,7.622337823000570334e-03,1.051507461872696475e-01,5.912018213209284390e-02,-1.826436008052501059e-01,5.348488240396562787e-01,-8.826638688954028256e-01,2.119911864932941814e+00,-8.565893673861982860e-01,-1.309161627739388489e+00,6.130046474567610870e-01
1.239759080315227857e+00,2.539048980181062842e-01,-5.817831636971532855e-02,7.636400848815123599e-01,-3.219073739816285529e-01,6.963943287447231789e-01,-1.178234972507442135e+00,6.392616355796173488e-01,1.621430589253252397e-01,-1.965796149969110673e-01,6.726648389271092099e-02,-2.178982617529852672e-01,3.689038205683007554e+00,-8.966760621071527826e-01,1.252708265960182921e+00,1.330662153836710715e+00,-3.247769169345811058e-01,5.711139786067103152e-01
2.945697383560905158e-01,9.719691567240923424e-02,-4.601433150739232814e-02,4.679937776526026383e-01,-4.173219160274216355e-01,4.423476019178105845e-01,-8.250912489805892758e-01,4.260658389057906947e-01,2.602495212553842530e-01,-2.892290760491019186e-01,7.330332138010250964e-02,-2.277047841848581777e-01,5.403906615580010175e+00,-8.618512365571181499e-01,6.612704636576246520e-01,8.387079673415697156e-01,2.377345405923098065e-01,5.259247922350710480e-01
-3.504800557780528569e-01,-2.001224202446726802e-02,-4.160827404536236729e-02,2.942313096104666736e-01,-5.438649932290815503e-01,2.912732758565118041e-01,-5.606260028724083799e-01,3.227989889316466021e-01,3.286907821566886212e-01,-3.452142139195391035e-01,7.562164459296888408e-02,-2.317572338320311454e-01,6.137971677478822663e+00,-7.740221085956392466e-01,2.720249824133113559e-01,5.238681771909944329e-01,5.802915782362063624e-01,4.811409657653727967e-01
-7.871099074289379383e-01,-1.078705393708264543e-01,-4.134529998676406137e-02,2.047963224140638416e-01,-6.953984797097388926e-01,2.072035995962455135e-01,-3.502575040128451112e-01,2.935942922571080360e-01,3.822033230644615864e-01,-3.781158768975595441e-01,7.653973826210165587e-02,-2.345413712951985585e-01,6.257369817801111012e+00,-6.637497312285490780e-01,2.179297829154997271e-02,3.254934214738133269e-01,7.847316163998049321e-01,4.406028842940248325e-01
-1.075602708539974195e+00,-1.729446932509074164e-01,-4.286469433455852851e-02,1.704392944090553641e-01,-8.629663714409750996e-01,1.652323623493985039e-01,-1.718398125607445703e-01,3.128245960358278510e-01,4.301072600327111028e-01,-3.967932542050085498e-01,7.660290767728630823e-02,-2.376621864673103546e-01,6.008312656134225271e+00,-5.505607855629722769e-01,-1.347857927828717828e-01,2.035809790048017098e-01,9.016680045519253062e-01,4.063050765910868889e-01
