4.662554883332827201e-04,-2.414767021093806886e-04,1.999750350433776580e+00,9.999999966311029498e-01,7.511833035899942836e-05,-1.951095654937897258e-05,-2.672738607341029502e-05,-7.207391347685868869e-05,8.291564963426632058e-04,9.511686887321860401e-04,7.275046637812986093e-04,5.585777134112364329e-04,-2.001167551099434193e-03,9.470395327787757924e-05,-1.004860148872266509e-03,3.471171371860538781e-03,5.599022072070293466e-04,1.213943700070574091e-03,-8.124956773113584671e-04,8.532454913974193717e-04,-4.663457521982035912e-03,-5.200515550435990796e-04,1.441666381844631736e-03,-4.729194593560842770e-03,-6.702588790395297164e-04,1.687502427610495237e-01,-8.911966359061170018e-02,-9.768509012707429773e-02,5.512052682126514919e-02,-1.407227852487033526e-02,-1.972671560600432542e-02,-2.498205200718891031e-02,3.144650055425444179e-01,3.514251118224935300e-01,2.693278771748948142e-01,2.121772351828663528e-01,-7.386314642909092010e-01,3.793981840559562668e-02,-3.709701148993409525e-01,1.279890491152053000e+00,2.065131233936013666e-01,4.524710922826599702e-01,-2.990785783133969034e-01,3.192251404069349485e-01,-1.704801847306635754e+00,-1.906436296290666688e-01,5.373496850791896762e-01,-1.728868978249939348e+00,-2.454984039789761818e-01
1.548572117132328806e-03,-8.321037923612092501e-04,1.999039163064298297e+00,9.999999609865244388e-01,2.558182478888304436e-04,-6.424913262579982909e-05,-9.195663612388598677e-05,-2.196203047671513092e-04,3.001378607714084209e-03,3.285343845580023566e-03,2.526432782373422888e-03,2.017126875672082750e-03,-6.908369833204714566e-03,3.829139278343875793e-04,-3.460634396920321890e-03,1.196365351829856843e-02,1.927441137187377567e-03,4.256653472827783870e-03,-2.793340965654996129e-03,3.019737407329053935e-03,-1.577592849955367776e-02,-1.779906160721584415e-03,5.065206005702756892e-03,-1.599876147148154154e-02,-2.282352176917439544e-03,2.526999680783518221e-01,-1.425305712099588229e-01,-1.852937480295953065e-01,8.643845248498230327e-02,-2.072369608477396888e-02,-3.143464826783329280e-02,-3.219729316079407433e-02,5.414006704913352230e-01,5.642733318938123466e-01,4.365273794145487773e-01,3.629115617522282733e-01,-1.185863074549607710e+00,7.611784769942345208e-02,-5.922910729974507626e-01,2.050193694107377507e+00,3.298125474225904741e-01,7.428782822966185639e-01,-4.774102387166953010e-01,5.324279077065687815e-01,-2.634255616095110497e+00,-3.025723615599986704e-01,8.862581846051006407e-01,-2.671546674826084988e+00,-3.857363144820108447e-01
2.904944622572757686e-03,-1.628551893012483622e-03,1.997908716844742694e+00,9.999998543594544875e-01,4.948065992275067857e-04,-1.192312211534925838e-04,-1.795310991499441408e-04,-3.776134357907444243e-04,6.136106248784806670e-03,6.445990716537907533e-03,4.986524526287375650e-03,4.106756159792003882e-03,-1.355522778998583325e-02,8.567310640136061636e-04,-6.764665519003058847e-03,2.344462891648264533e-02,3.769411330657551542e-03,8.460900164401565643e-03,-5.463698031057849340e-03,6.061361656695261890e-03,-3.017740490724357336e-02,-3.471207316764780663e-03,1.009999128395313098e-02,-3.060424823390894833e-02,-4.420389580613547087e-03,2.826426656909900581e-01,-1.732631233182783115e-01,-2.657364081538547973e-01,1.030102051361284632e-01,-2.264547069866026247e-02,-3.801187486538364080e-02,-3.031739165104379088e-02,7.027206783686652525e-01,6.890495806877858787e-01,5.388513356531078324e-01,4.668837391635621836e-01,-1.449314776299670982e+00,1.116279447789505219e-01,-7.179723314164433434e-01,2.501406810816771742e+00,4.005548457993857170e-01,9.246971975750946093e-01,-5.811212890313883772e-01,6.738834083994564850e-01,-3.058012356573296397e+00,-3.674001942183164893e-01,1.110534811591118443e+00,-3.101366784407343591e+00,-4.616044194078561813e-01
4.321012194932371403e-03,-2.539721640436260874e-03,1.996390752843604011e+00,9.999996545981394425e-01,7.630282353891275826e-04,-1.751198542598865991e-04,-2.791496924523348584e-04,-5.151429718269290520e-04,9.947482061297108560e-03,1.007925151668619297e-02,7.847339994230607615e-03,6.624742758595873054e-03,-2.120522247337041158e-02,1.500319068583937749e-03,-1.053186999268381115e-02,3.664024419515238273e-02,5.875402780850816353e-03,1.337878591878110743e-02,-8.528097616376288659e-03,9.679757853813395624e-03,-4.583119005340939578e-02,-5.411600024239112371e-03,1.603237513288190141e-02,-4.647991181600637234e-02,-6.828782039295591341e-03,2.794525671711873271e-01,-1.895733737553429166e-01,-3.405141504184438506e-01,1.106107056027565427e-01,-2.170726014038034876e-02,-4.133401032936956376e-02,-2.462636927361188180e-02,8.146006782345711628e-01,7.577971884898219157e-01,6.000267871882766224e-01,5.359924021300135344e-01,-1.596520573459653702e+00,1.438121102806372009e-01,-7.825255951933576259e-01,2.752468271004354872e+00,4.381216593788835878e-01,1.033464143592080386e+00,-6.388810871857661944e-01,7.662466077849260371e-01,-3.160837031039911871e+00,-4.047353916861376466e-01,1.251069630264256327e+00,-3.205637916434023627e+00,-4.975312314134612279e-01
5.668471903122532934e-03,-3.507701691935590210e-03,1.994511135357542431e+00,9.999993565879187196e-01,1.042997545186297300e-03,-2.264637443730048482e-04,-3.843098255520017558e-04,-6.216720583402382191e-04,1.421956530442732708e-02,1.395986427048672915e-02,1.094390346743543373e-02,9.421611607494488616e-03,-2.939144952438228417e-02,2.297215638053323305e-03,-1.451577714440923685e-02,5.075100679841969969e-02,8.112617854675185577e-03,1.870843152630550371e-02,-1.180493307366685223e-02,1.367067672310611111e-02,-6.146688914492065559e-02,-7.495777599312030033e-03,2.251591290314013810e-02,-6.233691343787628458e-02,-9.347650048404463480e-03,2.571074921618657916e-01,-1.967240803158329387e-01,-4.105545239836319027e-01,1.128875717478972918e-01,-1.918188767545058598e-02,-4.261601689910233387e-02,-1.819861705797277962e-02,8.889980088019412419e-01,7.908478613809659663e-01,6.351843886029616693e-01,5.797325072141156221e-01,-1.669812880216289486e+00,1.728925863075259362e-01,-8.078659099649748709e-01,2.877817032497344218e+00,4.547555737345453375e-01,1.092884823175199749e+00,-6.684693995607796646e-01,8.250400220281461916e-01,-3.068089420097796616e+00,-4.263912364899931640e-01,1.334911070651519482e+00,-3.111464137376263484e+00,-5.081482777164650910e-01
6.882100239929516729e-03,-4.491296927481887823e-03,1.992293010751121418e+00,9.999989665429246388e-01,1.324227722110038084e-03,-2.706844436137927665e-04,-4.899632179141278753e-04,-6.981493854533448199e-04,1.878796843563288604e-02,1.794387366907707060e-02,1.417199322178956319e-02,1.238864085060576749e-02,-3.781559229334191530e-02,3.233091013399296432e-03,-1.855793684206360344e-02,6.527478534893312034e-02,1.039705869502206316e-02,2.424479683899311011e-02,-1.518301670079814578e-02,1.789531365802666391e-02,-7.633109245714081448e-02,-9.664244272234419689e-03,2.931625917820934388e-02,-7.750368271904432838e-02,-1.187476024398765283e-02,2.283803844930454297e-01,-1.953773619324911948e-01,-4.757799840990198370e-01,1.118016091358631503e-01,-1.622561662952062833e-02,-4.142556241720830867e-02,-1.274335025906717447e-02,9.346088806859547127e-01,8.009489345443817632e-01,6.538971412312251097e-01,6.047172908398422697e-01,-1.695524778447021097e+00,1.994187409972864589e-01,-8.079985579301701693e-01,2.924217763634779033e+00,4.580879427060765563e-01,1.118374752980048070e+00,-6.808429502870088079e-01,8.612700461387425843e-01,-2.863754254245945763e+00,-4.392566424318841145e-01,1.380544415849720652e+00,-2.960457954398221680e+00,-5.023786202615443397e-01
7.955600681622581466e-03,-5.446639823291724372e-03,1.989760866253041494e+00,9.999984998654938284e-01,1.599599000264046974e-03,-3.078311945310580381e-04,-5.888885771538212395e-04,-7.512125400768116315e-04,2.352635196079466695e-02,2.193817939362301822e-02,1.746572569363476907e-02,1.544540704100274588e-02,-4.628396403444808710e-02,4.296642497962051624e-03,-2.255589296226970242e-02,7.989676488383939956e-02,1.267495964000885794e-02,2.984603342149571778e-02,-1.859439916589785552e-02,2.226154833154099857e-02,-9.001414458530918039e-02,-1.188393349178341711e-02,3.627695781923544888e-02,-9.200277531459488678e-02,-1.434364738919384659e-02,2.013418640349683708e-01,-1.861279905224922371e-01,-5.363907959402740566e-01,1.083745996384482407e-01,-1.353530450815419554e-02,-3.746437236508180085e-02,-8.791126398880976661e-03,9.582903973142790077e-01,7.961912349139920186e-01,6.622658425067268206e-01,6.164824494064053972e-01,-1.690102581269881554e+00,2.239888610314917095e-01,-7.915318119866748825e-01,2.921232423543612899e+00,4.528518884648726206e-01,1.120598413028566664e+00,-6.826937683282212621e-01,8.826691345186293836e-01,-2.603131877397443894e+00,-4.473423847814054222e-01,1.400870495419420880e+00,-2.844404933840441352e+00,-4.858344597982034441e-01
8.899601515670568785e-03,-6.343861158493058205e-03,1.986934483369573012e+00,9.999979761572338477e-01,1.864482326542649462e-03,-3.386362388786671876e-04,-6.758051407794546340e-04,-7.877584150427169394e-04,2.834017878208397803e-02,2.588251106570897686e-02,2.078408267262307763e-02,1.853933451104363209e-02,-5.466863481376645073e-02,5.479233433736234449e-03,-2.644037451260549190e-02,9.442099113078511463e-02,1.491155522339766316e-02,3.541674390713504816e-02,-2.199744526001399386e-02,2.670914518084888806e-02,-1.023303773374231590e-01,-1.413750306305533617e-02,4.329532586085007434e-02,-1.059883265336333674e-01,-1.671127440992421775e-02,1.766424090798640045e-01,-1.726496036597456318e-01,-5.936569239061600944e-01,1.035311190864481867e-01,-1.114156145684386603e-02,-3.200514895323375297e-02,-6.087570504808939922e-03,9.657764981807078764e-01,7.817708870377997332e-01,6.642704716059124603e-01,6.201417947634922934e-01,-1.663813620594763121e+00,2.470607240883238298e-01,-7.635480114945126795e-01,2.887712299998939969e+00,4.420392877506567619e-01,1.107372610825541726e+00,-6.780728015592797364e-01,8.944703353237810628e-01,-2.321787313278544040e+00,-4.530422890894461596e-01,1.404795213954927791e+00,-2.753360553424796020e+00,-4.625022671474312563e-01
9.726340784149327054e-03,-7.168051567344610464e-03,1.983828108249658717e+00,9.999974150104071757e-01,2.116115706778484706e-03,-3.638398114078836157e-04,-7.480958567640432280e-04,-8.129047331112517535e-04,3.316025418414364490e-02,2.973721012720363308e-02,2.410200948674664709e-02,2.163887945657560347e-02,-6.288200366674318031e-02,6.774091058933336823e-03,-3.016256351204207181e-02,1.087277466909788576e-01,1.708410484607472343e-02,4.089360072145711150e-02,-2.536654479566078160e-02,3.119971509769603815e-02,-1.132361589712179012e-01,-1.641668835464016318e-02,5.030519225915044274e-02,-1.195633560067832502e-01,-1.895065259357462187e-02,1.544596900410660500e-01,-1.572397367551642278e-01,-6.485119461849169209e-01,9.785507426520190233e-02,-9.037356352410767096e-03,-2.588458105081447094e-02,-4.201290200112637284e-03,9.615234104791433589e-01,7.608925220962456937e-01,6.624259025860430583e-01,6.190655057640216397e-01,-1.622848202949292551e+00,2.689231271683408253e-01,-7.273006816730207547e-01,2.835843390770733663e+00,4.275539376018343551e-01,1.083879033736006026e+00,-6.694701147674193553e-01,9.002808944649929312e-01,-2.041852043494523539e+00,-4.576898960396172389e-01,1.398235942236350615e+00,-2.679081952428008950e+00,-4.349417225428912626e-01
1.044841931934354859e-02,-7.913225797651961269e-03,1.980452050718862100e+00,9.999968341405301997e-01,2.352962973995456879e-03,-3.841475380197402977e-04,-8.048011116171277122e-04,-8.297243624578855368e-04,3.793698825113292483e-02,3.347540257105684203e-02,2.740453882823449400e-02,2.472605743160260702e-02,-7.086062179482377488e-02,8.175368649503203522e-03,-3.368705585569015115e-02,1.227469587050591809e-01,1.917776390800633030e-02,4.623450105265019400e-02,-2.868620188010025107e-02,3.570966301775307244e-02,-1.227743444001582196e-01,-1.871812802342708026e-02,5.726472830600479874e-02,-1.327970668045971581e-01,-2.104503366983486584e-02,1.347758195139852067e-01,-1.412432166965276736e-01,-7.016154274276128477e-01,9.175450028371334721e-02,-7.204012641262900508e-03,-1.961408640347089838e-02,-2.745298399391842697e-03,9.489720247348976123e-01,7.355628676603445104e-01,6.583219016142728419e-01,6.153880842449241939e-01,-1.570883137405050700e+00,2.896659036270274878e-01,-6.849850903991243634e-01,2.773636752604797806e+00,4.106984314705405814e-01,1.053555682233604740e+00,-6.585136467500767310e-01,9.024861892644885364e-01,-1.776403065753560773e+00,-4.619749777610202002e-01,1.385149941844486587e+00,-2.616094801184098095e+00,-4.047702708717008657e-01
1.107902296143757973e-02,-8.579210707718982684e-03,1.976814111331037349e+00,9.999962481807586068e-01,2.574393564430797580e-03,-4.002475613583596496e-04,-8.461229649885513475e-04,-8.398265930612454095e-04,4.263544086487654899e-02,3.707842002712866819e-02,3.068304026708636861e-02,2.779135674356365479e-02,-7.855537367594069009e-02,9.677169636048466722e-03,-3.698798629630865170e-02,1.364414168745895495e-01,2.118332627379943336e-02,5.141135941674854215e-02,-3.194787154549358354e-02,4.022501036218981141e-02,-1.310523369659399306e-01,-2.104082522950771750e-02,6.414743916853175854e-02,-1.457363196147056783e-01,-2.298276904610257673e-02,1.182843271426913950e-01,-1.260003346698699844e-01,-7.532388656257708037e-01,8.560124438741750774e-02,-5.684506393754475834e-03,-1.377499546882490072e-02,-1.525063751310405278e-03,9.304804135812841936e-01,7.071269046539576664e-01,6.529355701532019163e-01,6.103827838243546244e-01,-1.510114147661233641e+00,3.091806994074015047e-01,-6.383338429431745231e-01,2.706441306008490866e+00,3.924568911859074860e-01,1.018630530340755458e+00,-6.463920091658779121e-01,9.026473843319743340e-01,-1.545450227323663439e+00,-4.662017797103217842e-01,1.367854570994514685e+00,-2.560836911712336406e+00,-3.724906340406523020e-01
1.164081320965217048e-02,-9.176001975956443735e-03,1.972922397855297660e+00,9.999956652603946283e-01,2.780972019585277021e-03,-4.131782495397511609e-04,-8.746077874102095280e-04,-8.445539233020625753e-04,4.722909830365082384e-02,4.053342927908687443e-02,3.393265614037929701e-02,3.082999180125380739e-02,-8.592591205539104604e-02,1.127259263125661090e-02,-4.004804620629579676e-02,1.497959032162474169e-01,2.309603744963262609e-02,5.640482110641457936e-02,-3.514834775293502328e-02,4.473844945192796685e-02,-1.383653281319735528e-01,-2.338467691478868238e-02,7.093543466850850410e-02,-1.584138073157658477e-01,-2.475248383305804489e-02,1.071288068360068679e-01,-1.135689528186770436e-01,-8.031978845923816168e-01,7.988983095240544119e-02,-4.637440947042523881e-03,-9.344236356391031825e-03,-5.828245104204692528e-04,9.073971849107641541e-01,6.765646105063743976e-01,6.468626309807489205e-01,6.047883395592070777e-01,-1.441884598280526175e+00,3.272019010083454527e-01,-5.888857785816804524e-01,2.637848368576975577e+00,3.736302280445544244e-01,9.805001249785026962e-01,-6.340706466180839884e-01,9.018113991019071074e-01,-1.389383565183417435e+00,-4.704176216285690937e-01,1.347505671996624521e+00,-2.511040379607496931e+00,-3.378103145828307841e-01
1.215675162166391515e-02,-9.715790649310985377e-03,1.968784106033180326e+00,9.999950889816893174e-01,2.973919997151885583e-03,-4.239324344619568277e-04,-8.933608707640545554e-04,-8.455457421624852860e-04,5.169926636301185735e-02,4.383153575447619466e-02,3.715123478305510513e-02,3.384107766292034081e-02,-9.293687407888265306e-02,1.295343568591331151e-02,-4.285540340716173513e-02,1.628099017388064118e-01,2.491459521052393281e-02,6.120177770057553396e-02,-3.828885231225174351e-02,4.924576191271779618e-02,-1.450404043839250146e-01,-2.574918563297929133e-02,7.761440763924989938e-02,-1.708523762121459122e-01,-2.634104327650826222e-02,9.967603508008933411e-02,-1.030729107260648370e-01,-8.519624712969218194e-01,7.467718440587464701e-02,-3.905958446359151202e-03,-5.924509476134539460e-03,-1.881550316767759655e-06,8.813665949715113745e-01,6.445156688641507925e-01,6.405806625994273640e-01,5.993859152764068332e-01,-1.366912391176942965e+00,3.434683284872107611e-01,-5.374183538452316222e-01,2.570245651440253187e+00,3.548162318639937474e-01,9.402588069799496795e-01,-6.223676453592982272e-01,9.002433711702930719e-01,-1.286604199221933253e+00,-4.744599322037112987e-01,1.324454244215964138e+00,-2.465028486171684907e+00,-3.003201227129478346e-01
1.264207399183583588e-02,-1.020644620756228256e-02,1.964404399883343366e+00,9.999945216273870008e-01,3.154520771257786436e-03,-4.331484302158536718e-04,-9.044867910328875486e-04,-8.450647953818158286e-04,5.603361179063499897e-02,4.696676145440946415e-02,4.033848455627274399e-02,3.682715093416973062e-02,-9.955582455515149531e-02,1.471017736215180990e-02,-4.540201261738908978e-02,1.754924927192578754e-01,2.664022774514667249e-02,6.579346548214148882e-02,-4.137424494698861005e-02,5.374355893961855341e-02,-1.512980853158285843e-01,-2.813295113944031672e-02,8.417107625827256745e-02,-1.830681242162111033e-01,-2.773324329535521021e-02,9.470286602921280938e-02,-9.383724348205306487e-02,-8.998336503024815247e-01,6.998674243939471962e-02,-3.380863320488342039e-03,-3.198069735163782280e-03,4.877209127512623072e-05,8.532726363902862765e-01,6.115222425846462695e-01,6.343643453418783551e-01,5.947570181165710013e-01,-1.285679159787291859e+00,3.577074772607626851e-01,-4.847078052778207025e-01,2.505153909334356666e+00,3.364455721881017269e-01,8.985669459489999955e-01,-6.119334173041299785e-01,8.980491482631047795e-01,-1.219928147018523701e+00,-4.781370289135266072e-01,1.298791578069536490e+00,-2.421751293475787215e+00,-2.595955468802090826e-01
