Logging started at 20250526-1130
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 1173586
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -17548.8   Time: 0:00:08
Num steps: 20000    Return: -16444.3   Time: 0:02:19
Num steps: 30000    Return: -8615.9   Time: 0:04:24
Num steps: 40000    Return: -34306.5   Time: 0:06:26
Num steps: 50000    Return: -9579.8   Time: 0:08:31
Num steps: 60000    Return: -4468.7   Time: 0:10:36
Num steps: 70000    Return: -14940.6   Time: 0:12:39
Num steps: 80000    Return: -30227.9   Time: 0:14:45
Num steps: 90000    Return: -28022.5   Time: 0:16:54
Num steps: 100000   Return: -32582.2   Time: 0:19:04
Num steps: 110000   Return: -8059.0   Time: 0:21:11
Num steps: 120000   Return: -5508.5   Time: 0:22:56
Num steps: 130000   Return: -12831.1   Time: 0:24:43
Num steps: 140000   Return: -12033.1   Time: 0:26:34
Num steps: 150000   Return: -16325.7   Time: 0:28:21
Num steps: 160000   Return: -22238.7   Time: 0:30:09
Num steps: 170000   Return: -18817.2   Time: 0:31:55
Num steps: 180000   Return: -12328.6   Time: 0:33:42
Num steps: 190000   Return: -17302.4   Time: 0:35:30
Num steps: 200000   Return: -4091.0   Time: 0:37:12
Num steps: 210000   Return: -24230.3   Time: 0:39:02
Num steps: 220000   Return: -18985.6   Time: 0:40:48
Num steps: 230000   Return: -5869.8   Time: 0:42:31
Num steps: 240000   Return: -7830.0   Time: 0:44:18
Num steps: 250000   Return: -21195.3   Time: 0:46:07
Num steps: 260000   Return: -17929.2   Time: 0:47:54
Num steps: 270000   Return: -11696.2   Time: 0:49:41
Num steps: 280000   Return: -17397.1   Time: 0:51:34
