Logging started at 20250527-1332
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 1237789
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -3993.7   Time: 0:00:03
Num steps: 20000    Return: -4398.2   Time: 0:02:11
Num steps: 30000    Return: -5777.2   Time: 0:04:19
Num steps: 40000    Return: -7584.1   Time: 0:06:16
Num steps: 50000    Return: -2320.3   Time: 0:08:03
Num steps: 60000    Return: -2993.8   Time: 0:10:20
Num steps: 70000    Return: -2851.6   Time: 0:12:42
Num steps: 80000    Return: -989.7   Time: 0:14:50
Num steps: 90000    Return: -1218.9   Time: 0:16:41
Num steps: 100000   Return: -301.6   Time: 0:18:36
Num steps: 110000   Return: -858.7   Time: 0:20:57
Num steps: 120000   Return: -7405.8   Time: 0:23:12
Num steps: 130000   Return: -1275.2   Time: 0:25:24
Num steps: 140000   Return: -779.8   Time: 0:27:39
Num steps: 150000   Return: -343.3   Time: 0:29:49
Num steps: 160000   Return: -147.2   Time: 0:32:03
Num steps: 170000   Return: -74.9   Time: 0:34:12
Num steps: 180000   Return: -17.1   Time: 0:36:04
Num steps: 190000   Return: -190.1   Time: 0:38:09
Num steps: 200000   Return: -369.8   Time: 0:40:13
Num steps: 210000   Return: -687.3   Time: 0:42:22
Num steps: 220000   Return: 598.1   Time: 0:44:35
Num steps: 230000   Return: 317.4   Time: 0:46:52
Num steps: 240000   Return: -8946.2   Time: 0:49:06
Num steps: 250000   Return: -404.7   Time: 0:51:09
Num steps: 260000   Return: -619.3   Time: 0:53:25
Num steps: 270000   Return: 297.4   Time: 0:55:34
Num steps: 280000   Return: 1563.7   Time: 0:57:52
Num steps: 290000   Return: 2887.2   Time: 1:00:14
Num steps: 300000   Return: 1752.2   Time: 1:02:39
Num steps: 310000   Return: -4332.7   Time: 1:05:00
Num steps: 320000   Return: 1922.9   Time: 1:07:21
Num steps: 330000   Return: 3607.3   Time: 1:09:39
Num steps: 340000   Return: 4292.3   Time: 1:12:01
Num steps: 350000   Return: 2109.5   Time: 1:14:17
Num steps: 360000   Return: 3210.4   Time: 1:16:35
Num steps: 370000   Return: 626.1   Time: 1:18:39
Num steps: 380000   Return: -12850.2   Time: 1:20:59
Num steps: 390000   Return: -3316.0   Time: 1:23:14
Num steps: 400000   Return: 9805.4   Time: 1:25:20
Num steps: 410000   Return: 2833.4   Time: 1:27:26
Num steps: 420000   Return: 4529.5   Time: 1:29:39
Num steps: 430000   Return: 6160.2   Time: 1:32:00
Num steps: 440000   Return: 8311.6   Time: 1:34:17
Num steps: 450000   Return: 3809.0   Time: 1:36:34
Num steps: 460000   Return: 2025.1   Time: 1:38:50
Num steps: 470000   Return: 5095.2   Time: 1:41:08
Num steps: 480000   Return: 5507.0   Time: 1:43:21
Num steps: 490000   Return: 2952.4   Time: 1:45:19
Num steps: 500000   Return: 10983.6   Time: 1:47:33
Num steps: 510000   Return: 3237.1   Time: 1:49:52
Num steps: 520000   Return: 19301.6   Time: 1:52:10
Num steps: 530000   Return: 7424.9   Time: 1:54:31
Num steps: 540000   Return: 9032.3   Time: 1:56:46
Num steps: 550000   Return: 12245.0   Time: 1:58:52
Num steps: 560000   Return: -3301.4   Time: 2:01:04
Num steps: 570000   Return: 12597.2   Time: 2:03:18
Num steps: 580000   Return: 9722.7   Time: 2:05:37
