Logging started at 20250429-1148
NVIDIA RTX A6000
Process ID: 2699591
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: 2304.6   Time: 0:00:15
Num steps: 20000    Return: -12007.7   Time: 0:02:27
Num steps: 30000    Return: -32244.4   Time: 0:04:50
Num steps: 40000    Return: -9781.7   Time: 0:07:05
Num steps: 50000    Return: -5187.1   Time: 0:09:21
Num steps: 60000    Return: -22769.1   Time: 0:11:42
Num steps: 70000    Return: -3129.1   Time: 0:14:01
Num steps: 80000    Return: -21303.3   Time: 0:16:22
Num steps: 90000    Return: -3375.5   Time: 0:18:35
Num steps: 100000   Return: -5522.3   Time: 0:20:41
Num steps: 110000   Return: -14351.5   Time: 0:22:40
Num steps: 120000   Return: -4967.3   Time: 0:24:31
Num steps: 130000   Return: -8886.3   Time: 0:26:43
Num steps: 140000   Return: -13414.3   Time: 0:28:55
Num steps: 150000   Return: -28042.2   Time: 0:31:11
Num steps: 160000   Return: -1965.2   Time: 0:33:15
Num steps: 170000   Return: -51650.9   Time: 0:35:15
Num steps: 180000   Return: -7472.6   Time: 0:36:57
Num steps: 190000   Return: -6425.1   Time: 0:38:51
Num steps: 200000   Return: -10575.1   Time: 0:40:54
Num steps: 210000   Return: -3395.1   Time: 0:42:59
Num steps: 220000   Return: -6512.5   Time: 0:45:17
Num steps: 230000   Return: -34668.8   Time: 0:47:19
Num steps: 240000   Return: -5265.9   Time: 0:49:33
Num steps: 250000   Return: -5467.0   Time: 0:51:22
Num steps: 260000   Return: -1455.5   Time: 0:53:05
Num steps: 270000   Return: -4427.2   Time: 0:54:59
Num steps: 280000   Return: -16247.7   Time: 0:57:17
Num steps: 290000   Return: -7394.5   Time: 0:59:16
Num steps: 300000   Return: -45129.0   Time: 1:01:41
Num steps: 310000   Return: -7053.8   Time: 1:04:01
Num steps: 320000   Return: -32122.6   Time: 1:06:04
Num steps: 330000   Return: -5032.0   Time: 1:07:50
Num steps: 340000   Return: -11913.9   Time: 1:10:03
Num steps: 350000   Return: -30088.7   Time: 1:12:20
Num steps: 360000   Return: -19238.1   Time: 1:14:39
Num steps: 370000   Return: -5000.6   Time: 1:16:39
Num steps: 380000   Return: -10546.9   Time: 1:18:58
Num steps: 390000   Return: -14659.3   Time: 1:21:13
Num steps: 400000   Return: -3306.5   Time: 1:23:21
Num steps: 410000   Return: -11652.1   Time: 1:25:41
Num steps: 420000   Return: -8128.0   Time: 1:27:44
Num steps: 430000   Return: -10343.6   Time: 1:29:58
Num steps: 440000   Return: -30134.4   Time: 1:32:08
Num steps: 450000   Return: -23132.0   Time: 1:34:12
Num steps: 460000   Return: -10320.2   Time: 1:36:14
Num steps: 470000   Return: -4388.0   Time: 1:38:18
Num steps: 480000   Return: -40205.1   Time: 1:40:43
Num steps: 490000   Return: -34516.3   Time: 1:42:57
Num steps: 500000   Return: -12012.3   Time: 1:44:55
Num steps: 510000   Return: -41286.8   Time: 1:47:08
Num steps: 520000   Return: -21899.1   Time: 1:49:10
Num steps: 530000   Return: -9989.4   Time: 1:51:10
Num steps: 540000   Return: -8511.2   Time: 1:53:31
Num steps: 550000   Return: -5364.7   Time: 1:55:51
Num steps: 560000   Return: -1986.9   Time: 1:58:09
Num steps: 570000   Return: -12526.4   Time: 2:00:12
Num steps: 580000   Return: -9523.2   Time: 2:02:30
Num steps: 590000   Return: -3945.8   Time: 2:04:48
Num steps: 600000   Return: -5348.3   Time: 2:07:00
Num steps: 610000   Return: -2210.7   Time: 2:09:06
Num steps: 620000   Return: -15957.1   Time: 2:11:03
Num steps: 630000   Return: 2395.2   Time: 2:13:20
Num steps: 640000   Return: -2368.4   Time: 2:15:40
Num steps: 650000   Return: -8554.2   Time: 2:17:45
Num steps: 660000   Return: -17383.7   Time: 2:20:06
Num steps: 670000   Return: -7545.4   Time: 2:22:27
Num steps: 680000   Return: -24783.7   Time: 2:24:49
Num steps: 690000   Return: -18034.3   Time: 2:27:11
Num steps: 700000   Return: -13374.8   Time: 2:29:19
Num steps: 710000   Return: -6569.4   Time: 2:31:23
Num steps: 720000   Return: -1500.8   Time: 2:33:39
Num steps: 730000   Return: -2811.4   Time: 2:35:41
Num steps: 740000   Return: -5503.0   Time: 2:37:59
Num steps: 750000   Return: -7517.4   Time: 2:40:01
Num steps: 760000   Return: -6582.4   Time: 2:42:00
Num steps: 770000   Return: -9597.2   Time: 2:44:18
Num steps: 780000   Return: -16312.2   Time: 2:46:10
Num steps: 790000   Return: -4621.4   Time: 2:48:23
Num steps: 800000   Return: -3457.6   Time: 2:50:44
