Logging started at 20250426-0830
NVIDIA RTX A6000
Process ID: 1779294
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: 772.6   Time: 0:00:06
Num steps: 20000    Return: -1470.4   Time: 0:01:42
Num steps: 30000    Return: -6149.4   Time: 0:03:19
Num steps: 40000    Return: -8184.5   Time: 0:04:59
Num steps: 50000    Return: -5898.2   Time: 0:06:36
Num steps: 60000    Return: -1672.2   Time: 0:08:10
Num steps: 70000    Return: -15833.5   Time: 0:09:45
Num steps: 80000    Return: -2836.2   Time: 0:11:21
Num steps: 90000    Return: -2757.7   Time: 0:12:59
Num steps: 100000   Return: -2022.6   Time: 0:14:35
Num steps: 110000   Return: -3848.8   Time: 0:16:12
Num steps: 120000   Return: -1392.7   Time: 0:17:47
Num steps: 130000   Return: -974.0   Time: 0:19:22
Num steps: 140000   Return: -4909.9   Time: 0:20:57
Num steps: 150000   Return: -4773.2   Time: 0:22:35
Num steps: 160000   Return: -1688.3   Time: 0:24:10
Num steps: 170000   Return: -763.4   Time: 0:25:46
Num steps: 180000   Return: -700.8   Time: 0:27:23
Num steps: 190000   Return: -1693.7   Time: 0:29:02
Num steps: 200000   Return: -5676.8   Time: 0:30:40
Num steps: 210000   Return: -2007.8   Time: 0:32:20
Num steps: 220000   Return: -512.7   Time: 0:33:59
Num steps: 230000   Return: -527.0   Time: 0:35:37
Num steps: 240000   Return: -572.6   Time: 0:37:13
Num steps: 250000   Return: -480.3   Time: 0:38:48
Num steps: 260000   Return: -327.2   Time: 0:40:23
Num steps: 270000   Return: -406.6   Time: 0:42:02
Num steps: 280000   Return: -415.2   Time: 0:43:38
Num steps: 290000   Return: -478.9   Time: 0:45:15
Num steps: 300000   Return: -473.4   Time: 0:46:52
Num steps: 310000   Return: -442.0   Time: 0:48:30
Num steps: 320000   Return: -384.3   Time: 0:50:07
Num steps: 330000   Return: -288.5   Time: 0:51:43
Num steps: 340000   Return: -334.7   Time: 0:53:21
Num steps: 350000   Return: -442.9   Time: 0:54:56
Num steps: 360000   Return: -291.3   Time: 0:56:33
Num steps: 370000   Return: -237.9   Time: 0:58:09
Num steps: 380000   Return: -220.4   Time: 0:59:46
Num steps: 390000   Return: -316.9   Time: 1:01:23
Num steps: 400000   Return: -464.5   Time: 1:02:58
Num steps: 410000   Return: -310.0   Time: 1:04:34
Num steps: 420000   Return: -232.1   Time: 1:06:11
Num steps: 430000   Return: -185.6   Time: 1:07:49
Num steps: 440000   Return: -190.5   Time: 1:09:24
Num steps: 450000   Return: -144.1   Time: 1:11:03
Num steps: 460000   Return: -154.9   Time: 1:12:40
Num steps: 470000   Return: -138.7   Time: 1:14:15
Num steps: 480000   Return: -302.3   Time: 1:15:49
Num steps: 490000   Return: -112.6   Time: 1:17:22
Num steps: 500000   Return: -162.8   Time: 1:18:57
Num steps: 510000   Return: -172.8   Time: 1:20:30
Num steps: 520000   Return: -115.2   Time: 1:22:04
Num steps: 530000   Return: -169.1   Time: 1:23:40
Num steps: 540000   Return: -234.6   Time: 1:25:17
Num steps: 550000   Return: -121.2   Time: 1:26:51
Num steps: 560000   Return: -127.3   Time: 1:28:27
Num steps: 570000   Return: -135.9   Time: 1:30:03
Num steps: 580000   Return: -148.8   Time: 1:31:41
Num steps: 590000   Return: -148.5   Time: 1:33:16
Num steps: 600000   Return: -118.5   Time: 1:34:52
Num steps: 610000   Return: -107.0   Time: 1:36:28
Num steps: 620000   Return: -109.9   Time: 1:38:05
Num steps: 630000   Return: -90.8   Time: 1:39:42
Num steps: 640000   Return: -55.1   Time: 1:41:18
Num steps: 650000   Return: -37.8   Time: 1:42:52
Num steps: 660000   Return: -38.6   Time: 1:44:27
Num steps: 670000   Return: -155.6   Time: 1:46:03
Num steps: 680000   Return: -143.6   Time: 1:47:35
Num steps: 690000   Return: -118.1   Time: 1:49:12
Num steps: 700000   Return: -137.5   Time: 1:50:51
Num steps: 710000   Return: -39.2   Time: 1:52:27
Num steps: 720000   Return: -128.5   Time: 1:54:00
Num steps: 730000   Return: -126.1   Time: 1:55:38
Num steps: 740000   Return: 4.8     Time: 1:57:11
Num steps: 750000   Return: -32.5   Time: 1:58:43
Num steps: 760000   Return: -101.8   Time: 2:00:17
Num steps: 770000   Return: -107.9   Time: 2:01:49
Num steps: 780000   Return: -72.4   Time: 2:03:22
Num steps: 790000   Return: -51.0   Time: 2:04:58
Num steps: 800000   Return: -102.8   Time: 2:06:32
Num steps: 810000   Return: -45.5   Time: 2:08:05
Num steps: 820000   Return: -68.2   Time: 2:09:37
Num steps: 830000   Return: -76.6   Time: 2:11:09
Num steps: 840000   Return: -50.8   Time: 2:12:39
Num steps: 850000   Return: -82.2   Time: 2:14:09
Num steps: 860000   Return: -116.8   Time: 2:15:39
Num steps: 870000   Return: -99.7   Time: 2:17:08
Num steps: 880000   Return: -73.5   Time: 2:18:38
Num steps: 890000   Return: -62.5   Time: 2:20:07
Num steps: 900000   Return: -88.0   Time: 2:21:37
Num steps: 910000   Return: -79.7   Time: 2:23:07
Num steps: 920000   Return: -65.4   Time: 2:24:37
Num steps: 930000   Return: -12.0   Time: 2:26:07
Num steps: 940000   Return: -81.8   Time: 2:27:38
Num steps: 950000   Return: -24.8   Time: 2:29:09
Num steps: 960000   Return: -72.0   Time: 2:30:40
Num steps: 970000   Return: -90.8   Time: 2:32:13
Num steps: 980000   Return: -77.7   Time: 2:33:44
Num steps: 990000   Return: -43.0   Time: 2:35:14
Num steps: 1000000   Return: -59.0   Time: 2:36:45
