Logging started at 20250424-1634
NVIDIA RTX A6000
Process ID: 1548651
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: 2251.3   Time: 0:00:12
Num steps: 20000    Return: 2635.9   Time: 0:02:57
Num steps: 30000    Return: -55174.0   Time: 0:05:42
Num steps: 40000    Return: -3454.0   Time: 0:08:38
Num steps: 50000    Return: 1959.5   Time: 0:12:31
Num steps: 60000    Return: 35914.8   Time: 0:16:37
Num steps: 70000    Return: 21367.7   Time: 0:19:58
Num steps: 80000    Return: 34634.5   Time: 0:23:04
Num steps: 90000    Return: -3213.9   Time: 0:26:10
Num steps: 100000   Return: -930.6   Time: 0:29:14
Num steps: 110000   Return: 5157.9   Time: 0:32:15
Num steps: 120000   Return: -2118.5   Time: 0:35:22
Num steps: 130000   Return: -23652.3   Time: 0:38:17
Num steps: 140000   Return: 7787.2   Time: 0:41:28
Num steps: 150000   Return: -5571.8   Time: 0:44:36
Num steps: 160000   Return: 7774.8   Time: 0:47:38
Num steps: 170000   Return: 4676.6   Time: 0:50:35
Num steps: 180000   Return: 2009.9   Time: 0:53:38
Num steps: 190000   Return: 23610.1   Time: 0:56:57
Num steps: 200000   Return: 32399.4   Time: 1:00:02
Num steps: 210000   Return: 34372.3   Time: 1:02:59
Num steps: 220000   Return: -9668.8   Time: 1:05:55
Num steps: 230000   Return: -11072.8   Time: 1:08:48
Num steps: 240000   Return: 1037.4   Time: 1:11:37
Num steps: 250000   Return: 692.8   Time: 1:14:38
Num steps: 260000   Return: 16775.5   Time: 1:17:38
Num steps: 270000   Return: -35417.4   Time: 1:20:50
Num steps: 280000   Return: 13030.3   Time: 1:23:54
Num steps: 290000   Return: 14434.7   Time: 1:27:00
Num steps: 300000   Return: 26209.3   Time: 1:30:09
Num steps: 310000   Return: -22885.6   Time: 1:33:12
Num steps: 320000   Return: -13.6   Time: 1:36:11
Num steps: 330000   Return: 21435.5   Time: 1:39:15
Num steps: 340000   Return: -9773.6   Time: 1:42:14
Num steps: 350000   Return: 17175.8   Time: 1:45:06
Num steps: 360000   Return: -1726.4   Time: 1:48:14
Num steps: 370000   Return: 15125.7   Time: 1:51:16
Num steps: 380000   Return: 30841.2   Time: 1:54:09
Num steps: 390000   Return: 19381.3   Time: 1:57:07
Num steps: 400000   Return: 6594.7   Time: 2:00:06
Num steps: 410000   Return: 53862.0   Time: 2:03:06
Num steps: 420000   Return: 36282.1   Time: 2:05:53
Num steps: 430000   Return: 9042.0   Time: 2:08:50
Num steps: 440000   Return: 7682.1   Time: 2:11:52
Num steps: 450000   Return: 2092.1   Time: 2:14:48
Num steps: 460000   Return: 17312.0   Time: 2:17:38
Num steps: 470000   Return: 25744.8   Time: 2:20:37
