Logging started at 20250526-1131
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 1173791
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -5638.5   Time: 0:00:04
Num steps: 20000    Return: -23125.1   Time: 0:02:09
Num steps: 30000    Return: -3862.8   Time: 0:04:11
Num steps: 40000    Return: -1633.9   Time: 0:06:14
Num steps: 50000    Return: -13557.2   Time: 0:08:17
Num steps: 60000    Return: -3799.7   Time: 0:10:18
Num steps: 70000    Return: -737.5   Time: 0:12:20
Num steps: 80000    Return: -300.0   Time: 0:14:23
Num steps: 90000    Return: -535.8   Time: 0:16:24
Num steps: 100000   Return: -641.0   Time: 0:18:25
Num steps: 110000   Return: -1995.9   Time: 0:20:30
Num steps: 120000   Return: -1190.6   Time: 0:22:09
Num steps: 130000   Return: -2712.4   Time: 0:23:55
Num steps: 140000   Return: -948.0   Time: 0:25:38
Num steps: 150000   Return: -291.5   Time: 0:27:21
Num steps: 160000   Return: -226.3   Time: 0:29:07
Num steps: 170000   Return: -294.3   Time: 0:30:53
Num steps: 180000   Return: -10315.5   Time: 0:32:45
Num steps: 190000   Return: -630.5   Time: 0:34:29
Num steps: 200000   Return: -60.5   Time: 0:36:14
Num steps: 210000   Return: -304.2   Time: 0:37:56
Num steps: 220000   Return: -102.7   Time: 0:39:40
Num steps: 230000   Return: -21.9   Time: 0:41:21
Num steps: 240000   Return: -568.9   Time: 0:43:04
Num steps: 250000   Return: 467.7   Time: 0:44:48
Num steps: 260000   Return: 265.7   Time: 0:46:31
Num steps: 270000   Return: 845.6   Time: 0:48:16
Num steps: 280000   Return: 475.2   Time: 0:49:58
Num steps: 290000   Return: 2507.0   Time: 0:51:43
Num steps: 300000   Return: 2059.7   Time: 0:53:25
Num steps: 310000   Return: 1146.3   Time: 0:55:06
Num steps: 320000   Return: 221.9   Time: 0:56:52
Num steps: 330000   Return: 1750.6   Time: 0:58:36
Num steps: 340000   Return: 4493.9   Time: 1:00:21
Num steps: 350000   Return: 378.2   Time: 1:02:06
Num steps: 360000   Return: 2155.7   Time: 1:03:50
Num steps: 370000   Return: 1858.0   Time: 1:05:32
Num steps: 380000   Return: -14560.6   Time: 1:07:19
Num steps: 390000   Return: 2720.2   Time: 1:09:03
Num steps: 400000   Return: 7021.1   Time: 1:10:49
Num steps: 410000   Return: 2283.9   Time: 1:12:35
Num steps: 420000   Return: 2169.9   Time: 1:14:19
Num steps: 430000   Return: 2794.3   Time: 1:16:04
Num steps: 440000   Return: 3306.7   Time: 1:17:50
Num steps: 450000   Return: 119.6   Time: 1:19:36
Num steps: 460000   Return: 9597.6   Time: 1:21:18
Num steps: 470000   Return: 3692.5   Time: 1:22:57
Num steps: 480000   Return: 7800.3   Time: 1:24:40
Num steps: 490000   Return: 8104.8   Time: 1:26:26
Num steps: 500000   Return: 3883.4   Time: 1:28:11
Num steps: 510000   Return: -5882.4   Time: 1:29:56
Num steps: 520000   Return: 4201.9   Time: 1:31:40
Num steps: 530000   Return: 5027.8   Time: 1:33:25
Num steps: 540000   Return: 2968.8   Time: 1:35:10
Num steps: 550000   Return: 4986.5   Time: 1:36:55
Num steps: 560000   Return: 12089.7   Time: 1:38:44
Num steps: 570000   Return: 4462.0   Time: 1:40:30
Num steps: 580000   Return: 11077.1   Time: 1:42:14
Num steps: 590000   Return: 8058.7   Time: 1:44:01
Num steps: 600000   Return: 26249.4   Time: 1:45:52
Num steps: 610000   Return: 28268.5   Time: 1:47:42
Num steps: 620000   Return: 11887.4   Time: 1:49:26
Num steps: 630000   Return: 4317.9   Time: 1:51:13
