Logging started at 20250522-1636
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 72822
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -28151.7   Time: 0:00:08
Num steps: 20000    Return: -24924.6   Time: 0:02:35
Num steps: 30000    Return: -40000.4   Time: 0:04:59
Num steps: 40000    Return: -23269.2   Time: 0:07:11
Num steps: 50000    Return: -13726.9   Time: 0:09:27
Num steps: 60000    Return: -15258.1   Time: 0:11:36
Num steps: 70000    Return: -8338.6   Time: 0:13:42
Num steps: 80000    Return: -12256.8   Time: 0:15:42
Num steps: 90000    Return: -21438.3   Time: 0:17:44
Num steps: 100000   Return: -11707.4   Time: 0:19:48
Num steps: 110000   Return: -19089.3   Time: 0:21:48
Num steps: 120000   Return: -9460.0   Time: 0:23:31
Num steps: 130000   Return: -21942.3   Time: 0:25:20
Num steps: 140000   Return: -13289.1   Time: 0:27:09
Num steps: 150000   Return: -1879.5   Time: 0:28:53
Num steps: 160000   Return: -15009.4   Time: 0:30:42
Num steps: 170000   Return: -19892.6   Time: 0:32:30
Num steps: 180000   Return: -18082.9   Time: 0:34:18
Num steps: 190000   Return: -18886.3   Time: 0:36:02
Num steps: 200000   Return: -17545.8   Time: 0:37:50
Num steps: 210000   Return: -5676.8   Time: 0:39:30
Num steps: 220000   Return: -8419.8   Time: 0:41:16
Num steps: 230000   Return: -14195.7   Time: 0:43:02
Num steps: 240000   Return: -6974.7   Time: 0:44:48
Num steps: 250000   Return: -5567.7   Time: 0:46:33
Num steps: 260000   Return: -3761.8   Time: 0:48:14
Num steps: 270000   Return: -7767.1   Time: 0:50:01
Num steps: 280000   Return: -3176.0   Time: 0:51:46
Num steps: 290000   Return: -22278.6   Time: 0:53:33
Num steps: 300000   Return: -11765.0   Time: 0:55:19
Num steps: 310000   Return: -5979.7   Time: 0:57:11
Num steps: 320000   Return: -2838.1   Time: 0:58:54
Num steps: 330000   Return: -3816.2   Time: 1:00:26
Num steps: 340000   Return: -9460.6   Time: 1:02:00
Num steps: 350000   Return: -4338.0   Time: 1:03:32
Num steps: 360000   Return: -5803.0   Time: 1:05:02
Num steps: 370000   Return: -2385.8   Time: 1:06:33
Num steps: 380000   Return: -17613.8   Time: 1:08:06
