Logging started at 20250428-1543
NVIDIA RTX A6000
Process ID: 1926097
Env: StickInsect-v4, experts/StickInsect_states_v1.pt, experts/StickInsect_actions_v1.pt, Seed: 0
Rollout length: 3000
Num steps: 2000000, Eval interval: 10000
Gamma: 0.995, Mix buffer: 1, Batch size: 64
lr_actor: 0.0001, lr_critic: 0.0001, lr_disc: 0.0001
Units Actor: (64, 64), Units Critic: (64, 64)
Units Disc R: (100, 100), Units Disc V: (100, 100)
Epoch ppo: 50, Epoch disc: 10
Clip Epsc: 0.2, Lambda: 0.97, Coef Ent: 0.01, Max Grad Norm: 10.0
Load data states: (2749, 47), actions: (2749, 18)
Expert data states: (2748, 47), actions: (2748, 18)
Expert buffer size: 2748
Initial state shape: (47,)
Num steps: 10000    Return: 204.3   Time: 0:00:15
Num steps: 20000    Return: -261.7   Time: 0:00:29
Num steps: 30000    Return: 1098.6   Time: 0:00:44
Num steps: 40000    Return: 1559.5   Time: 0:00:58
Num steps: 50000    Return: 1018.5   Time: 0:01:12
Num steps: 60000    Return: -20.4   Time: 0:01:26
Num steps: 70000    Return: 164.0   Time: 0:01:40
Num steps: 80000    Return: 236.3   Time: 0:01:54
Num steps: 90000    Return: -489.4   Time: 0:02:08
Num steps: 100000   Return: -703.3   Time: 0:02:23
Num steps: 110000   Return: -794.9   Time: 0:02:37
Num steps: 120000   Return: -976.6   Time: 0:02:51
Num steps: 130000   Return: -812.9   Time: 0:03:05
Num steps: 140000   Return: -1486.1   Time: 0:03:20
Num steps: 150000   Return: -2107.1   Time: 0:03:34
Num steps: 160000   Return: -1844.1   Time: 0:03:48
Num steps: 170000   Return: -2361.6   Time: 0:04:02
Num steps: 180000   Return: -1513.6   Time: 0:04:17
Num steps: 190000   Return: -1993.1   Time: 0:04:32
Num steps: 200000   Return: -2483.2   Time: 0:04:47
Num steps: 210000   Return: -2792.9   Time: 0:05:01
Num steps: 220000   Return: -1897.4   Time: 0:05:14
Num steps: 230000   Return: -2814.1   Time: 0:05:28
Num steps: 240000   Return: -2305.0   Time: 0:05:43
Num steps: 250000   Return: -1879.4   Time: 0:05:57
Num steps: 260000   Return: -1780.1   Time: 0:06:12
Num steps: 270000   Return: -2265.6   Time: 0:06:26
Num steps: 280000   Return: -2879.9   Time: 0:06:40
Num steps: 290000   Return: -3349.0   Time: 0:06:53
Num steps: 300000   Return: -5390.0   Time: 0:07:08
Num steps: 310000   Return: -6532.7   Time: 0:07:23
Num steps: 320000   Return: -5882.0   Time: 0:08:09
Num steps: 330000   Return: -5473.5   Time: 0:08:39
Num steps: 340000   Return: -8952.8   Time: 0:09:11
Num steps: 350000   Return: -6557.4   Time: 0:09:44
Num steps: 360000   Return: -8710.7   Time: 0:10:17
Num steps: 370000   Return: -8262.8   Time: 0:10:48
Num steps: 380000   Return: -7219.0   Time: 0:11:19
Num steps: 390000   Return: -5074.7   Time: 0:11:47
Num steps: 400000   Return: -8194.4   Time: 0:12:17
Num steps: 410000   Return: -7491.8   Time: 0:12:52
Num steps: 420000   Return: -8664.5   Time: 0:13:22
Num steps: 430000   Return: -6809.8   Time: 0:13:50
Num steps: 440000   Return: -8678.1   Time: 0:14:19
Num steps: 450000   Return: -7453.7   Time: 0:14:50
Num steps: 460000   Return: -7800.0   Time: 0:15:22
Num steps: 470000   Return: -6372.8   Time: 0:15:43
Num steps: 480000   Return: -7147.3   Time: 0:16:03
Num steps: 490000   Return: -6769.8   Time: 0:16:21
Num steps: 500000   Return: -7287.6   Time: 0:16:42
Num steps: 510000   Return: -8111.4   Time: 0:17:03
Num steps: 520000   Return: -7036.5   Time: 0:17:22
Num steps: 530000   Return: -8506.3   Time: 0:17:42
Num steps: 540000   Return: -6894.4   Time: 0:18:01
Num steps: 550000   Return: -6372.4   Time: 0:18:21
Num steps: 560000   Return: -8972.1   Time: 0:18:39
Num steps: 570000   Return: -9895.0   Time: 0:18:58
Num steps: 580000   Return: -9706.1   Time: 0:19:17
Num steps: 590000   Return: -10215.1   Time: 0:19:36
Num steps: 600000   Return: -8265.6   Time: 0:19:56
Num steps: 610000   Return: -7338.7   Time: 0:20:14
Num steps: 620000   Return: -7999.7   Time: 0:20:32
Num steps: 630000   Return: -9282.2   Time: 0:20:51
Num steps: 640000   Return: -9312.2   Time: 0:21:09
Num steps: 650000   Return: -10913.2   Time: 0:21:27
Num steps: 660000   Return: -13210.5   Time: 0:21:46
Num steps: 670000   Return: -11353.4   Time: 0:22:04
Num steps: 680000   Return: -11834.4   Time: 0:22:23
Num steps: 690000   Return: -12536.1   Time: 0:22:45
Num steps: 700000   Return: -11762.4   Time: 0:23:06
Num steps: 710000   Return: -10480.6   Time: 0:23:23
Num steps: 720000   Return: -9818.2   Time: 0:23:45
Num steps: 730000   Return: -10716.3   Time: 0:24:03
Num steps: 740000   Return: -11808.1   Time: 0:24:23
