Logging started at 20250425-2016
NVIDIA RTX A6000
Process ID: 1740567
Env: StickInsect-v4, experts/StickInsect_states.pt, experts/StickInsect_actions.pt, Seed: 0
Rollout length: 1000
Num steps: 2000000, Eval interval: 10000
Gamma: 0.995, Mix buffer: 1, Batch size: 64
lr_actor: 1e-06, lr_critic: 1e-06, lr_disc: 1e-06
Units Actor: (64, 64), Units Critic: (64, 64)
Units Disc R: (100, 100), Units Disc V: (100, 100)
Epoch ppo: 50, Epoch disc: 10
Clip Epsc: 0.2, Lambda: 0.97, Coef Ent: 0.01, Max Grad Norm: 10.0
Load data states: (5208, 47), actions: (5208, 18)
Expert data states: (5207, 47), actions: (5207, 18)
Expert buffer size: 5207
Initial state shape: (47,)
Num steps: 10000    Return: -317.9   Time: 0:01:12
Num steps: 20000    Return: -346.4   Time: 0:02:18
Num steps: 30000    Return: -307.5   Time: 0:03:28
Num steps: 40000    Return: -304.3   Time: 0:04:37
Num steps: 50000    Return: -297.1   Time: 0:05:47
Num steps: 60000    Return: -304.1   Time: 0:06:55
Num steps: 70000    Return: -316.0   Time: 0:08:00
Num steps: 80000    Return: -255.9   Time: 0:09:11
Num steps: 90000    Return: -157.9   Time: 0:10:13
Num steps: 100000   Return: -238.0   Time: 0:11:17
Num steps: 110000   Return: -252.0   Time: 0:12:22
Num steps: 120000   Return: -201.5   Time: 0:13:29
Num steps: 130000   Return: -168.5   Time: 0:14:38
Num steps: 140000   Return: -188.6   Time: 0:15:43
Num steps: 150000   Return: -238.7   Time: 0:16:46
Num steps: 160000   Return: -151.1   Time: 0:17:51
Num steps: 170000   Return: -185.0   Time: 0:18:58
Num steps: 180000   Return: -93.8   Time: 0:19:36
Num steps: 190000   Return: -63.7   Time: 0:20:31
Num steps: 200000   Return: -172.3   Time: 0:21:37
Num steps: 210000   Return: -110.3   Time: 0:22:49
Num steps: 220000   Return: 45.6    Time: 0:23:52
Num steps: 230000   Return: -2.7    Time: 0:24:51
Num steps: 240000   Return: -0.1    Time: 0:25:57
Num steps: 250000   Return: 0.4     Time: 0:26:59
Num steps: 260000   Return: -34.4   Time: 0:28:04
Num steps: 270000   Return: -24.3   Time: 0:29:03
Num steps: 280000   Return: -17.8   Time: 0:30:05
Num steps: 290000   Return: 32.8    Time: 0:31:09
Num steps: 300000   Return: -63.7   Time: 0:32:08
Num steps: 310000   Return: -22.8   Time: 0:33:10
Num steps: 320000   Return: 14.0    Time: 0:34:10
Num steps: 330000   Return: -21.1   Time: 0:35:16
Num steps: 340000   Return: -36.3   Time: 0:36:19
Num steps: 350000   Return: 57.3    Time: 0:37:23
Num steps: 360000   Return: -10.8   Time: 0:38:27
Num steps: 370000   Return: -6.2    Time: 0:39:34
Num steps: 380000   Return: -22.9   Time: 0:40:37
Num steps: 390000   Return: 128.9   Time: 0:41:41
Num steps: 400000   Return: -15.8   Time: 0:42:43
Num steps: 410000   Return: 123.5   Time: 0:43:43
Num steps: 420000   Return: 101.9   Time: 0:44:51
Num steps: 430000   Return: 153.2   Time: 0:45:55
Num steps: 440000   Return: 107.8   Time: 0:46:54
Num steps: 450000   Return: 124.6   Time: 0:47:55
Num steps: 460000   Return: 149.9   Time: 0:49:04
Num steps: 470000   Return: 152.5   Time: 0:50:13
Num steps: 480000   Return: 142.1   Time: 0:51:21
Num steps: 490000   Return: 166.8   Time: 0:52:35
Num steps: 500000   Return: 182.2   Time: 0:53:44
Num steps: 510000   Return: 150.2   Time: 0:54:58
Num steps: 520000   Return: 174.4   Time: 0:56:06
Num steps: 530000   Return: 148.9   Time: 0:57:14
Num steps: 540000   Return: 145.9   Time: 0:58:24
Num steps: 550000   Return: 245.4   Time: 0:59:29
Num steps: 560000   Return: 194.4   Time: 1:00:31
Num steps: 570000   Return: 217.8   Time: 1:01:35
Num steps: 580000   Return: 248.3   Time: 1:02:40
Num steps: 590000   Return: 215.7   Time: 1:03:47
Num steps: 600000   Return: 230.5   Time: 1:04:56
Num steps: 610000   Return: 202.7   Time: 1:06:01
Num steps: 620000   Return: 253.1   Time: 1:07:06
Num steps: 630000   Return: 236.9   Time: 1:08:14
Num steps: 640000   Return: 182.2   Time: 1:09:17
Num steps: 650000   Return: 178.5   Time: 1:10:24
Num steps: 660000   Return: 178.4   Time: 1:11:28
Num steps: 670000   Return: 142.2   Time: 1:12:09
Num steps: 680000   Return: 287.0   Time: 1:13:12
Num steps: 690000   Return: 290.3   Time: 1:14:12
Num steps: 700000   Return: 203.0   Time: 1:15:14
Num steps: 710000   Return: 212.3   Time: 1:16:16
Num steps: 720000   Return: 279.2   Time: 1:17:24
Num steps: 730000   Return: 303.4   Time: 1:18:26
Num steps: 740000   Return: 229.4   Time: 1:19:31
Num steps: 750000   Return: 203.7   Time: 1:20:39
Num steps: 760000   Return: 280.2   Time: 1:21:40
Num steps: 770000   Return: 317.3   Time: 1:22:44
Num steps: 780000   Return: 286.6   Time: 1:23:51
Num steps: 790000   Return: 247.2   Time: 1:24:56
Num steps: 800000   Return: 317.0   Time: 1:26:00
Num steps: 810000   Return: 258.6   Time: 1:27:03
Num steps: 820000   Return: 262.9   Time: 1:28:09
Num steps: 830000   Return: 258.6   Time: 1:29:10
Num steps: 840000   Return: 257.5   Time: 1:30:12
Num steps: 850000   Return: 226.7   Time: 1:31:18
Num steps: 860000   Return: 249.2   Time: 1:32:21
Num steps: 870000   Return: 290.4   Time: 1:33:26
Num steps: 880000   Return: 349.1   Time: 1:34:29
Num steps: 890000   Return: 213.4   Time: 1:35:37
Num steps: 900000   Return: 249.3   Time: 1:36:42
Num steps: 910000   Return: 240.3   Time: 1:37:45
Num steps: 920000   Return: 193.2   Time: 1:38:46
Num steps: 930000   Return: 219.1   Time: 1:39:46
Num steps: 940000   Return: 266.6   Time: 1:40:46
Num steps: 950000   Return: 224.2   Time: 1:41:49
Num steps: 960000   Return: 231.5   Time: 1:42:49
Num steps: 970000   Return: 214.8   Time: 1:43:52
Num steps: 980000   Return: 249.5   Time: 1:44:55
Num steps: 990000   Return: 253.8   Time: 1:45:56
Num steps: 1000000   Return: 300.9   Time: 1:47:05
Num steps: 1010000   Return: 282.0   Time: 1:48:08
Num steps: 1020000   Return: 228.7   Time: 1:49:05
Num steps: 1030000   Return: 252.8   Time: 1:50:03
Num steps: 1040000   Return: 286.6   Time: 1:51:09
Num steps: 1050000   Return: 205.2   Time: 1:52:05
Num steps: 1060000   Return: 228.5   Time: 1:53:06
Num steps: 1070000   Return: 253.2   Time: 1:54:11
Num steps: 1080000   Return: 252.5   Time: 1:55:15
Num steps: 1090000   Return: 298.9   Time: 1:56:22
Num steps: 1100000   Return: 275.6   Time: 1:57:23
Num steps: 1110000   Return: 269.5   Time: 1:58:26
Num steps: 1120000   Return: 262.7   Time: 1:59:30
Num steps: 1130000   Return: 258.6   Time: 2:00:34
Num steps: 1140000   Return: 326.7   Time: 2:01:37
Num steps: 1150000   Return: 245.8   Time: 2:02:39
Num steps: 1160000   Return: 298.9   Time: 2:03:40
Num steps: 1170000   Return: 262.4   Time: 2:04:19
Num steps: 1180000   Return: 304.7   Time: 2:05:24
Num steps: 1190000   Return: 344.3   Time: 2:06:27
Num steps: 1200000   Return: 280.9   Time: 2:07:29
Num steps: 1210000   Return: 292.9   Time: 2:08:31
Num steps: 1220000   Return: 296.4   Time: 2:09:34
Num steps: 1230000   Return: 336.9   Time: 2:10:37
Num steps: 1240000   Return: 355.0   Time: 2:11:45
Num steps: 1250000   Return: 343.2   Time: 2:12:52
Num steps: 1260000   Return: 342.4   Time: 2:13:56
Num steps: 1270000   Return: 318.2   Time: 2:15:04
Num steps: 1280000   Return: 305.4   Time: 2:16:10
Num steps: 1290000   Return: 332.0   Time: 2:17:09
Num steps: 1300000   Return: 346.1   Time: 2:18:13
Num steps: 1310000   Return: 301.6   Time: 2:19:17
Num steps: 1320000   Return: 371.1   Time: 2:20:24
Num steps: 1330000   Return: 351.8   Time: 2:21:28
Num steps: 1340000   Return: 312.2   Time: 2:22:32
Num steps: 1350000   Return: 357.7   Time: 2:23:37
Num steps: 1360000   Return: 384.9   Time: 2:24:40
Num steps: 1370000   Return: 277.3   Time: 2:25:44
Num steps: 1380000   Return: 332.9   Time: 2:26:51
Num steps: 1390000   Return: 421.5   Time: 2:27:59
Num steps: 1400000   Return: 412.0   Time: 2:29:05
Num steps: 1410000   Return: 347.7   Time: 2:30:13
Num steps: 1420000   Return: 337.3   Time: 2:31:19
Num steps: 1430000   Return: 387.8   Time: 2:32:29
Num steps: 1440000   Return: 384.9   Time: 2:33:35
Num steps: 1450000   Return: 405.1   Time: 2:34:38
Num steps: 1460000   Return: 367.9   Time: 2:35:44
Num steps: 1470000   Return: 351.0   Time: 2:36:52
Num steps: 1480000   Return: 404.1   Time: 2:37:56
Num steps: 1490000   Return: 348.2   Time: 2:39:04
Num steps: 1500000   Return: 402.4   Time: 2:40:14
Num steps: 1510000   Return: 367.2   Time: 2:41:17
Num steps: 1520000   Return: 414.1   Time: 2:42:24
Num steps: 1530000   Return: 318.5   Time: 2:43:24
Num steps: 1540000   Return: 429.3   Time: 2:44:30
Num steps: 1550000   Return: 379.3   Time: 2:45:38
Num steps: 1560000   Return: 366.5   Time: 2:46:46
Num steps: 1570000   Return: 382.8   Time: 2:47:48
Num steps: 1580000   Return: 376.1   Time: 2:48:58
Num steps: 1590000   Return: 384.3   Time: 2:50:09
Num steps: 1600000   Return: 397.4   Time: 2:51:13
Num steps: 1610000   Return: 423.4   Time: 2:52:18
Num steps: 1620000   Return: 351.1   Time: 2:53:23
Num steps: 1630000   Return: 412.5   Time: 2:54:30
Num steps: 1640000   Return: 386.9   Time: 2:55:09
Num steps: 1650000   Return: 477.1   Time: 2:56:07
Num steps: 1660000   Return: 406.5   Time: 2:57:15
Num steps: 1670000   Return: 409.3   Time: 2:58:22
Num steps: 1680000   Return: 414.3   Time: 2:59:26
Num steps: 1690000   Return: 444.5   Time: 3:00:32
Num steps: 1700000   Return: 441.2   Time: 3:01:33
Num steps: 1710000   Return: 335.9   Time: 3:02:34
Num steps: 1720000   Return: 436.2   Time: 3:03:42
Num steps: 1730000   Return: 395.5   Time: 3:04:48
Num steps: 1740000   Return: 464.2   Time: 3:05:52
Num steps: 1750000   Return: 369.2   Time: 3:06:54
Num steps: 1760000   Return: 395.4   Time: 3:08:02
Num steps: 1770000   Return: 436.4   Time: 3:09:14
Num steps: 1780000   Return: 441.4   Time: 3:10:21
Num steps: 1790000   Return: 461.9   Time: 3:11:26
Num steps: 1800000   Return: 409.5   Time: 3:12:32
Num steps: 1810000   Return: 447.1   Time: 3:13:38
Num steps: 1820000   Return: 424.4   Time: 3:14:49
Num steps: 1830000   Return: 426.1   Time: 3:15:56
Num steps: 1840000   Return: 422.5   Time: 3:17:03
Num steps: 1850000   Return: 494.9   Time: 3:18:08
Num steps: 1860000   Return: 428.2   Time: 3:19:12
Num steps: 1870000   Return: 418.2   Time: 3:20:15
Num steps: 1880000   Return: 481.0   Time: 3:21:22
Num steps: 1890000   Return: 457.6   Time: 3:22:25
Num steps: 1900000   Return: 452.1   Time: 3:23:29
Num steps: 1910000   Return: 504.2   Time: 3:24:38
Num steps: 1920000   Return: 539.9   Time: 3:25:45
Num steps: 1930000   Return: 475.7   Time: 3:26:48
Num steps: 1940000   Return: 563.6   Time: 3:27:51
Num steps: 1950000   Return: 552.0   Time: 3:28:58
Num steps: 1960000   Return: 492.5   Time: 3:30:03
Num steps: 1970000   Return: 424.8   Time: 3:31:05
Num steps: 1980000   Return: 513.9   Time: 3:32:10
Num steps: 1990000   Return: 490.2   Time: 3:33:15
Num steps: 2000000   Return: 500.9   Time: 3:34:18
Models saved to logs/StickInsect-v4/airl/20250425-2016/model
