Logging started at 20250515-1355
NVIDIA RTX A6000
Process ID: 3063747
Env: StickInsect-v4, experts/StickInsect_states_v1.pt, experts/StickInsect_actions_v1.pt, Seed: 0
Rollout length: 3000
Num steps: 2000000, Eval interval: 10000
Gamma: 0.995, Mix buffer: 1, Batch size: 64
lr_actor: 0.0001, lr_critic: 0.0001, lr_disc: 0.0001
Units Actor: (64, 64), Units Critic: (64, 64)
Units Disc R: (100, 100), Units Disc V: (100, 100)
Epoch ppo: 50, Epoch disc: 10
Clip Epsc: 0.2, Lambda: 0.97, Coef Ent: 0.01, Max Grad Norm: 10.0
Load data states: (2749, 47), actions: (2749, 18)
Expert data states: (2748, 47), actions: (2748, 18)
Expert buffer size: 2748
Initial state shape: (47,)
Num steps: 10000    Return: 3047.4   Time: 0:00:16
Num steps: 20000    Return: 2470.8   Time: 0:00:31
Num steps: 30000    Return: 3045.2   Time: 0:00:47
Num steps: 40000    Return: 3031.7   Time: 0:01:03
Num steps: 50000    Return: 3004.0   Time: 0:01:18
Num steps: 60000    Return: 3037.1   Time: 0:01:35
Num steps: 70000    Return: 3041.0   Time: 0:01:51
Num steps: 80000    Return: 2975.9   Time: 0:02:07
Num steps: 90000    Return: 3056.8   Time: 0:02:23
Num steps: 100000   Return: 3010.4   Time: 0:02:39
Num steps: 110000   Return: 2994.6   Time: 0:02:54
Num steps: 120000   Return: 2960.3   Time: 0:03:10
Num steps: 130000   Return: 3070.8   Time: 0:03:26
Num steps: 140000   Return: 3009.5   Time: 0:03:42
Num steps: 150000   Return: 3067.1   Time: 0:03:58
Num steps: 160000   Return: 2985.8   Time: 0:04:14
Num steps: 170000   Return: 3054.6   Time: 0:04:29
Num steps: 180000   Return: 3027.5   Time: 0:04:50
Num steps: 190000   Return: 3031.1   Time: 0:05:11
Num steps: 200000   Return: 3000.7   Time: 0:05:33
Num steps: 210000   Return: 3076.5   Time: 0:05:55
Num steps: 220000   Return: 3060.9   Time: 0:06:16
Num steps: 230000   Return: 2999.2   Time: 0:06:38
Num steps: 240000   Return: 3020.4   Time: 0:06:59
Num steps: 250000   Return: 3017.3   Time: 0:07:21
Num steps: 260000   Return: 3125.4   Time: 0:07:43
Num steps: 270000   Return: 3024.7   Time: 0:08:05
Num steps: 280000   Return: 2993.2   Time: 0:08:26
Num steps: 290000   Return: 2996.5   Time: 0:08:48
Num steps: 300000   Return: 2978.8   Time: 0:09:10
Num steps: 310000   Return: 3027.0   Time: 0:09:32
Num steps: 320000   Return: 3037.4   Time: 0:09:54
Num steps: 330000   Return: 2983.1   Time: 0:10:16
Num steps: 340000   Return: 3018.2   Time: 0:10:37
Num steps: 350000   Return: 3002.5   Time: 0:10:59
Num steps: 360000   Return: 2984.2   Time: 0:11:21
Num steps: 370000   Return: 3019.3   Time: 0:11:43
Num steps: 380000   Return: 3102.9   Time: 0:12:05
Num steps: 390000   Return: 2983.8   Time: 0:12:27
Num steps: 400000   Return: 3022.4   Time: 0:12:48
Num steps: 410000   Return: 3053.5   Time: 0:13:10
Num steps: 420000   Return: 2417.1   Time: 0:13:31
Num steps: 430000   Return: 3018.1   Time: 0:13:52
Num steps: 440000   Return: 3043.2   Time: 0:14:14
Num steps: 450000   Return: 3019.8   Time: 0:14:36
Num steps: 460000   Return: 3011.6   Time: 0:14:58
Num steps: 470000   Return: 3116.7   Time: 0:15:20
Num steps: 480000   Return: 3048.7   Time: 0:15:43
Num steps: 490000   Return: 3051.0   Time: 0:16:05
Num steps: 500000   Return: 2474.7   Time: 0:16:25
Num steps: 510000   Return: 3020.1   Time: 0:16:48
Num steps: 520000   Return: 3044.3   Time: 0:17:10
Num steps: 530000   Return: 3083.4   Time: 0:17:31
Num steps: 540000   Return: 2985.5   Time: 0:17:54
Num steps: 550000   Return: 3021.1   Time: 0:18:16
Num steps: 560000   Return: 3039.3   Time: 0:18:38
Num steps: 570000   Return: 2994.5   Time: 0:19:00
Num steps: 580000   Return: 3043.6   Time: 0:19:22
Num steps: 590000   Return: 3059.4   Time: 0:19:44
Num steps: 600000   Return: 3012.7   Time: 0:20:06
Num steps: 610000   Return: 2498.9   Time: 0:20:27
Num steps: 620000   Return: 2986.1   Time: 0:20:48
Num steps: 630000   Return: 3063.9   Time: 0:21:10
Num steps: 640000   Return: 3005.1   Time: 0:21:32
Num steps: 650000   Return: 2532.4   Time: 0:21:52
Num steps: 660000   Return: 3001.0   Time: 0:22:14
Num steps: 670000   Return: 3022.4   Time: 0:22:36
Num steps: 680000   Return: 3005.1   Time: 0:22:57
Num steps: 690000   Return: 3022.2   Time: 0:23:19
Num steps: 700000   Return: 2964.9   Time: 0:23:40
Num steps: 710000   Return: 2985.8   Time: 0:24:02
Num steps: 720000   Return: 3025.9   Time: 0:24:24
Num steps: 730000   Return: 3060.8   Time: 0:24:46
Num steps: 740000   Return: 2978.6   Time: 0:25:07
Num steps: 750000   Return: 3007.0   Time: 0:25:29
Num steps: 760000   Return: 2982.1   Time: 0:25:50
Num steps: 770000   Return: 2996.9   Time: 0:26:12
Num steps: 780000   Return: 3009.2   Time: 0:26:34
Num steps: 790000   Return: 3015.1   Time: 0:26:55
