Logging started at 20250827-2001
scale: [1. 1. 1. 1. 1. 1. 1. 1.]
mid: [0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1.]
scale: [1. 1. 1. 1. 1. 1. 1. 1.]
mid: [0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA GeForce RTX 4060 Laptop GPU
Process ID: 447538
Env: Ant-v4, experts/Ant_states.pt, experts/Ant_actions.pt, Seed: 0
Rollout length: 1000
Num steps: 2000000, Eval interval: 10000
Gamma: 0.995, Mix buffer: 1, Batch size: 64
lr_actor: 0.0001, lr_critic: 0.0001, lr_disc: 0.0001
Units Actor: (64, 64), Units Critic: (64, 64)
Units Disc R: (100, 100), Units Disc V: (100, 100)
Epoch ppo: 50, Epoch disc: 10
Clip Epsc: 0.2, Lambda: 0.97, Coef Ent: 0.01, Max Grad Norm: 10.0
Load data states: (64, 1000, 27), actions: (64, 1000, 8)
Expert data states: (63936, 27), actions: (63936, 8)
normalized expert action high: 0.9990000128746033
normalized expert action low: -0.9990000128746033
Expert buffer size: 63936
Initial state shape: (27,)
Num steps: 10000    Return: 921.1   Time: 0:00:10
Num steps: 20000    Return: 843.0   Time: 0:00:19
Num steps: 30000    Return: 792.0   Time: 0:00:30
Num steps: 40000    Return: 717.8   Time: 0:00:41
Num steps: 50000    Return: 751.3   Time: 0:00:52
Num steps: 60000    Return: 749.7   Time: 0:01:03
Num steps: 70000    Return: 747.3   Time: 0:01:13
Num steps: 80000    Return: 745.6   Time: 0:01:25
Num steps: 90000    Return: 649.6   Time: 0:01:37
Num steps: 100000   Return: 470.7   Time: 0:01:48
Num steps: 110000   Return: 328.7   Time: 0:01:58
Num steps: 120000   Return: 28.3    Time: 0:02:09
Num steps: 130000   Return: 67.1    Time: 0:02:20
Num steps: 140000   Return: 71.9    Time: 0:02:30
Num steps: 150000   Return: -21.0   Time: 0:02:41
Num steps: 160000   Return: 5.7     Time: 0:02:51
Num steps: 170000   Return: -175.5   Time: 0:03:01
Num steps: 180000   Return: 101.2   Time: 0:03:11
Num steps: 190000   Return: 86.4    Time: 0:03:22
Num steps: 200000   Return: 36.8    Time: 0:03:32
Num steps: 210000   Return: 34.2    Time: 0:03:43
Num steps: 220000   Return: -8.1    Time: 0:03:53
Num steps: 230000   Return: -358.0   Time: 0:04:04
Num steps: 240000   Return: -392.6   Time: 0:04:14
Num steps: 250000   Return: -268.8   Time: 0:04:25
Num steps: 260000   Return: 203.5   Time: 0:04:35
Num steps: 270000   Return: 381.6   Time: 0:04:45
Num steps: 280000   Return: 217.4   Time: 0:04:55
Num steps: 290000   Return: 151.0   Time: 0:05:07
Num steps: 300000   Return: 185.1   Time: 0:05:18
Num steps: 310000   Return: 234.8   Time: 0:05:28
Num steps: 320000   Return: 255.3   Time: 0:05:40
Num steps: 330000   Return: 330.3   Time: 0:05:51
Num steps: 340000   Return: 341.4   Time: 0:06:02
Num steps: 350000   Return: 301.5   Time: 0:06:13
Num steps: 360000   Return: 318.5   Time: 0:06:25
Num steps: 370000   Return: 297.9   Time: 0:06:35
Num steps: 380000   Return: 250.0   Time: 0:06:47
Num steps: 390000   Return: 94.2    Time: 0:06:58
Num steps: 400000   Return: 239.1   Time: 0:07:07
Num steps: 410000   Return: 399.3   Time: 0:07:17
Num steps: 420000   Return: 359.7   Time: 0:07:27
Num steps: 430000   Return: 365.8   Time: 0:07:38
Num steps: 440000   Return: 507.6   Time: 0:07:49
Num steps: 450000   Return: 445.0   Time: 0:07:59
Num steps: 460000   Return: 383.7   Time: 0:08:10
Num steps: 470000   Return: 393.5   Time: 0:08:20
Num steps: 480000   Return: 121.0   Time: 0:08:31
Num steps: 490000   Return: 216.8   Time: 0:08:42
Num steps: 500000   Return: 203.8   Time: 0:08:53
Num steps: 510000   Return: 677.2   Time: 0:09:01
Num steps: 520000   Return: 350.9   Time: 0:09:10
Num steps: 530000   Return: 401.0   Time: 0:09:18
Num steps: 540000   Return: 921.3   Time: 0:09:29
Num steps: 550000   Return: 1588.2   Time: 0:09:40
Num steps: 560000   Return: 1339.6   Time: 0:09:50
Num steps: 570000   Return: 1422.0   Time: 0:10:01
Num steps: 580000   Return: 1288.7   Time: 0:10:13
Num steps: 590000   Return: 1340.4   Time: 0:10:24
Num steps: 600000   Return: 1117.2   Time: 0:10:35
Num steps: 610000   Return: 1259.9   Time: 0:10:44
Num steps: 620000   Return: 1368.5   Time: 0:10:55
Num steps: 630000   Return: 1078.7   Time: 0:11:04
Num steps: 640000   Return: 1466.9   Time: 0:11:14
Num steps: 650000   Return: 1365.5   Time: 0:11:24
Num steps: 660000   Return: 1667.1   Time: 0:11:33
Num steps: 670000   Return: 1614.4   Time: 0:11:43
Num steps: 680000   Return: 1309.6   Time: 0:11:53
Num steps: 690000   Return: 1130.3   Time: 0:12:03
Num steps: 700000   Return: 929.0   Time: 0:12:14
Num steps: 710000   Return: 690.0   Time: 0:12:24
Num steps: 720000   Return: 1521.4   Time: 0:12:34
Num steps: 730000   Return: 846.0   Time: 0:12:45
Num steps: 740000   Return: 794.0   Time: 0:12:56
Num steps: 750000   Return: 247.8   Time: 0:13:05
Num steps: 760000   Return: 890.4   Time: 0:13:15
Num steps: 770000   Return: 1233.8   Time: 0:13:26
Num steps: 780000   Return: 1361.3   Time: 0:13:36
Num steps: 790000   Return: 773.2   Time: 0:13:46
Num steps: 800000   Return: 901.6   Time: 0:13:57
Num steps: 810000   Return: 1282.5   Time: 0:14:06
Num steps: 820000   Return: 881.6   Time: 0:14:15
Num steps: 830000   Return: 1633.6   Time: 0:14:26
Num steps: 840000   Return: 1751.4   Time: 0:14:36
Num steps: 850000   Return: 1564.7   Time: 0:14:46
Num steps: 860000   Return: 1936.4   Time: 0:14:56
Num steps: 870000   Return: 2103.1   Time: 0:15:06
Num steps: 880000   Return: 2044.4   Time: 0:15:17
Num steps: 890000   Return: 1975.3   Time: 0:15:27
Num steps: 900000   Return: 2002.4   Time: 0:15:37
Num steps: 910000   Return: 1761.2   Time: 0:15:47
Num steps: 920000   Return: 1153.7   Time: 0:15:56
Num steps: 930000   Return: 2261.8   Time: 0:16:06
Num steps: 940000   Return: 2110.0   Time: 0:16:16
