Logging started at 20250527-1903
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 1320091
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -6348.4   Time: 0:00:06
Num steps: 330000   Return: 2188.1   Time: 1:06:48
Num steps: 340000   Return: 1621.2   Time: 1:09:00
Num steps: 350000   Return: 3894.8   Time: 1:11:09
Num steps: 360000   Return: 2622.0   Time: 1:13:10
Num steps: 370000   Return: 2174.3   Time: 1:15:22
Num steps: 380000   Return: 1603.7   Time: 1:17:34
Num steps: 390000   Return: -4550.2   Time: 1:19:46
Num steps: 400000   Return: 3135.1   Time: 1:21:50
Num steps: 410000   Return: 1377.6   Time: 1:23:58
Num steps: 420000   Return: 5633.2   Time: 1:26:01
Num steps: 430000   Return: 3195.3   Time: 1:28:02
Num steps: 440000   Return: 1134.1   Time: 1:30:13
Num steps: 450000   Return: -2616.7   Time: 1:32:28
Num steps: 460000   Return: 1445.9   Time: 1:34:34
Num steps: 470000   Return: 2028.6   Time: 1:36:29
Num steps: 480000   Return: 2231.3   Time: 1:38:31
Num steps: 490000   Return: 637.0   Time: 1:40:37
Num steps: 500000   Return: 4981.8   Time: 1:42:48
Num steps: 510000   Return: 9457.9   Time: 1:45:05
Num steps: 520000   Return: 1075.9   Time: 1:47:22
Num steps: 530000   Return: 3871.5   Time: 1:49:39
Num steps: 540000   Return: 5536.4   Time: 1:51:56
Num steps: 550000   Return: 8007.2   Time: 1:54:11
Num steps: 560000   Return: 8522.0   Time: 1:56:25
Num steps: 570000   Return: 2880.4   Time: 1:58:43
Num steps: 580000   Return: 8663.5   Time: 2:01:00
Num steps: 590000   Return: 5268.4   Time: 2:03:05
Num steps: 600000   Return: 7543.4   Time: 2:05:17
Num steps: 610000   Return: 7491.8   Time: 2:07:25
Num steps: 620000   Return: 6723.1   Time: 2:09:24
Num steps: 630000   Return: 6314.5   Time: 2:11:31
Num steps: 640000   Return: 7595.4   Time: 2:13:39
Num steps: 650000   Return: 1991.6   Time: 2:15:45
Num steps: 660000   Return: 7395.5   Time: 2:17:54
Num steps: 670000   Return: 8555.0   Time: 2:19:55
Num steps: 680000   Return: 8342.9   Time: 2:21:56
Num steps: 690000   Return: 5699.7   Time: 2:24:12
Num steps: 700000   Return: 19914.4   Time: 2:26:30
Num steps: 710000   Return: 4148.6   Time: 2:28:51
Num steps: 720000   Return: 24335.8   Time: 2:31:05
Num steps: 730000   Return: 6734.8   Time: 2:33:19
Num steps: 740000   Return: 11434.5   Time: 2:35:27
Num steps: 750000   Return: 5477.9   Time: 2:37:34
Num steps: 760000   Return: 7865.2   Time: 2:39:44
Num steps: 770000   Return: 11992.2   Time: 2:41:57
Num steps: 780000   Return: 11288.4   Time: 2:44:11
Num steps: 790000   Return: 14183.0   Time: 2:46:23
Num steps: 800000   Return: 32684.8   Time: 2:48:34
Num steps: 810000   Return: 5352.4   Time: 2:50:43
Num steps: 820000   Return: 10571.9   Time: 2:52:47
Num steps: 830000   Return: 50619.9   Time: 2:54:47
Num steps: 840000   Return: 20762.4   Time: 2:56:57
Num steps: 850000   Return: 25600.6   Time: 2:59:03
Num steps: 860000   Return: 4454.6   Time: 3:00:59
Num steps: 870000   Return: -1172.7   Time: 3:03:16
Num steps: 880000   Return: 77850.9   Time: 3:05:30
Num steps: 890000   Return: 10197.2   Time: 3:07:38
Num steps: 900000   Return: 9839.4   Time: 3:09:44
Num steps: 910000   Return: 17187.2   Time: 3:12:00
Num steps: 920000   Return: 26897.9   Time: 3:14:05
Num steps: 930000   Return: 63336.4   Time: 3:16:23
Num steps: 940000   Return: 32515.3   Time: 3:18:32
Num steps: 950000   Return: 9623.6   Time: 3:20:40
Num steps: 960000   Return: 26815.0   Time: 3:22:49
Num steps: 970000   Return: 20331.8   Time: 3:24:58
Num steps: 980000   Return: 42648.5   Time: 3:27:16
Num steps: 990000   Return: 51340.9   Time: 3:29:28
Num steps: 1000000   Return: 38713.2   Time: 3:31:44
