Logging started at 20250527-1333
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 1238274
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -4321.6   Time: 0:00:07
Num steps: 20000    Return: -13055.1   Time: 0:02:15
Num steps: 30000    Return: -2433.9   Time: 0:04:09
Num steps: 40000    Return: -1682.5   Time: 0:06:30
Num steps: 50000    Return: -826.0   Time: 0:08:43
Num steps: 60000    Return: -723.0   Time: 0:10:56
Num steps: 70000    Return: -1278.0   Time: 0:13:12
Num steps: 80000    Return: -1931.8   Time: 0:15:30
Num steps: 90000    Return: -347.5   Time: 0:17:44
Num steps: 100000   Return: -258.9   Time: 0:20:00
Num steps: 110000   Return: -266.3   Time: 0:22:16
Num steps: 120000   Return: -640.7   Time: 0:24:19
Num steps: 130000   Return: -304.1   Time: 0:26:17
Num steps: 140000   Return: -392.7   Time: 0:28:10
Num steps: 150000   Return: -67.0   Time: 0:30:09
Num steps: 160000   Return: -2781.9   Time: 0:32:07
Num steps: 170000   Return: -240.4   Time: 0:34:04
Num steps: 180000   Return: -185.5   Time: 0:36:03
Num steps: 190000   Return: -253.9   Time: 0:37:56
Num steps: 200000   Return: -92.1   Time: 0:39:41
Num steps: 210000   Return: -302.3   Time: 0:41:21
Num steps: 220000   Return: -377.9   Time: 0:42:51
Num steps: 230000   Return: -87.8   Time: 0:44:18
Num steps: 240000   Return: -4601.1   Time: 0:45:52
Num steps: 250000   Return: -36.0   Time: 0:47:23
Num steps: 260000   Return: -178.1   Time: 0:49:05
Num steps: 270000   Return: -68.8   Time: 0:50:41
Num steps: 280000   Return: -85.3   Time: 0:52:16
Num steps: 290000   Return: -247.0   Time: 0:53:54
