Logging started at 20250314-1353
NVIDIA RTX A6000
Process ID: 639945
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (27,)
Num steps: 10000    Return: 992.5   Time: 0:00:08
Num steps: 20000    Return: 563.0   Time: 0:01:54
Num steps: 30000    Return: 98.7    Time: 0:03:45
Num steps: 40000    Return: 398.6   Time: 0:05:40
Num steps: 50000    Return: 442.8   Time: 0:07:31
Num steps: 60000    Return: 429.3   Time: 0:09:20
Num steps: 70000    Return: 333.9   Time: 0:11:11
Num steps: 80000    Return: 650.7   Time: 0:13:03
Num steps: 90000    Return: 475.5   Time: 0:14:53
Num steps: 100000   Return: 1007.8   Time: 0:16:45
Num steps: 110000   Return: 784.7   Time: 0:18:32
Num steps: 120000   Return: 895.3   Time: 0:20:22
Num steps: 130000   Return: 775.9   Time: 0:22:07
Num steps: 140000   Return: 748.1   Time: 0:23:54
Num steps: 150000   Return: 1153.0   Time: 0:25:36
Num steps: 160000   Return: 1254.0   Time: 0:27:17
Num steps: 170000   Return: 1267.5   Time: 0:28:58
Num steps: 180000   Return: 1251.6   Time: 0:30:38
Num steps: 190000   Return: 289.0   Time: 0:32:18
Num steps: 200000   Return: 1556.2   Time: 0:34:01
Num steps: 210000   Return: 2078.8   Time: 0:35:50
Num steps: 220000   Return: 2507.4   Time: 0:37:36
Num steps: 230000   Return: 2089.7   Time: 0:39:28
Num steps: 240000   Return: 2260.6   Time: 0:41:15
Num steps: 250000   Return: 1144.3   Time: 0:42:56
Num steps: 260000   Return: 1432.7   Time: 0:44:38
Num steps: 270000   Return: 880.1   Time: 0:46:18
Num steps: 280000   Return: 1146.8   Time: 0:47:56
Num steps: 290000   Return: 890.6   Time: 0:49:36
Num steps: 300000   Return: 1862.7   Time: 0:51:14
Num steps: 310000   Return: 2481.9   Time: 0:52:54
Num steps: 320000   Return: 2578.8   Time: 0:54:34
Num steps: 330000   Return: 2661.6   Time: 0:56:13
Num steps: 340000   Return: 1818.5   Time: 0:57:51
Num steps: 350000   Return: 2849.7   Time: 0:59:30
Num steps: 360000   Return: 1912.9   Time: 1:01:07
Num steps: 370000   Return: 1703.3   Time: 1:02:46
Num steps: 380000   Return: 2728.9   Time: 1:04:26
Num steps: 390000   Return: 1296.5   Time: 1:06:01
Num steps: 400000   Return: 2981.8   Time: 1:07:40
Num steps: 410000   Return: 1816.5   Time: 1:09:18
Num steps: 420000   Return: 2204.8   Time: 1:10:56
Num steps: 430000   Return: 3246.2   Time: 1:12:31
Num steps: 440000   Return: 3439.2   Time: 1:14:09
Num steps: 450000   Return: 3269.4   Time: 1:15:58
