Logging started at 20250424-2205
NVIDIA RTX A6000
Process ID: 1594057
Env: StickInsect-v4, experts/StickInsect_states.pt, experts/StickInsect_actions.pt, Seed: 0
Rollout length: 1000
Num steps: 2000000, Eval interval: 10000
Gamma: 0.995, Mix buffer: 1, Batch size: 64
lr_actor: 5e-05, lr_critic: 5e-05, lr_disc: 5e-05
Units Actor: (64, 64), Units Critic: (64, 64)
Units Disc R: (100, 100), Units Disc V: (100, 100)
Epoch ppo: 50, Epoch disc: 10
Clip Epsc: 0.2, Lambda: 0.97, Coef Ent: 0.01, Max Grad Norm: 10.0
Load data states: (5208, 47), actions: (5208, 18)
Expert data states: (5207, 47), actions: (5207, 18)
Expert buffer size: 5207
Initial state shape: (47,)
Num steps: 10000    Return: 497.9   Time: 0:00:38
Num steps: 20000    Return: 1258.9   Time: 0:01:10
Num steps: 30000    Return: -8410.0   Time: 0:01:46
Num steps: 40000    Return: -360.0   Time: 0:02:21
Num steps: 50000    Return: -1280.5   Time: 0:02:56
Num steps: 60000    Return: 1779.2   Time: 0:03:33
Num steps: 70000    Return: 4030.1   Time: 0:04:07
Num steps: 80000    Return: 948.6   Time: 0:04:40
Num steps: 90000    Return: 1951.1   Time: 0:05:12
Num steps: 100000   Return: 1067.9   Time: 0:05:47
Num steps: 110000   Return: 2312.8   Time: 0:06:22
Num steps: 120000   Return: -405.4   Time: 0:06:56
Num steps: 130000   Return: -2170.7   Time: 0:07:30
Num steps: 140000   Return: -2132.1   Time: 0:08:01
Num steps: 150000   Return: -4642.6   Time: 0:08:34
Num steps: 160000   Return: 3005.5   Time: 0:09:04
Num steps: 170000   Return: 7595.4   Time: 0:09:36
Num steps: 180000   Return: 132.4   Time: 0:10:07
Num steps: 190000   Return: 2426.1   Time: 0:10:40
Num steps: 200000   Return: -8653.1   Time: 0:11:14
Num steps: 210000   Return: -3129.0   Time: 0:11:46
Num steps: 220000   Return: 4378.2   Time: 0:12:19
Num steps: 230000   Return: 6332.0   Time: 0:12:48
Num steps: 240000   Return: 1430.3   Time: 0:13:19
Num steps: 250000   Return: -6393.0   Time: 0:13:51
Num steps: 260000   Return: -2665.3   Time: 0:14:27
Num steps: 270000   Return: -9657.3   Time: 0:15:03
Num steps: 280000   Return: -7613.8   Time: 0:15:38
Num steps: 290000   Return: -14909.5   Time: 0:16:13
Num steps: 300000   Return: -10851.9   Time: 0:16:44
Num steps: 310000   Return: -16000.0   Time: 0:17:20
Num steps: 320000   Return: -15924.5   Time: 0:17:54
Num steps: 330000   Return: -20146.5   Time: 0:18:30
Num steps: 340000   Return: -6127.3   Time: 0:19:02
Num steps: 350000   Return: -8422.2   Time: 0:19:34
Num steps: 360000   Return: -9068.9   Time: 0:20:10
Num steps: 370000   Return: 5868.9   Time: 0:20:41
Num steps: 380000   Return: 16321.5   Time: 0:21:12
Num steps: 390000   Return: -3482.5   Time: 0:21:42
Num steps: 400000   Return: 2192.2   Time: 0:22:12
Num steps: 410000   Return: -2985.1   Time: 0:22:44
Num steps: 420000   Return: -4935.0   Time: 0:23:14
Num steps: 430000   Return: -4002.5   Time: 0:23:47
Num steps: 440000   Return: 2882.6   Time: 0:24:17
Num steps: 450000   Return: -9991.9   Time: 0:24:48
Num steps: 460000   Return: 7098.7   Time: 0:25:20
Num steps: 470000   Return: -1184.8   Time: 0:25:53
Num steps: 480000   Return: 3526.6   Time: 0:26:25
Num steps: 490000   Return: 3393.4   Time: 0:27:01
Num steps: 500000   Return: 5586.1   Time: 0:27:35
Num steps: 510000   Return: 177.2   Time: 0:28:09
Num steps: 520000   Return: -5630.2   Time: 0:28:43
Num steps: 530000   Return: -11112.8   Time: 0:29:17
Num steps: 540000   Return: 982.6   Time: 0:29:52
Num steps: 550000   Return: -874.5   Time: 0:30:22
Num steps: 560000   Return: -11809.0   Time: 0:30:53
Num steps: 570000   Return: -12471.2   Time: 0:31:27
Num steps: 580000   Return: -25392.6   Time: 0:32:01
Num steps: 590000   Return: -11790.6   Time: 0:32:34
Num steps: 600000   Return: -14752.8   Time: 0:33:07
Num steps: 610000   Return: -26724.8   Time: 0:33:38
Num steps: 620000   Return: -22257.9   Time: 0:34:13
Num steps: 630000   Return: -18118.8   Time: 0:34:43
Num steps: 640000   Return: -15968.5   Time: 0:35:17
Num steps: 650000   Return: -21660.7   Time: 0:35:50
Num steps: 660000   Return: -17911.3   Time: 0:36:23
Num steps: 670000   Return: -5576.8   Time: 0:36:56
Num steps: 680000   Return: -12196.4   Time: 0:37:32
Num steps: 690000   Return: -14315.4   Time: 0:38:04
Num steps: 700000   Return: -9129.1   Time: 0:38:36
Num steps: 710000   Return: 9641.4   Time: 0:39:07
Num steps: 720000   Return: 6097.8   Time: 0:39:37
Num steps: 730000   Return: -2267.3   Time: 0:40:08
Num steps: 740000   Return: -2047.5   Time: 0:40:37
Num steps: 750000   Return: -3105.5   Time: 0:41:05
Num steps: 760000   Return: -20221.2   Time: 0:41:41
Num steps: 770000   Return: -15046.9   Time: 0:42:14
Num steps: 780000   Return: -13210.4   Time: 0:42:49
Num steps: 790000   Return: -12007.0   Time: 0:43:22
Num steps: 800000   Return: -2560.3   Time: 0:43:55
Num steps: 810000   Return: -12737.2   Time: 0:44:25
Num steps: 820000   Return: -17557.5   Time: 0:45:00
Num steps: 830000   Return: -20827.8   Time: 0:45:33
Num steps: 840000   Return: -7817.7   Time: 0:46:02
Num steps: 850000   Return: -181.8   Time: 0:46:29
Num steps: 860000   Return: -22306.6   Time: 0:47:01
Num steps: 870000   Return: -11680.7   Time: 0:47:31
Num steps: 880000   Return: -3648.0   Time: 0:48:06
Num steps: 890000   Return: -26485.4   Time: 0:48:39
Num steps: 900000   Return: 6205.1   Time: 0:49:13
Num steps: 910000   Return: -12514.8   Time: 0:49:47
Num steps: 920000   Return: -13000.6   Time: 0:50:23
Num steps: 930000   Return: -17334.2   Time: 0:50:54
Num steps: 940000   Return: -23811.9   Time: 0:51:29
Num steps: 950000   Return: -28000.3   Time: 0:52:02
Num steps: 960000   Return: -26236.6   Time: 0:52:35
Num steps: 970000   Return: -17195.6   Time: 0:53:10
Num steps: 980000   Return: -20197.1   Time: 0:53:39
Num steps: 990000   Return: -11749.3   Time: 0:54:14
Num steps: 1000000   Return: -5006.2   Time: 0:54:48
Num steps: 1010000   Return: -10652.7   Time: 0:55:20
Num steps: 1020000   Return: -1090.6   Time: 0:55:49
Num steps: 1030000   Return: -10529.5   Time: 0:56:25
Num steps: 1040000   Return: -16783.2   Time: 0:56:58
Num steps: 1050000   Return: -5322.6   Time: 0:57:31
Num steps: 1060000   Return: -24081.5   Time: 0:58:04
Num steps: 1070000   Return: -9259.6   Time: 0:58:39
Num steps: 1080000   Return: -273.3   Time: 0:59:08
Num steps: 1090000   Return: -13322.9   Time: 0:59:40
Num steps: 1100000   Return: -21100.2   Time: 1:00:12
Num steps: 1110000   Return: -11041.0   Time: 1:00:45
Num steps: 1120000   Return: -7043.4   Time: 1:01:17
Num steps: 1130000   Return: -3265.6   Time: 1:01:50
Num steps: 1140000   Return: -10706.5   Time: 1:02:23
Num steps: 1150000   Return: -13218.5   Time: 1:02:55
Num steps: 1160000   Return: -44770.2   Time: 1:03:27
Num steps: 1170000   Return: 4899.5   Time: 1:03:56
Num steps: 1180000   Return: 15370.4   Time: 1:04:30
Num steps: 1190000   Return: -16488.3   Time: 1:05:01
Num steps: 1200000   Return: -7519.2   Time: 1:05:30
Num steps: 1210000   Return: -11452.9   Time: 1:05:58
Num steps: 1220000   Return: 2397.0   Time: 1:06:25
Num steps: 1230000   Return: -36801.7   Time: 1:06:57
Num steps: 1240000   Return: 1550.3   Time: 1:07:27
Num steps: 1250000   Return: 8068.2   Time: 1:07:58
Num steps: 1260000   Return: 482.3   Time: 1:08:25
Num steps: 1270000   Return: -6425.1   Time: 1:08:52
Num steps: 1280000   Return: -39276.7   Time: 1:09:20
Num steps: 1290000   Return: -16721.1   Time: 1:09:50
Num steps: 1300000   Return: -8090.2   Time: 1:10:17
Num steps: 1310000   Return: -8510.5   Time: 1:10:47
Num steps: 1320000   Return: 2315.1   Time: 1:11:14
Num steps: 1330000   Return: -7088.6   Time: 1:11:43
Num steps: 1340000   Return: -3303.6   Time: 1:12:10
Num steps: 1350000   Return: -11239.5   Time: 1:12:40
Num steps: 1360000   Return: -8902.9   Time: 1:13:07
Num steps: 1370000   Return: -28923.7   Time: 1:13:33
Num steps: 1380000   Return: -4368.4   Time: 1:14:00
Num steps: 1390000   Return: -20468.4   Time: 1:14:30
Num steps: 1400000   Return: 3248.8   Time: 1:15:01
