2.592126727104187012e-01,3.468508273363113403e-02,5.863847211003303528e-02,9.670109720900654793e-04,-6.186518669128417969e-01,3.136476576328277588e-01,-1.304381132125854492e+00,-1.076475158333778381e-01,-1.843318715691566467e-02,-1.159435510635375977e+00,7.892679572105407715e-01,3.107692301273345947e-01,-1.306107878684997559e+00,6.053250432014465332e-01,-3.512792289257049561e-01,1.292668104171752930e+00,-9.660962224006652832e-02,-2.235439419746398926e-01,1.309227824211120605e+00,-6.032184362411499023e-01,-3.991819322109222412e-01,1.306688785552978516e+00,2.416934072971343994e-01,4.556199535727500916e-02,2.402132898569107056e-01,2.697949707508087158e-01,1.359745562076568604e-01,2.331730127334594727e-01,3.701086714863777161e-02,4.063906148076057434e-02,8.274883031845092773e-02,1.264887582510709763e-02,6.148493662476539612e-02,8.081224560737609863e-02
2.382378429174423218e-01,1.485076826065778732e-02,8.493478596210479736e-02,-4.392086993902921677e-03,-7.046640515327453613e-01,5.072281360626220703e-01,-1.618513226509094238e+00,-3.901298344135284424e-01,1.639247685670852661e-02,-1.241606473922729492e+00,8.906264305114746094e-01,5.343779921531677246e-01,-1.620231747627258301e+00,8.109366893768310547e-01,-4.946619570255279541e-01,1.578649282455444336e+00,-3.326018154621124268e-01,-3.241498768329620361e-01,1.623300075531005859e+00,-4.126967489719390869e-01,-6.468039155006408691e-01,1.620877385139465332e+00,1.252958625555038452e-01,0.000000000000000000e+00,6.358037889003753662e-02,6.066760063171386719e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.482522070407867432e-02,1.493878941982984543e-02,1.153347492218017578e-01,9.526737965643405914e-03,6.212658435106277466e-02,1.315678805112838745e-01
2.209678590297698975e-01,6.194906774908304214e-03,1.115010306239128113e-01,-2.006455883383750916e-02,-7.223318219184875488e-01,6.037346124649047852e-01,-1.928412675857543945e+00,-5.824840068817138672e-01,9.053014963865280151e-02,-1.322404265403747559e+00,9.226872324943542480e-01,5.959752798080444336e-01,-1.852312207221984863e+00,1.011049985885620117e+00,-5.889857411384582520e-01,1.702884197235107422e+00,-4.329175949096679688e-01,-3.438451886177062988e-01,1.846514105796813965e+00,-3.476310074329376221e-01,-8.197087049484252930e-01,1.935050129890441895e+00,4.340954303741455078e+00,1.146937179565429688e+01,0.000000000000000000e+00,4.166226387023925781e+00,6.669435650110244751e-02,7.968398183584213257e-02,8.623952046036720276e-03,9.591799229383468628e-03,1.045987904071807861e-01,9.949264116585254669e-03,5.198982730507850647e-02,1.441035568714141846e-01
2.205006927251815796e-01,3.407065570354461670e-02,9.591189026832580566e-02,-2.934303507208824158e-02,-7.266652584075927734e-01,6.034657359123229980e-01,-2.160691499710083008e+00,-6.540692448616027832e-01,8.745979517698287964e-02,-1.379819869995117188e+00,9.311874508857727051e-01,5.898742675781250000e-01,-1.927533149719238281e+00,1.082448244094848633e+00,-6.040386557579040527e-01,1.749825239181518555e+00,-4.671601355075836182e-01,-3.473587632179260254e-01,1.930251717567443848e+00,-3.345605731010437012e-01,-9.019889831542968750e-01,2.227080821990966797e+00,3.420190572738647461e+00,3.919111013412475586e+00,0.000000000000000000e+00,3.255415678024291992e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.852328337728977203e-03,9.956249967217445374e-03,8.895530551671981812e-02,9.994631633162498474e-03,4.181569069623947144e-02,1.216727122664451599e-01
2.301470339298248291e-01,5.984609574079513550e-02,6.339731812477111816e-02,-3.283036872744560242e-02,-7.301041483879089355e-01,5.350983738899230957e-01,-2.241363048553466797e+00,-6.779870986938476562e-01,4.412109404802322388e-02,-1.402392029762268066e+00,9.339266419410705566e-01,5.828964710235595703e-01,-1.944249272346496582e+00,1.101106762886047363e+00,-5.746042728424072266e-01,1.771379232406616211e+00,-4.794997572898864746e-01,-3.432472944259643555e-01,1.961873650550842285e+00,-3.318840265274047852e-01,-8.071143031120300293e-01,2.356174707412719727e+00,1.852350234985351562e+00,2.217439889907836914e+00,0.000000000000000000e+00,4.194990158081054688e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.044300664216279984e-02,9.995382279157638550e-03,8.114083111286163330e-02,9.999503381550312042e-03,3.672696650028228760e-02,8.671820163726806641e-02
2.339852899312973022e-01,7.630746066570281982e-02,4.082166031002998352e-02,-4.025697708129882812e-02,-7.205452322959899902e-01,5.130022168159484863e-01,-2.270473003387451172e+00,-6.869922280311584473e-01,2.692623250186443329e-02,-1.414665937423706055e+00,9.354028105735778809e-01,5.770053267478942871e-01,-1.942378044128417969e+00,1.110516786575317383e+00,-5.615350008010864258e-01,1.784151673316955566e+00,-4.865601658821105957e-01,-3.379899561405181885e-01,1.971094369888305664e+00,-3.352722823619842529e-01,-7.465352416038513184e-01,2.399765014648437500e+00,0.000000000000000000e+00,3.742815181612968445e-02,0.000000000000000000e+00,4.646173477172851562e+00,0.000000000000000000e+00,2.598020946606993675e-03,1.539619266986846924e-02,1.013781502842903137e-02,7.413623481988906860e-02,1.000002585351467133e-02,3.027034923434257507e-02,6.734871864318847656e-02
2.333399504423141479e-01,9.371320158243179321e-02,2.521419897675514221e-02,-5.059725046157836914e-02,-7.016023993492126465e-01,4.995937347412109375e-01,-2.283371686935424805e+00,-6.871139407157897949e-01,1.360103301703929901e-02,-1.421604871749877930e+00,9.376426935195922852e-01,5.723590850830078125e-01,-1.937537431716918945e+00,1.118406891822814941e+00,-5.608847737312316895e-01,1.792450666427612305e+00,-4.939073622226715088e-01,-3.347795605659484863e-01,1.966395139694213867e+00,-3.405480086803436279e-01,-7.355149388313293457e-01,2.411016464233398438e+00,0.000000000000000000e+00,9.168633818626403809e-01,0.000000000000000000e+00,4.670983791351318359e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.801736652851104736e-02,9.988980367779731750e-03,6.809265166521072388e-02,1.000008266419172287e-02,2.187171019613742828e-02,5.686528235673904419e-02
2.319852262735366821e-01,1.051782816648483276e-01,1.260046660900115967e-02,-5.520420521497726440e-02,-6.863754987716674805e-01,4.949025511741638184e-01,-2.290634870529174805e+00,-6.851406097412109375e-01,9.234856814146041870e-03,-1.428197503089904785e+00,9.407236576080322266e-01,5.693960189819335938e-01,-1.931418299674987793e+00,1.121555447578430176e+00,-5.607620477676391602e-01,1.797917723655700684e+00,-4.991464316844940186e-01,-3.293522894382476807e-01,1.957265496253967285e+00,-3.449060916900634766e-01,-7.268481850624084473e-01,2.410281419754028320e+00,0.000000000000000000e+00,2.182214260101318359e+00,0.000000000000000000e+00,4.766416549682617188e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.974209956824779510e-02,9.998897090554237366e-03,6.199238821864128113e-02,1.000008918344974518e-02,1.388608664274215698e-02,4.772833362221717834e-02
2.320388704538345337e-01,1.112401708960533142e-01,5.270000201562652364e-06,-5.731274932622909546e-02,-6.700680255889892578e-01,4.910661280155181885e-01,-2.294246673583984375e+00,-6.808827519416809082e-01,4.776996094733476639e-03,-1.437176585197448730e+00,9.432377815246582031e-01,5.653018951416015625e-01,-1.927537560462951660e+00,1.124992966651916504e+00,-5.532429814338684082e-01,1.800924897193908691e+00,-5.030214786529541016e-01,-3.248123526573181152e-01,1.944837331771850586e+00,-3.473278582096099854e-01,-7.209736704826354980e-01,2.403941869735717773e+00,0.000000000000000000e+00,1.912184357643127441e+00,0.000000000000000000e+00,3.975883960723876953e+00,5.983789920806884766e+00,0.000000000000000000e+00,2.230150997638702393e-02,9.999960660934448242e-03,5.584928765892982483e-02,1.000008918344974518e-02,9.908868931233882904e-03,4.029175266623497009e-02
2.363056391477584839e-01,9.659645706415176392e-02,-1.397165190428495407e-02,-5.658369138836860657e-02,-6.632381677627563477e-01,4.969156384468078613e-01,-2.295963048934936523e+00,-6.797085404396057129e-01,5.894486792385578156e-03,-1.441272258758544922e+00,9.447891116142272949e-01,5.620608329772949219e-01,-1.923761248588562012e+00,1.125181078910827637e+00,-5.226956605911254883e-01,1.803343892097473145e+00,-5.030498504638671875e-01,-3.146806359291076660e-01,1.934313535690307617e+00,-3.475249111652374268e-01,-7.081887722015380859e-01,2.396736145019531250e+00,0.000000000000000000e+00,1.870818495750427246e+00,0.000000000000000000e+00,4.133159637451171875e+00,8.360301017761230469e+00,0.000000000000000000e+00,2.624521031975746155e-02,1.000007614493370056e-02,4.693146795034408569e-02,1.000008918344974518e-02,9.990295395255088806e-03,3.858869150280952454e-02
