sim_time,body_x,body_y,body_z,body_roll,body_pitch,body_yaw,motor_cmd_FL_TC,motor_cmd_FL_CF,motor_cmd_FL_FT,motor_cmd_ML_TC,motor_cmd_ML_CF,motor_cmd_ML_FT,motor_cmd_HL_TC,motor_cmd_HL_CF,motor_cmd_HL_FT,motor_cmd_FR_TC,motor_cmd_FR_CF,motor_cmd_FR_FT,motor_cmd_MR_TC,motor_cmd_MR_CF,motor_cmd_MR_FT,motor_cmd_HR_TC,motor_cmd_HR_CF,motor_cmd_HR_FT,motor_pos_FL_TC,motor_pos_FL_CF,motor_pos_FL_FT,motor_pos_ML_TC,motor_pos_ML_CF,motor_pos_ML_FT,motor_pos_HL_TC,motor_pos_HL_CF,motor_pos_HL_FT,motor_pos_FR_TC,motor_pos_FR_CF,motor_pos_FR_FT,motor_pos_MR_TC,motor_pos_MR_CF,motor_pos_MR_FT,motor_pos_HR_TC,motor_pos_HR_CF,motor_pos_HR_FT,qvel_body_x,qvel_body_y,qvel_body_z,qvel_body_roll,qvel_body_pitch,qvel_body_yaw,qvel_FL_TC,qvel_FL_CF,qvel_FL_FT,qvel_ML_TC,qvel_ML_CF,qvel_ML_FT,qvel_HL_TC,qvel_HL_CF,qvel_HL_FT,qvel_FR_TC,qvel_FR_CF,qvel_FR_FT,qvel_MR_TC,qvel_MR_CF,qvel_MR_FT,qvel_HR_TC,qvel_HR_CF,qvel_HR_FT,force_FL,force_ML,force_HL,force_FR,force_MR,force_HR,force_FL_x,force_FL_y,force_FL_z,force_ML_x,force_ML_y,force_ML_z,force_HL_x,force_HL_y,force_HL_z,force_FR_x,force_FR_y,force_FR_z,force_MR_x,force_MR_y,force_MR_z,force_HR_x,force_HR_y,force_HR_z,FL_foot_traj_x,FL_foot_traj_y,FL_foot_traj_z,ML_foot_traj_x,ML_foot_traj_y,ML_foot_traj_z,HL_foot_traj_x,HL_foot_traj_y,HL_foot_traj_z,FR_foot_traj_x,FR_foot_traj_y,FR_foot_traj_z,MR_foot_traj_x,MR_foot_traj_y,MR_foot_traj_z,HR_foot_traj_x,HR_foot_traj_y,HR_foot_traj_z,contact_info_FL,contact_info_ML,contact_info_HL,contact_info_FR,contact_info_MR,contact_info_HR
0.0,-1.5560382293975505,-0.04197364543604571,0.2698666042792683,-0.054937980770412814,0.009279404015959567,0.01687354448408197,-1.1735122464263281,0.2775905553979902,-1.7431562468846364,0.5531844746387351,0.3054683920102119,-2.2743957911916786,0.40506389645983004,0.7406762303685951,-2.6413228715825947,1.2227270589036034,-0.08218775059608023,1.1822403924951173,0.024036306885905318,-0.3264945210646747,2.229663730546921,-1.149910887550261,-0.35275311991012503,0.7450077518861238,-0.6135499416089901,0.25716880391074337,-1.2342652841004962,0.0871249046172194,0.19148665904145584,-1.3083848375873903,0.5868793439322065,0.4194184240534854,-1.30711166620302,0.548141936862906,-0.1470103152936116,1.1222295091576027,0.014965046858059638,-0.1471477224360746,1.308332814434054,-0.8080034894346878,-0.17816634303449014,0.921195035840806,-0.022835728525456567,0.08112958726392241,-0.042686919214175445,0.3480686747551697,-0.7505536374761356,0.7076608094995317,-3.1530491492991226,1.9951918309406114,-5.826867874815586,3.0492398203307216,3.548771779367459,-6.282834807470382,-4.0322063998727655,6.323171107052979,-6.2846574362082785,-0.08426495843281549,0.4344786220687405,1.332732872852045,0.19266237967648736,-4.030626221625633,6.2839881843439,-3.7698395241890905,-1.2070437666288252,-3.916345305882853,1.8899956884646805,0.08933335831933037,0.2085765045412009,3.8942709165473417,0.05526010145568255,0.1989416882920712,-0.915691099293922,1.662485177404493,0.8750627539697906,0.217477685442453,0.11873310350659275,-0.14939778680632534,-0.299276144764641,0.010140584660704319,-0.27796711636569305,-2.190362243220674,-2.428809500206115,2.4629762469961487,-0.12397447876406091,-0.02435868053971228,-0.2217987887539267,0.2753328929745127,0.28831403917979737,-0.0148756013473049,-1.2792454791859653,0.4602451436834815,0.008715211892669182,-1.7862058230144284,0.31088081280021945,0.05701120774838063,-2.1814817878352093,0.36302918109215315,0.07511144145815833,-1.2824763211685926,-0.5713767363693817,0.009456281687237295,-1.7438529447331614,-0.40769079169696415,0.06802811148468055,-2.263953259878085,-0.46176413740049826,0.07041823676776977,1,0,0,1,0,0
0.05,-1.560432892184028,-0.039571020323270395,0.25456208672762426,-0.03595273028052125,-0.06054543182004815,0.023780712744296287,-1.1767748956667445,0.38194477935943594,-1.9422361647612532,0.6334239809767016,0.3829277169199062,-2.1116326191329162,0.5510932650846239,0.7008293892070709,-2.4167154623224603,1.0845531236953572,-0.26987409161004666,1.3998470004267005,-0.2273921798996759,-0.39719307195627146,2.2121794468657185,-0.9571858543130245,-0.6405160689860259,1.1291382627797049,-0.8348930128830073,0.3410061661769346,-1.548401570258804,0.3664957409181583,0.3284452910299828,-1.6225141296449717,0.5125358340622596,0.6357142531255229,-1.6212603892221236,0.6627663856005717,-0.22546658792067156,1.2949247193633169,-0.030943900399973263,-0.3510755054668436,1.622465807988245,-0.9057975402675643,-0.43081571872747315,1.0088606240232298,-0.08789325572954976,0.04805250225550631,-0.3060903510328805,0.12568650001151388,-1.4004303496652328,-0.3716621775393303,-6.283238054620358,1.3807484743145713,-6.284323662763919,5.9268514393852465,2.455546426316664,-6.282007121293405,0.12275102969280234,3.537602975278819,-6.283352174365746,3.3299683643405547,-1.1244120484619873,2.3335207084756178,-2.422803273796967,-2.710136546225711,6.283279138438487,-1.1645329981246317,-4.987613244941376,2.6720205653644884,0.17043269349636875,0.0,0.1641796036588949,2.428955929076031,0.09932858765941771,0.07601600962483018,-0.29324126124524985,0.18686644590488322,-0.12771403411194554,0.05110937205256374,0.16013845194842574,-0.016773000934686345,0.30631683666098614,0.18762154927241328,0.0599577646996276,-1.3926615433586265,-0.7453012916667153,2.1015301775882045,0.2661257586909294,-0.12790912063618237,0.049131871625630756,-0.06845857095574251,-0.13314846425909324,-0.23188304831823495,-1.2367645240728655,0.3308838786264953,0.012514400004189626,-1.8538005495526484,0.24901721602054347,0.04002870033105489,-2.110654383908388,0.345370639353203,0.07270005427886522,-1.2399783340634993,-0.4972935931965029,0.009096524089320504,-1.7419567778299743,-0.3672819797841282,0.06632332501016194,-2.317022517461456,-0.4279307285855408,0.1023692060549499,1,0,0,1,0,0
0.1,-1.565738740052143,-0.045407821278763257,0.2212520017915191,-0.028602264648357557,-0.11752390373637456,-0.009031004602311722,-1.1818751045093407,0.4409068714628163,-2.089560052680825,0.39760722307915214,0.42483180935983533,-1.817994824875177,0.70814363604487,0.6807772750265623,-2.323951624147827,1.0041366155275815,-0.3704215677197715,1.5891862604021678,-0.37004373379889105,-0.4111701059338385,2.1194312047604154,-0.6372927990173678,-0.8319858567202247,1.6881761946354148,-1.0779320445750182,0.4407385585559018,-1.8470584346237726,0.5541135748009535,0.44093544997521844,-1.7775200387873775,0.6217560497857524,0.7539783034230613,-1.928007965019192,0.8863406671294235,-0.318533282033877,1.4801242579174223,-0.2221204173555179,-0.4150743753501639,1.917053497767797,-0.8650076496720751,-0.7262455744443883,1.3039415153254454,-0.10611695736229887,-0.11673601910985723,-0.6662016987221031,-0.6550411218922083,-1.1360238931021398,-0.09965068906396277,-3.0356817911602176,1.3546837350931051,-5.391935758842472,1.0960114216689887,3.93803771714841,-2.792279016870401,1.9133207207083378,2.5519075189500087,-4.803544434941374,3.777643387509434,-1.155144081025434,2.419367863920425,-3.3619784870508616,0.03390927229856029,4.498537845157946,2.5649647763259065,-5.192880461061839,6.2832846821926465,3.715828761124219,15.069626504218004,6.367429762413305,0.0,0.0,0.175641445352749,0.08689117098402405,3.3631850879547662,2.0037841388261737,1.7992892325442333,1.782328542230276,15.05813258022118,0.6966792779047496,4.6257851106002175,4.6095426864841516,0.08411648178961048,-0.05254157390837337,-0.135504129957229,-0.006711011461413225,-0.10252081037687488,-0.032215118783757844,-0.2978437497854586,-0.17868532114597815,-0.14306345510785817,-1.222790379806494,0.16516344492275403,0.009867798104854306,-1.8817456812037776,0.20557164959489538,0.00941921938732072,-2.0862335697254673,0.26838903027502126,0.008876528603568613,-1.1884114826693801,-0.39692052557256113,0.01144849734648988,-1.7906846873074014,-0.29765737272943127,0.015558487780579394,-2.297259421445486,-0.3922290225910664,0.10243272679396323,1,1,1,1,0,0
0.15000000000000002,-1.56937564524707,-0.05825891814424251,0.21316657412317708,0.0015738805936547247,-0.16121271302288126,-0.057428271406265385,-1.130050031994215,0.48688851998911026,-2.199525722636103,-0.013944834641347255,0.3591064339672404,-1.4800073872412995,0.8173272466307185,0.6644735939710957,-2.230589036335309,0.9680698726652615,-0.4502469125681466,1.7440694636862109,-0.4856745189264382,-0.4120076505522946,2.0253604163336765,-0.4062024709477558,-0.9322132970411473,2.206289368661277,-1.1254771052803751,0.4713770046090073,-2.0721500933192383,0.49590306280542396,0.4578332867849723,-1.6438107161447668,0.7418081371108636,0.8911816514305935,-2.1196745806997206,0.9848541209502972,-0.40267809386579584,1.6467261026661493,-0.2878653771298879,-0.5097581352397719,1.9968912582095153,-0.6364718988201683,-0.9065119068513485,1.6181082494567942,-0.07273810389853974,-0.257021937309585,-0.16170855336684054,-1.0709234525247364,-0.8402002334820089,-0.6335734075055943,-0.13406392706500606,0.25339690351134897,-2.8306196526745486,-3.515714354717499,-0.9415946403960946,3.688095076227558,1.5729681770308561,1.914638799642034,-2.4655979884634975,-0.37339061265815443,-1.0466372143879934,2.1624296008621657,-1.183379848420924,-2.081546183912596,0.6351605910520899,5.117527962576406,-1.9819628245616587,6.282798132804408,0.29985121822055055,3.134627462336211,7.0476845585840575,0.202189682751596,27.968830996574916,0.16660996264130423,0.389932204915207,0.2402464771661867,0.2002142505811471,-1.4769591162787898,-0.11794580469729965,2.987376921073423,2.2653031329285396,4.549920824730149,5.166774009512014,0.3447084970924799,0.11798650312283587,-0.1703284416206473,14.3162692214466,-3.6760898335374734,23.979446174347377,-0.3396306608060437,-0.10715860639203219,-0.08701098795224713,-1.2814582221185402,0.09030231263567617,0.01293879480139121,-1.8732657188598776,0.24673767309877503,0.010041213110045502,-2.0726137802732016,0.2251669643249329,0.009879447984325388,-1.197101000012915,-0.34500631778326,0.021602085364817704,-1.803220483513963,-0.27919750729534526,0.009762412660717467,-2.196129691828856,-0.4004042190657786,0.0783690140451853,1,1,1,0,1,0
0.2,-1.5608431849194508,-0.054959664886191445,0.21250016536376012,0.007900913762140572,-0.17628115235736655,-0.04813416035496067,-1.0552009768789383,0.5130443083228428,-2.2572930246091847,-0.4386015110959737,0.2177429719869761,-1.2430791400470227,0.8817700043798606,0.6289633028410628,-2.1302099304641695,0.9576050117959245,-0.5022658909053667,1.8552768456842108,-0.5756281737985588,-0.3791721557722875,1.9475364580448835,-0.34028973974658794,-0.8679896011073746,2.4516123687908733,-1.082968535667254,0.49739002664640486,-2.1927587959478094,0.22902253174980552,0.3216342159056295,-1.3818770963664067,0.8076956143703704,0.9259505398374303,-2.128214326271898,0.9660191125461651,-0.46709257837320795,1.780709561310029,-0.3808484334688623,-0.5572562302930055,1.9790590578369258,-0.4408671153792447,-0.916591586886645,1.9322315327314206,0.17064920655238236,0.06598506516102123,-0.013328175188339064,0.15166919518309047,-0.2823702066305854,-0.11738008869803387,0.6392618998873528,0.3341490411873575,-1.43430935511192,-6.227103673558974,-2.2086489503414017,3.3639202029822592,1.6457724383608279,0.7394531902001816,-0.050347394635431926,-0.15613449167053414,-0.7815235741766504,1.659256608520777,-2.226464810544279,-0.2780465427485398,-0.7008226643089093,2.3889152356458485,1.077980202912446,6.282860359329187,0.002820759825384017,1.4835268770756038,9.336950942138934,0.0,16.558483720441377,0.141164555517932,0.09384568895473479,-0.16642099898484525,-0.06806833608693118,-0.7077895372102334,0.4572650275157219,1.4574654066092632,6.178831266980351,2.0592134978495005,6.966714951627137,-0.1535009608111366,0.05026145442153458,-0.04973639742599521,9.205180787810475,4.970391536575884,13.092235532755982,0.23549076840838756,-0.1403260765015148,-0.20309097515612623,-1.3204715948022174,0.09043002828608998,0.016979181319806948,-1.8012292887019021,0.31602543162848235,0.010036803287234854,-2.0763553456353794,0.21069494783579895,0.009987135632847208,-1.2219002573155446,-0.3250464981576318,0.030154740747496914,-1.8163079406814147,-0.2788410104943008,0.00997456906066306,-2.0520998512407504,-0.38852921746525776,0.03481293756401444,0,1,1,0,1,0
0.25,-1.5414486780487218,-0.04260727757346195,0.2154570032394963,-0.00396664172969511,-0.16682121061201122,-0.006447320719560025,-0.9500329419786184,0.47812579475799055,-2.339198387722044,-0.695497281490891,0.042107113696382384,-1.164677485824941,0.9183346952619699,0.5850648167822362,-2.03247653535258,0.9471639321073124,-0.5113189708617109,1.9365754957129901,-0.7036054919004605,-0.3395798959816677,1.9417026826780064,-0.415193328796884,-0.7684840440909726,2.439648986133973,-1.0010733650303518,0.4870186004112578,-2.284887375411982,-0.08445593105552882,0.19811905703763366,-1.2361542592814494,0.8644180059117281,0.9044491112664732,-2.0705855833911775,0.9535700532517767,-0.49646338088847763,1.8805271814443612,-0.5510598666463619,-0.555042633987743,1.9546907564767904,-0.4178730072291217,-0.8762891070540044,2.2119562029453013,0.38789013741458156,0.2470477462545899,0.05913675751472336,0.885711575795201,0.2108864334830371,0.18610510505354255,1.122266330071487,-0.19638138106283015,-1.208577256589295,-6.241299819136694,-1.738707965573837,1.5898748780568164,1.1780685960023056,-0.9003137992594101,0.8463723030044619,-0.14081307142824795,-0.33089757005464693,1.2468610599619394,-3.425122491830404,0.8530042263638199,-0.2890140832724911,0.13010102310150023,0.5459691290794526,5.060389242469474,0.0,3.937662371679247,7.431873323597208,0.0,6.762100459263899,10.16267175420897,-0.007165518694288287,0.04410704720768529,-0.050649489953086865,-1.1773696534392688,3.255582136198199,2.2661058129835423,4.592141919298916,0.45980375801851936,6.078347104646494,-0.021493353301323605,0.020375893721903883,-0.038940449428775885,4.479129781681231,-2.19024630256946,4.859121354506353,0.7100715469871683,-6.711944514350312,7.863241387616332,-1.3539468206797556,0.106466792821477,0.010240181253721151,-1.6872035480383383,0.3396815034927598,0.009932272428402885,-2.093559333234559,0.1945378704248972,0.009998698506062281,-1.22295029869758,-0.28628217399076883,0.031977631949853036,-1.830788000623678,-0.27057309287339193,0.009997349180648252,-1.9616867576275083,-0.320202582176051,0.009527007118428814,0,1,1,0,1,1
0.3,-1.519075492419563,-0.03310751515757127,0.22132798124274028,-0.027028188208113684,-0.1301139815401311,0.03253624649671986,-0.8109635905607911,0.5106685244763224,-2.3807310373866994,-0.6803084799812442,-0.04942547459838455,-1.2990506112459592,0.9282709299485956,0.5426169860311165,-1.928095140155123,0.9565434023014888,-0.49401341409325983,1.9990029749741018,-0.7172838615691522,-0.3962264314489613,1.827124940468693,-0.5139500070084105,-0.716145229820995,2.3605317859674324,-0.8913692357328764,0.5036251196104792,-2.3471037718302665,-0.39711614410917534,0.1412335788568835,-1.2489757942526634,0.9047394306604138,0.8110747484096881,-1.9804258657125924,0.9556570473884896,-0.4939933154707824,1.9561485390821514,-0.6583894150798395,-0.4589528031824167,1.8750354503070599,-0.4738174497738529,-0.7796614636700002,2.309675547428712,0.44746371258317374,0.18999524831781356,0.11741956006487975,0.846406995802006,0.7556553674138994,0.3909723675342888,1.8726068259432538,0.22659118894756128,-0.7500886816218002,-6.247114503359981,-1.212489741599003,-1.1130753872460086,0.5222016761981686,-2.1202756648948227,1.16482493720896,0.012401563225726005,0.050019098311141146,0.9523983327877167,-1.3534584132663021,1.317200668150853,-1.0646699434873563,-0.884676651623686,1.411559082130691,1.1353107880600088,5.167772679710067,3.6576473654301798,5.235913492435843,0.0,6.32773884346576,4.086538418415122,3.076815900621283,-0.39097836009497333,4.38101853187855,-0.8895967596184734,3.304775626426789,1.780033387400963,2.8457619105314595,1.855420782798867,4.243607941901847,0.016413485735485577,0.03167449449156057,-0.07193527410300243,2.470569180442184,0.13456380002038237,6.040658483713925,1.374044620840206,-2.3365242384411546,3.3207028586830676,-1.3763946431222982,0.11842559362631794,0.009839187305402907,-1.5782532698033314,0.30813848981249914,0.009992807614341556,-2.10861163366516,0.1766959119474627,0.009999940060120088,-1.223169633176449,-0.25171042781821806,0.022646311305807798,-1.832627429536166,-0.26664289257876167,0.009999795177406531,-1.922482640906641,-0.2793228820322269,0.009949292583027581,1,1,1,0,1,1
0.35,-1.4953803176941032,-0.031170242428994126,0.23013680895328828,0.007542695273477233,-0.0964860998779851,0.04416152067299001,-0.8006571056113931,0.688906782011761,-2.0967981426334505,-0.5781477115107156,0.027891220293284773,-1.5428888985151514,0.95120776607822,0.5078369000355367,-1.8182134061208883,0.940440236025704,-0.46487637099592677,2.0585798551927565,-0.44239977014865695,-0.39137449929415485,1.45903978981931,-0.6107637638268077,-0.6955005711841649,2.29281660610785,-0.8312605827761674,0.48301812529623384,-2.2694785238952995,-0.5709330313103916,0.09697324265775534,-1.3922588151707267,0.9365770581408829,0.6707737427197944,-1.8790096073775384,0.9450041591190542,-0.4915689889976976,2.0213206973495086,-0.57867711117446,-0.40982495896813365,1.6841783892938331,-0.5600821218977808,-0.7247986928044701,2.3008259198116683,0.473903494509198,0.03874545457154294,0.17617655421096,0.11702806582872025,0.6312860115087691,-0.7223818248372109,0.724886192317926,-0.800778104255154,3.6280422027108914,-1.325254918166738,-0.9710580952456724,-3.346857296628374,0.4613709690074195,-2.508066521251409,1.3511048919020292,-0.10154480366416606,-0.6203087923851216,0.8353543067732487,3.090792999755632,0.5461636715238152,-5.001703976916474,-1.130655576106541,0.662699221639295,-0.17838642628370083,0.2323874948568746,4.7519558326109,8.200197632883977,4.945757386209445,1.3337545993334092,1.7173938632287262,0.003425742054577523,-0.4321478348046549,0.01398066070069513,-0.3861242092419681,4.277725197437524,2.4645165445528003,0.36186972765297926,-0.6193186352627111,8.369517011138353,-0.9883253123556415,-2.465684920135741,4.407088611464647,-0.6108450886345687,0.46562007181739523,1.3275802790747444,0.3554161662508152,-0.768003661191609,1.7205374020668764,-1.3572768807832614,0.1529449880901337,0.01044218846934878,-1.5174941804561386,0.25241992341229813,0.009999307530437714,-2.108975544229429,0.17515828813154338,0.010000073370971356,-1.2299933261121878,-0.23032271430281917,0.009235653526851099,-1.8210866086227075,-0.2958403162649646,0.013194958752694934,-1.9162640580670045,-0.2582499131783403,0.009913767128092978,1,1,1,1,1,1
0.39999999999999997,-1.469226328774582,-0.04097081523781935,0.24054780987363245,0.05199102168265592,-0.07578299027437196,0.023252638542739002,-0.8959179476723025,0.7282017171356575,-1.5516682070223284,-0.5098395479717762,0.04731950664010729,-1.7087944882470005,0.9898314432321476,0.48075184820688466,-1.6895022151228662,0.8919508867404754,-0.4557231793394746,2.1313998175953692,0.03316459241698587,-0.2792394196916008,1.0028279783507403,-0.7210890990758716,-0.6978884207491984,2.201482133202114,-0.8690993089290261,0.46332815051587195,-1.9900543088565523,-0.5508468411590617,0.07072791758556969,-1.586455571978562,0.9725927893078748,0.5506888748439505,-1.7612269797434132,0.9111584322568197,-0.5163658937434014,2.0890538064815316,-0.3226593395058677,-0.3266100617875896,1.3700269894361379,-0.6617730730417114,-0.7034130244402044,2.2417353876328603,0.5230797783904251,-0.19601145617650445,0.2082200184068833,-0.5354868430276681,0.36926897166356504,-0.8630133316027299,-0.5960682897120757,0.1827817686919776,6.283127025482531,0.9807472248779958,-0.6585436978159028,-2.7186809813000123,0.41063843058077515,-1.5541207578349259,1.59162937820176,-0.4154306596586851,-0.12028683028838323,0.9513626612743904,6.28329727077694,1.1463415267447632,-6.2830837907734205,-1.3022586260413807,0.12087734277430479,-0.8944799393671791,0.1930655312529364,4.038892278535508,4.523956187244873,5.1887145283725395,0.12755018298237225,0.4289888747758433,-0.16570135297497843,-0.2597418024579057,-0.24408557830673452,0.39013737848616115,3.1362160815894375,2.8249157977744566,-1.3960461425534525,0.030094476320172613,4.512860683575968,0.9958092775911108,-2.227713291323203,4.8045709113945545,-0.31317059078479187,-0.0004286810331295923,-0.0959849971186218,0.41767564742831115,0.163980424918394,0.44077713005634206,-1.2487877760529438,0.21483291005046515,0.02212867569472579,-1.5193766449469,0.2074665015565057,0.010000005453613958,-2.1020619071126867,0.1881602716415659,0.010000087685115362,-1.235095767007951,-0.22876935411182037,0.009918008729342565,-1.7668378453854436,-0.37549417622901865,0.022904567542287837,-1.926297932785224,-0.2490715954520269,0.010890599318463371,0,1,1,1,0,1
0.44999999999999996,-1.4405487071077139,-0.0516337281521193,0.24291729585430535,0.0758194461659186,-0.06788238965662165,0.0013796039129384706,-1.0297541540514408,0.5599651200509864,-1.0222130040602315,-0.425278285277943,0.06262176398884403,-1.8530231430940198,1.0227409962432776,0.4367780574143973,-1.5224859122895866,0.8278760356972346,-0.4786455218883881,2.2242095898964216,0.5111969952571539,-0.1583767230758109,0.7178896009227191,-0.8466699217349555,-0.7145305875913922,2.108545784301329,-0.965765341507679,0.5174142838864105,-1.6759044189112393,-0.4723856405899774,0.06370673242873393,-1.7547442144708294,1.0054211915319167,0.47674767463883005,-1.6204221590679808,0.860273933854641,-0.536987944903176,2.172991370436375,-0.012331935326943518,-0.22589346136058747,1.0558209372002536,-0.7798674277119511,-0.7067525382607782,2.159060066498603,0.573552433337361,-0.21325825828599904,0.04738971961345817,-0.4919236461233464,0.14807304779327987,-0.4622651407136087,-1.4558949050368384,0.9470268477860168,6.283992316137998,1.0476140598625419,-0.1684535720478503,-2.183911280685526,0.3858944830314436,-0.8371654645040072,2.176464588446602,-0.664222287425977,-0.165079402658079,1.1463672829871046,6.172288775687942,1.4979567352122947,-6.280785398215059,-1.564729037697411,-0.17367266877626075,-1.125496239526055,0.19589688676545142,1.57022784386669,3.502077193807892,6.96465629727875,0.056409193432283566,0.0,-0.18739108292832032,-0.05883831247813344,-0.3437396979899959,-0.8974204906276022,0.550666639140758,1.4230633628690064,-0.692510325333509,-0.5899639105912995,3.5885578694538025,2.451198546876583,-1.9600448929565188,6.440663751471679,-0.18291460843282115,-0.0959002898401148,-0.15195741149099606,-0.011800978826974055,0.006254748341154107,-0.08493611311968075,-1.0902315443554151,0.2568740188712467,0.09237308051853384,-1.5286793632774172,0.17385644954664847,0.009885510580528665,-2.099921626834989,0.20515100752686544,0.010000089222084358,-1.2431767773337659,-0.22952414253383605,0.009991276061316338,-1.6469633661036516,-0.4492567754205734,0.035308065073156245,-1.9450165780454542,-0.24619775684240783,0.010276978008585543,0,1,1,1,0,0
