sim_time,body_x,body_y,body_z,body_roll,body_pitch,body_yaw,motor_cmd_FL_TC,motor_cmd_FL_CF,motor_cmd_FL_FT,motor_cmd_ML_TC,motor_cmd_ML_CF,motor_cmd_ML_FT,motor_cmd_HL_TC,motor_cmd_HL_CF,motor_cmd_HL_FT,motor_cmd_FR_TC,motor_cmd_FR_CF,motor_cmd_FR_FT,motor_cmd_MR_TC,motor_cmd_MR_CF,motor_cmd_MR_FT,motor_cmd_HR_TC,motor_cmd_HR_CF,motor_cmd_HR_FT,motor_pos_FL_TC,motor_pos_FL_CF,motor_pos_FL_FT,motor_pos_ML_TC,motor_pos_ML_CF,motor_pos_ML_FT,motor_pos_HL_TC,motor_pos_HL_CF,motor_pos_HL_FT,motor_pos_FR_TC,motor_pos_FR_CF,motor_pos_FR_FT,motor_pos_MR_TC,motor_pos_MR_CF,motor_pos_MR_FT,motor_pos_HR_TC,motor_pos_HR_CF,motor_pos_HR_FT,force_FL,force_ML,force_HL,force_FR,force_MR,force_HR,force_FL_x,force_FL_y,force_FL_z,force_ML_x,force_ML_y,force_ML_z,force_HL_x,force_HL_y,force_HL_z,force_FR_x,force_FR_y,force_FR_z,force_MR_x,force_MR_y,force_MR_z,force_HR_x,force_HR_y,force_HR_z,FL_foot_traj_x,FL_foot_traj_y,FL_foot_traj_z,ML_foot_traj_x,ML_foot_traj_y,ML_foot_traj_z,HL_foot_traj_x,HL_foot_traj_y,HL_foot_traj_z,FR_foot_traj_x,FR_foot_traj_y,FR_foot_traj_z,MR_foot_traj_x,MR_foot_traj_y,MR_foot_traj_z,HR_foot_traj_x,HR_foot_traj_y,HR_foot_traj_z
0.0,-1.5559142394366785,-0.04307183752925686,0.27165945518790496,-0.03837161254787583,0.031734243209802636,0.009511867615989203,-1.1019480934633394,0.21362231039362845,-1.626226579847783,0.48592980125347585,0.3126596860188258,-2.4060111966327993,0.43366976411741853,0.8958100271502378,-2.483046283259478,1.2331984929079312,-0.015235711254937898,1.0226572257704367,0.08063081236993219,-0.4349475679256941,2.279604516396931,-1.28367983807304,-0.3269877639658558,0.7445704611433714,-0.5986073701987742,0.23027257337044515,-1.1873559823422144,0.09266897448616511,0.18168692886635757,-1.3085237116251114,0.5975506609433476,0.38194287017371525,-1.3066196683335285,0.55341487516888,-0.1372363866215826,1.0311671012295225,0.04652051570391951,-0.1747240398085362,1.308147502890949,-0.7902775262039278,-0.1695051050599008,0.9182426669491033,2.61901175473595,0.13717525833644068,0.26643377623113085,3.9125924952641604,0.11823142267638515,0.24811244061031362,-1.1675070168257906,2.226732168664639,1.2749190123439524,0.23746530285163123,0.02892392147884725,-0.23761479655550505,-0.3004694442475122,-0.06684756612636256,-0.3504425539026409,-2.11375596841391,-2.440358341351039,2.547568233413205,-0.10172437077947509,0.03222756308306314,-0.29980789673703256,0.30193150306678984,0.31901054235931575,-0.08873782028637026,-1.2820832888528944,0.4712619738768894,0.009187642909625714,-1.7882890740549997,0.3138934912436366,0.06785252747098372,-2.181805628778467,0.3641133296825015,0.08377036373360694,-1.2782734316899202,-0.5885735273038701,0.009113958272892846,-1.740389301166085,-0.40711238667413097,0.0743402337197698,-2.2654757969725092,-0.45859007895785364,0.07809236883878565
0.05,-1.5564026610990442,-0.03224961354577058,0.27364271517241173,-0.022508401680500962,0.010601876796540849,0.031558959049461106,-1.141357947668469,0.30187147433013567,-1.7603331979147674,0.6294165711524944,0.2683259607511095,-2.3185462447240965,0.38119105484519,0.7894740301062497,-2.529436839108308,1.1930155021596318,-0.12456069197460451,1.15195880887434,-0.032590029378030475,-0.37077445430125067,2.2585442354905787,-1.2483605569013108,-0.42154951272394503,0.7172544652210324,-0.8187278628615703,0.3147846834908098,-1.4863459396031453,0.3626253789564989,0.29712599050642957,-1.622655614263497,0.4533623425829128,0.6480595542597185,-1.620763875282071,0.6284941230205516,-0.16438023290329454,1.0953254191000024,0.008603938079567159,-0.37783356647753497,1.6223076108470509,-1.0042565554828657,-0.2840639270555504,0.7873465735523935,2.406110130084421,0.02819457591831681,0.03932134820016972,3.2068616542248116,0.0,0.26528157378155054,-0.5604137997178715,2.3575920876508105,0.9589087190450968,0.07498764889379379,0.20805532386654998,-0.05623699140873885,0.20511139726273844,0.07220181016105293,-0.09995459482555694,-1.6195897381075812,-2.2422300276858373,1.9889796163329598,0.13521343739695285,-0.14542578070025766,-0.01421394665374133,0.30375460300330626,0.14380034040861603,-0.32177872234395244,-1.2478408031430988,0.35958524735767716,0.009912853628572128,-1.8627303188373916,0.2531698310669181,0.07678453963663458,-2.101319400520453,0.3638572202544344,0.1407334598058263,-1.2344274667602084,-0.5342045598989176,0.009904941800946636,-1.7396777189666897,-0.3626116025246801,0.10223136438196789,-2.364993317821969,-0.40458874916292753,0.14958120540774406
0.1,-1.5568065643593159,-0.03053601094233698,0.26811508816874724,-0.019863304307602216,0.01123783270555274,0.026363455581848994,-1.1767748956667445,0.38194477935943594,-1.9422361647612532,0.6334239809767016,0.3829277169199062,-2.1116326191329162,0.5510932650846239,0.7008293892070709,-2.4167154623224603,1.0845531236953572,-0.26987409161004666,1.3998470004267005,-0.2273921798996759,-0.39719307195627146,2.2121794468657185,-0.9571858543130245,-0.6405160689860259,1.1291382627797049,-1.0559043901160694,0.41088265890133135,-1.7657830696222208,0.5951422128126214,0.35259752695223306,-1.91443824805898,0.487722000339398,0.8203706691448126,-1.934934113047617,0.8380277292495195,-0.24109642986371468,1.2747932512619884,-0.1176232107211424,-0.43705025349532817,1.9357661045889019,-1.1672184676963184,-0.5349107111664432,0.9481620912490755,4.209902688829194,0.11937331727356526,0.0708877600604425,2.932711702209301,0.0,0.22258594491623107,-0.10056234506264536,3.6057878913498307,2.5368134780258087,-0.3008541083257882,0.05977253638687886,-0.08895709743295091,0.2196015383075271,0.15570677736977584,0.030178508986539697,-1.6482688066157447,-1.0165661304938987,2.462455248858194,0.09330318355634956,-0.05994842753101953,-0.03507988619986493,-0.2953669236476574,-0.16836024077725018,-0.25098225152605746,-1.23813303577402,0.21242173755785973,0.009990722536586113,-1.8887875997193433,0.1681073458829646,0.07402254318783033,-2.0731384912257798,0.30049765059613515,0.1517446746998599,-1.1786762205546724,-0.42975504271389353,0.009660244143107635,-1.773976462750045,-0.29350394730078677,0.09677687888098649,-2.4163360872990567,-0.3027683780436184,0.24072364349743178
0.15000000000000002,-1.5554222919190703,-0.04003184447526542,0.25703392967947203,-0.01750573569613641,0.02075620947370825,0.007741565162658114,-1.1818751045093407,0.4409068714628163,-2.089560052680825,0.39760722307915214,0.42483180935983533,-1.817994824875177,0.70814363604487,0.6807772750265623,-2.323951624147827,1.0041366155275815,-0.3704215677197715,1.5891862604021678,-0.37004373379889105,-0.4111701059338385,2.1194312047604154,-0.6372927990173678,-0.8319858567202247,1.6881761946354148,-1.139424576110507,0.47888159474638486,-1.9659406626724758,0.5959678828978875,0.3366186263659359,-1.998377537989639,0.622472641384387,0.8236461150619454,-2.182944370027725,0.9964592710804517,-0.34927943828428165,1.4714605443572717,-0.27733615591116445,-0.4126837728983826,2.072729902925343,-1.2166138814770242,-0.7792429623755852,1.2571382448535637,4.493209131664971,0.16272730316818385,0.0,2.6288573839609084,0.055681359597944236,0.1770969731218136,0.8536051947416823,3.2367855542640513,3.2894968309395045,-0.24957181107293452,-0.23652379453222377,-0.11550542065858822,-0.03721285710023026,-0.0424904219213022,0.020644833184754394,0.030963682272560668,-2.5736536765252365,1.173789632974501,-0.1247001206875163,0.200496082733813,-0.09810279483668216,-0.31298166452947146,-0.20210581695271665,-0.05829102469394591,-1.2749332841792875,0.13412135590535473,0.009999083646918372,-1.8720863472700684,0.137161242202827,0.06527078970491976,-2.063039074681078,0.20719664327708023,0.122992714234308,-1.1611915045034973,-0.34041577160955244,0.009966971792349517,-1.8049219908378056,-0.2467499954224864,0.08046371493291557,-2.3877940233836803,-0.2480584824457853,0.2770561557846243
0.2,-1.5532407103162964,-0.045624927128160464,0.2503327092884671,-0.018395927532739047,0.016679257228564618,-0.0007404949686672449,-1.130050031994215,0.48688851998911026,-2.199525722636103,-0.013944834641347255,0.3591064339672404,-1.4800073872412995,0.8173272466307185,0.6644735939710957,-2.230589036335309,0.9680698726652615,-0.4502469125681466,1.7440694636862109,-0.4856745189264382,-0.4120076505522946,2.0253604163336765,-0.4062024709477558,-0.9322132970411473,2.206289368661277,-1.136440593011533,0.5044871173500074,-2.112288415493673,0.35072438217798946,0.3251687210259767,-1.8317294744013988,0.7472849519714266,0.7173310831794542,-2.2171093507868536,0.9945168193702149,-0.41512067392095564,1.6409599691270882,-0.4092346473834022,-0.40145904789518233,2.048135745593861,-1.1137488972563026,-0.9154980055157564,1.5712986387349976,4.897707000852483,0.12042739915657108,0.03455469174336842,1.1982568419503004,0.0,0.1548755078207601,0.0712787730613786,2.52703609070965,4.426694545516121,-0.21121742008586653,-0.21694431955934315,-0.10486220383650488,-0.0402573076592571,-0.19192885087981276,-0.12868010257537527,0.7524769775343894,-0.9742424599129474,0.6631381633146339,-0.021510198464027262,0.07629286653140299,-0.15735104939939698,-0.32936235994342167,-0.13168477874558665,0.01077872674615067,-1.322283686945019,0.1063594428388858,0.009999981414304165,-1.8423957079948627,0.18674634213024127,0.05407165879438475,-2.063371927802074,0.1593053923019108,0.08243859219994537,-1.1972595050496695,-0.31833118117115766,0.009996533430174401,-1.827875879292127,-0.24432497753670138,0.06998787867894041,-2.314804740327902,-0.2621396262186504,0.2497168615556837
0.25,-1.5518180735962812,-0.05052200973426468,0.24096444916559703,-0.0462767704806187,0.02434444989365386,-0.012927859895538456,-1.0552009768789383,0.5130443083228428,-2.2572930246091847,-0.4386015110959737,0.2177429719869761,-1.2430791400470227,0.8817700043798606,0.6289633028410628,-2.1302099304641695,0.9576050117959245,-0.5022658909053667,1.8552768456842108,-0.5756281737985588,-0.3791721557722875,1.9475364580448835,-0.34028973974658794,-0.8679896011073746,2.4516123687908733,-1.0861868799755814,0.5554249321725959,-2.205647379374655,0.0377768827899315,0.2603597678707917,-1.5184097713009588,0.8355813417527928,0.6557646479759824,-2.165956538666883,0.9700126387699867,-0.47122087326428247,1.7787748603735802,-0.5153618259476631,-0.3864330953449835,1.9834908251685952,-0.8161388843652235,-0.906341597968934,1.8854335104994535,7.73857504038405,0.034350189845319234,0.0,0.0,0.0,0.04972328173327209,0.37288869156471427,3.1788152238470677,7.264782272590824,-0.17011285273721227,0.12391428836974741,-0.10308674964302536,0.004235452172183797,-0.08970622191358117,-0.12410893552780326,-0.03824836071700781,0.0641265688795428,-0.08222037854854608,0.0013862338873557715,0.00038194790776825276,-0.08821880294266474,-0.07582055223482145,-0.14886999566044393,-0.1856089590793001,-1.3534208635140679,0.09291852625680375,0.010000077811343324,-1.7749998719069435,0.2636530952000416,0.037093838000032776,-2.0794400873287406,0.14420072104162543,0.057099650023118405,-1.2434486474405828,-0.3213806111604778,0.010168725027611012,-1.8554224631237157,-0.25396606924697873,0.06448690297362172,-2.184965068288754,-0.3239249183547255,0.1821839207230308
0.3,-1.5497668517636756,-0.05183366079682464,0.23030090840041267,-0.08594124561668963,0.030065647791506035,-0.013112260579448164,-0.9500329419786184,0.47812579475799055,-2.339198387722044,-0.695497281490891,0.042107113696382384,-1.164677485824941,0.9183346952619699,0.5850648167822362,-2.03247653535258,0.9471639321073124,-0.5113189708617109,1.9365754957129901,-0.7036054919004605,-0.3395798959816677,1.9417026826780064,-0.415193328796884,-0.7684840440909726,2.439648986133973,-1.0070424761078267,0.611958631048015,-2.2894749068008373,-0.2737355915065105,0.16838682723802179,-1.2670877829446865,0.8895964421775655,0.6103190142701914,-2.0805260598132316,0.9548249903337067,-0.49782618485365804,1.8798918328349603,-0.6319917991685684,-0.3564527933289911,1.9562602911627043,-0.5588241252936649,-0.8212910329607821,2.1945564296891384,5.844631408462488,0.13734306226143733,0.0,1.712730886944039,0.0,0.29940189943197243,2.512662129303081,1.5889186248844644,5.263025317403725,-0.13343260787297084,0.276593645175663,-0.1396138827645067,-0.015476705878422509,-0.01596998318499875,-0.10636091559303813,0.1921136067555469,-1.2731560921826819,1.414462927371102,-0.0032016632564852445,-0.07024269737948596,-0.07182097810728971,0.41086294388382977,-0.056662332996102335,-0.2781785011801122,-1.3803379361491679,0.08812355316096343,0.01000008816189663,-1.668915155256633,0.2924574371275945,0.014642265967328576,-2.1038643332513427,0.1374973433787159,0.03252722307900963,-1.2744311192630573,-0.31742723189526423,0.009959382933981213,-1.8766133092819859,-0.2511421752598981,0.05701439673040562,-2.0412097069537354,-0.31641894364770556,0.1157057524492566
0.35,-1.5493103853669452,-0.050487192185469,0.2334553037533152,-0.05958433071431107,0.007378847921148743,-0.012196032023767869,-0.8109635905607911,0.5106685244763224,-2.3807310373866994,-0.6803084799812442,-0.04942547459838455,-1.2990506112459592,0.9282709299485956,0.5426169860311165,-1.928095140155123,0.9565434023014888,-0.49401341409325983,1.9990029749741018,-0.7172838615691522,-0.3962264314489613,1.827124940468693,-0.5139500070084105,-0.716145229820995,2.3605317859674324,-0.8852668207696417,0.5560014558930402,-2.3484216062848495,-0.5295541994220517,0.0927144046147434,-1.2255714945946345,0.9150653456815931,0.5667643220579547,-1.9837129145168066,0.9547599051791221,-0.5031546064048202,1.955448493877449,-0.6872557190813297,-0.3785033488789469,1.879267974577197,-0.5211060473549254,-0.7392790231694654,2.3067272135423034,0.4283378362185197,6.889826643496292,0.0,4.230973695483647,0.0,0.18346125417284326,0.24722396518571266,0.26557243835409616,0.5129912547483482,-2.974592985380811,4.068035473259701,4.98683524837686,-0.07899005637769997,-0.054472815591898385,-0.1585936687555532,-2.161565071975697,-2.1411605094955943,3.2212724197526783,-0.0013560421827757802,0.044483669085090646,-0.11333247363454953,0.21113768116774517,0.2765638117901271,-0.16117031690430056,-1.422650329476221,0.09971839242203387,0.010279931495673942,-1.576912673154563,0.261212561391241,0.009774121668726926,-2.123053302278576,0.1513901923416282,0.01879096076811814,-1.2943284606360677,-0.2963884198846267,0.009995718582711892,-1.8955226000119114,-0.25500382805644517,0.05081580063551663,-1.9975045896936563,-0.2705295381973778,0.07528318044359311
0.39999999999999997,-1.5491019709958869,-0.056978449928951305,0.24099111791550437,-0.003264290236147268,-0.02351116730378882,-0.027781607664429067,-0.8006571056113931,0.688906782011761,-2.0967981426334505,-0.5781477115107156,0.027891220293284773,-1.5428888985151514,0.95120776607822,0.5078369000355367,-1.8182134061208883,0.940440236025704,-0.46487637099592677,2.0585798551927565,-0.44239977014865695,-0.39137449929415485,1.45903978981931,-0.6107637638268077,-0.6955005711841649,2.29281660610785,-0.8297174130358675,0.483232325661143,-2.267330990677761,-0.5903513019183841,0.0562672689916572,-1.373662276580281,0.9384155586894615,0.5289825019255844,-1.8785024979527796,0.945994544617792,-0.5102189606382025,2.0204492442058104,-0.5850823993887728,-0.3861507598041448,1.670091368976203,-0.5762970131149378,-0.7100399638562381,2.300756868926475,0.5671091388839622,3.279740767888006,0.0,4.376945908540004,0.11416504985297993,0.0,-0.17735126508740556,-0.656419944991233,0.3551278861887606,0.27587854796143496,2.939273365751721,1.842052909082432,-0.02016687018553539,-0.012398138922447082,-0.1216000321639081,0.7589131890258075,-2.7737087773570046,3.5607617499120146,-0.23091507142126205,0.18297801967331975,-0.10907315277403976,0.024407714492607403,0.10163732880875287,-0.12494962237724896,-1.4135481311162903,0.11819170350535294,0.009869539176794813,-1.5619071504668005,0.21802974058329885,0.009975826305825105,-2.138778320558729,0.17709014925860517,0.013407047038009106,-1.3099568714643226,-0.2771261648731177,0.009999620093286225,-1.9084368570238912,-0.2969733949917977,0.044518700037083137,-2.0017184342358245,-0.24991576151079806,0.050383784143521376
0.44999999999999996,-1.5484787122972707,-0.06704451521814689,0.24783306440959982,0.036451145558710096,-0.0499191435803422,-0.04492844311520672,-0.8959179476723025,0.7282017171356575,-1.5516682070223284,-0.5098395479717762,0.04731950664010729,-1.7087944882470005,0.9898314432321476,0.48075184820688466,-1.6895022151228662,0.8919508867404754,-0.4557231793394746,2.1313998175953692,0.03316459241698587,-0.2792394196916008,1.0028279783507403,-0.7210890990758716,-0.6978884207491984,2.201482133202114,-0.8687763127857853,0.45472622200900475,-2.0091136830335157,-0.5432786048485857,0.052756313280121404,-1.5825454745497576,0.9711958847857031,0.4973966057852727,-1.7593787468189845,0.9141921010358771,-0.5046553297085468,2.0895601878574483,-0.3307240663704022,-0.32051678547338386,1.356606674703053,-0.6677545463626111,-0.6991178346789565,2.2410672412963284,0.2011318204605167,2.6271915510173014,0.0,6.207446413641455,0.12790847641430075,0.0,-0.13935992091003252,-0.33917803427529314,-0.16261553091591768,0.8097779176699401,1.7886068797660635,2.0342461060184576,0.030925033651875645,-0.03833556652290212,-0.1052384649263051,3.0441843823737935,-2.566887913566673,5.019900141335839,-0.3078211104288681,0.0007229177355428911,-0.11300270027142818,0.02228002377217681,0.05472165240401755,-0.13314543304300214,-1.3254393751197475,0.16517432093676576,0.016703183206679628,-1.5928336702272752,0.17985897555835278,0.009997484176319432,-2.159672677687202,0.19884976385195646,0.011884170787945472,-1.333196602517083,-0.26664960365207757,0.010000039014794349,-1.8769568635698821,-0.3840139420196053,0.04208792514870903,-2.025520617073542,-0.2448510257931982,0.032755064308666565
