Logging started at 20250526-1129
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 1173404
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -28235.3   Time: 0:00:05
Num steps: 290000   Return: -8442.6   Time: 0:52:45
Num steps: 300000   Return: -2703.0   Time: 0:54:33
Num steps: 310000   Return: -13343.2   Time: 0:56:20
Num steps: 320000   Return: -5606.4   Time: 0:58:05
Num steps: 330000   Return: -9011.6   Time: 0:59:50
Num steps: 340000   Return: -6085.7   Time: 1:01:36
Num steps: 350000   Return: -20209.9   Time: 1:03:24
Num steps: 360000   Return: -7071.5   Time: 1:05:15
Num steps: 370000   Return: -1418.7   Time: 1:07:02
Num steps: 380000   Return: -12014.2   Time: 1:08:48
Num steps: 390000   Return: -9964.2   Time: 1:10:38
Num steps: 400000   Return: -4060.8   Time: 1:12:23
Num steps: 410000   Return: -7914.2   Time: 1:14:11
Num steps: 420000   Return: -5438.9   Time: 1:15:56
Num steps: 430000   Return: -7187.7   Time: 1:17:42
Num steps: 440000   Return: -14424.3   Time: 1:19:30
Num steps: 450000   Return: -11617.4   Time: 1:21:16
Num steps: 460000   Return: -2168.1   Time: 1:23:02
Num steps: 470000   Return: -10786.8   Time: 1:24:49
Num steps: 480000   Return: -16780.4   Time: 1:26:41
Num steps: 490000   Return: -6274.0   Time: 1:28:29
Num steps: 500000   Return: -10994.0   Time: 1:30:13
Num steps: 510000   Return: -4559.0   Time: 1:32:02
Num steps: 520000   Return: -12102.7   Time: 1:33:51
Num steps: 530000   Return: -3881.9   Time: 1:35:41
Num steps: 540000   Return: 1308.7   Time: 1:37:30
Num steps: 550000   Return: -8064.9   Time: 1:39:18
Num steps: 560000   Return: -6856.6   Time: 1:41:05
Num steps: 570000   Return: -11465.6   Time: 1:42:52
Num steps: 580000   Return: -4250.2   Time: 1:44:38
Num steps: 590000   Return: -12911.3   Time: 1:46:28
Num steps: 600000   Return: -16026.7   Time: 1:48:14
Num steps: 610000   Return: -15305.7   Time: 1:50:04
Num steps: 620000   Return: -11399.9   Time: 1:51:50
Num steps: 630000   Return: -11346.2   Time: 1:53:40
Num steps: 640000   Return: -19832.9   Time: 1:55:24
Num steps: 650000   Return: -6582.2   Time: 1:57:11
Num steps: 660000   Return: -22217.9   Time: 1:59:02
Num steps: 670000   Return: -12193.5   Time: 2:00:48
Num steps: 680000   Return: -1826.3   Time: 2:02:30
Num steps: 690000   Return: -12553.8   Time: 2:04:16
Num steps: 700000   Return: -15965.4   Time: 2:06:06
Num steps: 710000   Return: -14302.3   Time: 2:07:52
Num steps: 720000   Return: -5365.6   Time: 2:09:39
Num steps: 730000   Return: 3322.1   Time: 2:11:24
Num steps: 740000   Return: -5991.6   Time: 2:13:11
Num steps: 750000   Return: -610.2   Time: 2:14:59
Num steps: 760000   Return: -2772.4   Time: 2:16:50
Num steps: 770000   Return: -8911.7   Time: 2:18:33
Num steps: 780000   Return: -6727.6   Time: 2:20:16
Num steps: 790000   Return: -6515.6   Time: 2:22:04
Num steps: 800000   Return: -759.8   Time: 2:23:56
Num steps: 810000   Return: -6135.2   Time: 2:25:51
Num steps: 820000   Return: -8621.3   Time: 2:27:49
Num steps: 830000   Return: 2132.0   Time: 2:29:40
Num steps: 840000   Return: -2282.5   Time: 2:31:34
Num steps: 850000   Return: -10282.8   Time: 2:33:27
Num steps: 860000   Return: -15597.6   Time: 2:35:23
Num steps: 870000   Return: -9259.0   Time: 2:37:15
Num steps: 880000   Return: -2105.6   Time: 2:39:10
Num steps: 890000   Return: -7120.5   Time: 2:41:05
Num steps: 900000   Return: 624.7   Time: 2:42:59
Num steps: 910000   Return: -7608.2   Time: 2:44:58
Num steps: 920000   Return: -17674.4   Time: 2:46:55
Num steps: 930000   Return: -2839.6   Time: 2:48:49
Num steps: 940000   Return: -4639.6   Time: 2:50:43
Num steps: 950000   Return: -12964.1   Time: 2:52:37
Num steps: 960000   Return: -3619.8   Time: 2:54:30
Num steps: 970000   Return: -25820.5   Time: 2:56:27
Num steps: 980000   Return: 1162.1   Time: 2:58:27
Num steps: 990000   Return: -21575.8   Time: 3:00:24
Num steps: 1000000   Return: -6922.2   Time: 3:02:24
Num steps: 1010000   Return: 6018.3   Time: 3:04:23
Num steps: 1020000   Return: 5016.7   Time: 3:06:18
Num steps: 1030000   Return: 9075.6   Time: 3:08:13
Num steps: 1040000   Return: 1076.7   Time: 3:10:11
Num steps: 1050000   Return: -3120.3   Time: 3:12:07
Num steps: 1060000   Return: 5206.1   Time: 3:14:05
Num steps: 1070000   Return: -12416.2   Time: 3:15:58
Num steps: 1080000   Return: -4561.7   Time: 3:17:51
Num steps: 1090000   Return: 550.6   Time: 3:19:43
Num steps: 1100000   Return: 5520.8   Time: 3:21:38
Num steps: 1110000   Return: -11189.2   Time: 3:23:34
Num steps: 1120000   Return: -4553.6   Time: 3:25:29
Num steps: 1130000   Return: -13928.3   Time: 3:27:32
Num steps: 1140000   Return: -17974.0   Time: 3:29:31
Num steps: 1150000   Return: -960.3   Time: 3:31:21
Num steps: 1160000   Return: 14324.6   Time: 3:33:16
Num steps: 1170000   Return: 7125.4   Time: 3:35:13
Num steps: 1180000   Return: -21127.9   Time: 3:37:06
Num steps: 1190000   Return: -8155.5   Time: 3:39:01
Num steps: 1200000   Return: 651.5   Time: 3:40:55
Num steps: 1210000   Return: -8379.0   Time: 3:42:47
Num steps: 1220000   Return: -23181.3   Time: 3:44:42
Num steps: 1230000   Return: 1138.5   Time: 3:46:34
Num steps: 1240000   Return: -10867.7   Time: 3:48:30
Num steps: 1250000   Return: -15301.6   Time: 3:50:24
Num steps: 1260000   Return: -356.9   Time: 3:52:20
Num steps: 1270000   Return: -7856.0   Time: 3:54:16
Num steps: 1280000   Return: -2717.2   Time: 3:56:07
Num steps: 1290000   Return: 3786.8   Time: 3:58:01
Num steps: 1300000   Return: -21843.9   Time: 3:59:55
Num steps: 1310000   Return: -5102.7   Time: 4:01:49
Num steps: 1320000   Return: 6560.6   Time: 4:03:45
Num steps: 1330000   Return: -3546.0   Time: 4:05:40
Num steps: 1340000   Return: -10463.6   Time: 4:07:35
Num steps: 1350000   Return: 3803.0   Time: 4:09:31
Num steps: 1360000   Return: -3340.8   Time: 4:11:24
Num steps: 1370000   Return: -7979.7   Time: 4:13:19
Num steps: 1380000   Return: -5719.8   Time: 4:15:11
Num steps: 1390000   Return: 1724.8   Time: 4:17:01
Num steps: 1400000   Return: -7502.5   Time: 4:18:51
Num steps: 1410000   Return: 65.8    Time: 4:20:40
Num steps: 1420000   Return: -1410.4   Time: 4:22:36
Num steps: 1430000   Return: -19880.5   Time: 4:24:35
Num steps: 1440000   Return: -7277.7   Time: 4:26:27
Num steps: 1450000   Return: 938.6   Time: 4:28:21
Num steps: 1460000   Return: 7520.7   Time: 4:30:13
Num steps: 1470000   Return: 2826.0   Time: 4:32:10
Num steps: 1480000   Return: 5337.8   Time: 4:34:02
Num steps: 1490000   Return: -12393.3   Time: 4:35:53
Num steps: 1500000   Return: -8303.7   Time: 4:37:49
Num steps: 1510000   Return: -3001.6   Time: 4:39:46
Num steps: 1520000   Return: 22145.9   Time: 4:41:40
Num steps: 1530000   Return: 4798.1   Time: 4:43:39
Num steps: 1540000   Return: -10010.9   Time: 4:45:31
Num steps: 1550000   Return: 5863.1   Time: 4:47:28
Num steps: 1560000   Return: 9541.6   Time: 4:49:23
Num steps: 1570000   Return: 9922.2   Time: 4:51:15
Num steps: 1580000   Return: -26115.1   Time: 4:53:10
Num steps: 1590000   Return: -305.4   Time: 4:55:00
Num steps: 1600000   Return: -1443.4   Time: 4:56:53
Num steps: 1610000   Return: 3285.5   Time: 4:58:44
Num steps: 1620000   Return: -1865.3   Time: 5:00:37
Num steps: 1630000   Return: 6675.1   Time: 5:02:31
Num steps: 1640000   Return: -3732.8   Time: 5:04:19
Num steps: 1650000   Return: -628.4   Time: 5:06:20
Num steps: 1660000   Return: -1639.0   Time: 5:08:09
Num steps: 1670000   Return: -3056.2   Time: 5:10:01
Num steps: 1680000   Return: -5500.5   Time: 5:11:50
Num steps: 1690000   Return: 3769.5   Time: 5:13:41
Num steps: 1700000   Return: -237.2   Time: 5:15:30
Num steps: 1710000   Return: -27491.4   Time: 5:17:21
Num steps: 1720000   Return: 5265.7   Time: 5:19:13
Num steps: 1730000   Return: -9554.5   Time: 5:21:06
Num steps: 1740000   Return: -3076.6   Time: 5:22:59
Num steps: 1750000   Return: 4697.8   Time: 5:24:52
Num steps: 1760000   Return: -160.0   Time: 5:26:41
Num steps: 1770000   Return: 2668.5   Time: 5:28:32
Num steps: 1780000   Return: -1448.1   Time: 5:30:19
Num steps: 1790000   Return: -4493.3   Time: 5:32:06
Num steps: 1800000   Return: 621.0   Time: 5:33:57
Num steps: 1810000   Return: -1566.0   Time: 5:35:44
Num steps: 1820000   Return: -307.0   Time: 5:37:32
Num steps: 1830000   Return: -1584.6   Time: 5:39:18
Num steps: 1840000   Return: 1474.0   Time: 5:41:13
Num steps: 1850000   Return: 3414.0   Time: 5:42:56
Num steps: 1860000   Return: -5218.7   Time: 5:44:39
Num steps: 1870000   Return: -6932.0   Time: 5:46:27
Num steps: 1880000   Return: -8219.2   Time: 5:48:10
Num steps: 1890000   Return: -1431.9   Time: 5:50:07
Num steps: 1900000   Return: -4196.3   Time: 5:52:07
Num steps: 1910000   Return: -9475.3   Time: 5:54:09
Num steps: 1920000   Return: -2977.9   Time: 5:55:57
Num steps: 1930000   Return: 2009.8   Time: 5:58:03
Num steps: 1940000   Return: 6035.6   Time: 6:00:10
Num steps: 1950000   Return: 3016.8   Time: 6:02:17
Num steps: 1960000   Return: -5165.7   Time: 6:04:23
Num steps: 1970000   Return: -5200.5   Time: 6:06:18
Num steps: 1980000   Return: 3866.4   Time: 6:08:07
Num steps: 1990000   Return: -13719.5   Time: 6:10:09
Num steps: 2000000   Return: -19503.0   Time: 6:11:49
