Logging started at 20250526-1129
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
scale: [3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927 3.1415927
 3.1415927 3.1415927 3.1415927 3.1415927]
mid: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
action space high: [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
action space low: [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
NVIDIA RTX A6000
Process ID: 1173404
[BC Init] Loaded actor weights from weights/bc_sac_pretrained_actor.pth
Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
NumExpr defaulting to 8 threads.
Initial state shape: (47,)
Num steps: 10000    Return: -28235.3   Time: 0:00:05
Num steps: 20000    Return: -13059.4   Time: 0:02:03
Num steps: 30000    Return: -6343.2   Time: 0:04:02
Num steps: 40000    Return: -18401.9   Time: 0:06:07
Num steps: 50000    Return: -6879.8   Time: 0:08:10
Num steps: 60000    Return: -16396.0   Time: 0:10:14
Num steps: 70000    Return: -4588.2   Time: 0:12:18
Num steps: 80000    Return: -3101.3   Time: 0:14:24
Num steps: 90000    Return: -8623.8   Time: 0:16:31
Num steps: 100000   Return: -30829.4   Time: 0:18:36
Num steps: 110000   Return: -10024.4   Time: 0:20:39
Num steps: 120000   Return: -8579.9   Time: 0:22:27
Num steps: 130000   Return: -16265.6   Time: 0:24:13
Num steps: 140000   Return: -9481.2   Time: 0:25:58
Num steps: 150000   Return: -17738.1   Time: 0:27:45
Num steps: 160000   Return: -25546.7   Time: 0:29:31
Num steps: 170000   Return: -15236.0   Time: 0:31:19
Num steps: 180000   Return: -13115.0   Time: 0:33:06
Num steps: 190000   Return: -27645.7   Time: 0:34:55
Num steps: 200000   Return: -9242.7   Time: 0:36:44
Num steps: 210000   Return: -9503.8   Time: 0:38:30
Num steps: 220000   Return: -18594.7   Time: 0:40:18
Num steps: 230000   Return: -4368.5   Time: 0:42:04
Num steps: 240000   Return: -13988.1   Time: 0:43:50
Num steps: 250000   Return: -9835.1   Time: 0:45:40
Num steps: 260000   Return: -8591.1   Time: 0:47:24
Num steps: 270000   Return: -12132.4   Time: 0:49:12
Num steps: 280000   Return: -12188.6   Time: 0:50:57
