Logging started at 20250310-2015
NVIDIA RTX A6000
Process ID: 3253595
Env: Ant-v4, Ant_states.pt, Ant_actions.pt, Seed: 123
Rollout length: 1000
Num steps: 10000000, Eval interval: 100000
Gamma: 0.995, Mix buffer: 1, Batch size: 64
lr_actor: 0.0003, lr_critic: 0.0003, lr_disc: 0.0003
Units Actor: (64, 64), Units Critic: (64, 64)
Units Disc R: (100, 100), Units Disc V: (100, 100)
Epoch ppo: 50, Epoch disc: 10
Clip Epsc: 0.2, Lambda: 0.97, Coef Ent: 0.0, Max Grad Norm: 10.0
states: (64, 1000, 27), actions: (64, 1000, 8)
Expert buffer size: 64000
Initial state shape: (27,)
Num steps: 100000   Return: 916.7   Time: 0:09:03
Num steps: 200000   Return: 799.1   Time: 0:17:58
Num steps: 300000   Return: 744.6   Time: 0:26:51
Num steps: 400000   Return: 710.4   Time: 0:35:38
Num steps: 500000   Return: 780.3   Time: 0:44:31
Num steps: 600000   Return: 740.2   Time: 0:53:35
Num steps: 700000   Return: 726.1   Time: 1:02:16
Num steps: 800000   Return: 689.6   Time: 1:11:08
Num steps: 900000   Return: 747.7   Time: 1:20:01
Num steps: 1000000   Return: 696.1   Time: 1:28:59
Num steps: 1100000   Return: 739.3   Time: 1:37:48
Num steps: 1200000   Return: 761.8   Time: 1:46:36
Num steps: 1300000   Return: 862.3   Time: 1:55:17
Num steps: 1400000   Return: 711.0   Time: 2:04:44
Num steps: 1500000   Return: 703.2   Time: 2:14:11
Num steps: 1600000   Return: 684.9   Time: 2:23:14
Num steps: 1700000   Return: 711.8   Time: 2:32:17
Num steps: 1800000   Return: 700.3   Time: 2:40:54
Num steps: 1900000   Return: 693.4   Time: 2:49:48
Num steps: 2000000   Return: 694.7   Time: 2:58:31
Num steps: 2100000   Return: 698.2   Time: 3:07:09
Num steps: 2200000   Return: 699.8   Time: 3:16:02
Num steps: 2300000   Return: 700.2   Time: 3:25:19
Num steps: 2400000   Return: 694.1   Time: 3:34:11
Num steps: 2500000   Return: 693.3   Time: 3:43:09
Num steps: 2600000   Return: 693.5   Time: 3:52:38
Num steps: 2700000   Return: 697.1   Time: 4:01:36
Num steps: 2800000   Return: 695.1   Time: 4:10:34
Num steps: 2900000   Return: 691.9   Time: 4:19:19
Num steps: 3000000   Return: 694.7   Time: 4:28:18
Num steps: 3100000   Return: 693.8   Time: 4:37:01
Num steps: 3200000   Return: 694.2   Time: 4:45:48
Num steps: 3300000   Return: 692.8   Time: 4:55:04
Num steps: 3400000   Return: 693.7   Time: 5:04:01
Num steps: 3500000   Return: 694.5   Time: 5:12:28
Num steps: 3600000   Return: 694.4   Time: 5:20:40
Num steps: 3700000   Return: 693.4   Time: 5:29:41
Num steps: 3800000   Return: 695.1   Time: 5:38:20
Num steps: 3900000   Return: 695.5   Time: 5:46:52
Num steps: 4000000   Return: 695.5   Time: 5:55:23
Num steps: 4100000   Return: 697.5   Time: 6:03:32
Num steps: 4200000   Return: 698.1   Time: 6:11:58
Num steps: 4300000   Return: 698.9   Time: 6:20:42
Num steps: 4400000   Return: 698.3   Time: 6:29:26
Num steps: 4500000   Return: 698.0   Time: 6:37:56
Num steps: 4600000   Return: 699.7   Time: 6:46:38
Num steps: 4700000   Return: 701.2   Time: 6:55:47
Num steps: 4800000   Return: 701.1   Time: 7:04:30
Num steps: 4900000   Return: 700.7   Time: 7:12:29
Num steps: 5000000   Return: 701.3   Time: 7:20:23
Num steps: 5100000   Return: 701.5   Time: 7:28:30
Num steps: 5200000   Return: 702.7   Time: 7:36:41
Num steps: 5300000   Return: 702.5   Time: 7:44:58
Num steps: 5400000   Return: 410.4   Time: 7:53:08
Num steps: 5500000   Return: -616.5   Time: 8:01:11
Num steps: 5600000   Return: -6.7    Time: 8:09:46
Num steps: 5700000   Return: -18.1   Time: 8:18:15
Num steps: 5800000   Return: -1784.2   Time: 8:26:23
Num steps: 5900000   Return: -51.9   Time: 8:34:53
Num steps: 6000000   Return: -9.2    Time: 8:43:27
Num steps: 6100000   Return: 1.0     Time: 8:51:47
Num steps: 6200000   Return: -82.4   Time: 9:00:15
Num steps: 6300000   Return: -2133.3   Time: 9:08:30
Num steps: 6400000   Return: -3.8    Time: 9:16:23
Num steps: 6500000   Return: -3.2    Time: 9:24:45
Num steps: 6600000   Return: -1066.7   Time: 9:33:40
Num steps: 6700000   Return: -462.4   Time: 9:42:13
Num steps: 6800000   Return: -22.9   Time: 9:50:53
Num steps: 6900000   Return: -16.2   Time: 9:59:29
Num steps: 7000000   Return: -1851.2   Time: 10:08:02
Num steps: 7100000   Return: -28.8   Time: 10:16:31
Num steps: 7200000   Return: -6.4    Time: 10:24:48
Num steps: 7300000   Return: -1271.8   Time: 10:32:52
Num steps: 7400000   Return: -20.2   Time: 10:41:22
Num steps: 7500000   Return: -16.6   Time: 10:50:23
Num steps: 7600000   Return: -15.1   Time: 10:59:52
Num steps: 7700000   Return: -1675.4   Time: 11:09:25
Num steps: 7800000   Return: -1527.6   Time: 11:17:54
Num steps: 7900000   Return: -9.4    Time: 11:26:33
Num steps: 8000000   Return: -8.4    Time: 11:35:55
Num steps: 8100000   Return: -34.3   Time: 11:45:26
Num steps: 8200000   Return: -62.1   Time: 11:55:00
Num steps: 8300000   Return: -17.3   Time: 12:03:30
Num steps: 8400000   Return: 1.5     Time: 12:11:57
Num steps: 8500000   Return: -33.9   Time: 12:20:21
Num steps: 8600000   Return: -89.4   Time: 12:28:57
